reading_id,sensor_id,sensor_code,sensor_type,datetime,value,raw_value,alert_level,data_quality_score,rate_of_change,noise_level,temperature_c,transmission_mode
221,37,SNS0037,Tiltmeter,2020-04-29 10:20:50,82.229,83.053,Fault,0.912,2.61,1.064,-5.5,Manual
222,122,SNS0122,Tiltmeter,2021-07-15 10:43:27,7.844,7.922,Normal,0.978,4.64,1.347,-2.5,4G
223,198,SNS0198,Rain Gauge,2019-05-03 19:42:37,28.912,27.99,Critical,0.827,4.69,0.223,-7.7,4G
224,155,SNS0155,Rain Gauge,2021-05-20 07:37:25,18.045,17.816,Fault,0.859,1.93,0.918,-4.9,WiFi
225,153,SNS0153,Inclinometer,2020-08-13 21:16:12,92.133,92.697,Fault,0.962,0.7,0.666,3.0,LoRa
226,131,SNS0131,Inclinometer,2019-07-11 13:45:31,56.8,57.831,Warning,0.808,1.51,1.477,40.6,LoRa
227,242,SNS0242,Seismograph,2020-07-05 16:51:01,42.274,43.786,Critical,0.961,1.55,0.684,29.0,4G
228,197,SNS0197,Accelerometer,2018-02-26 05:42:29,85.996,87.321,Fault,0.95,3.2,1.873,68.6,Manual
229,280,SNS0280,Soil Moisture,2018-01-28 02:40:02,22.827,21.989,Fault,0.995,2.88,0.954,60.3,Satellite
230,74,SNS0074,Seismograph,2022-07-17 03:22:41,74.283,70.76,Fault,0.893,0.18,1.41,-3.7,Manual
231,282,SNS0282,Extensometer,2018-11-30 18:17:00,39.195,40.44,Normal,0.831,1.85,1.136,63.0,Satellite
232,163,SNS0163,Tiltmeter,2021-11-08 13:04:59,48.878,49.043,Normal,0.947,1.01,0.408,30.5,LoRa
233,121,SNS0121,Extensometer,2020-03-10 18:36:12,58.782,57.813,Critical,0.9,2.62,0.489,21.4,Manual
234,232,SNS0232,Accelerometer,2021-01-06 16:06:37,31.802,31.014,Normal,0.873,0.24,1.672,5.4,LoRa
235,65,SNS0065,Inclinometer,2020-05-17 13:53:58,25.696,25.762,Warning,0.986,3.58,1.846,-33.1,Satellite
236,227,SNS0227,Soil Moisture,2021-06-28 18:12:54,73.342,73.866,Warning,0.962,2.53,0.611,10.6,WiFi
237,49,SNS0049,Seismograph,2024-01-10 17:01:13,43.994,44.243,Fault,0.952,2.61,1.769,39.4,Manual
238,73,SNS0073,GNSS,2018-12-25 08:49:58,27.865,27.563,Normal,0.893,2.18,0.008,23.5,Satellite
239,175,SNS0175,Seismograph,2023-11-02 08:26:24,57.523,54.899,Warning,0.952,3.27,1.445,30.0,WiFi
240,89,SNS0089,GNSS,2022-07-30 03:52:36,61.408,59.649,Fault,0.987,2.71,1.367,22.1,WiFi
241,149,SNS0149,Soil Moisture,2024-01-17 22:25:42,88.003,84.22,Fault,0.946,3.19,0.516,16.5,Manual
242,60,SNS0060,Seismograph,2020-01-30 22:12:43,92.782,90.759,Fault,0.808,4.4,0.222,-29.5,Manual
243,254,SNS0254,Rain Gauge,2024-03-07 11:37:00,63.507,64.608,Normal,0.891,0.73,0.608,29.2,LoRa
244,47,SNS0047,Piezometer,2019-03-02 09:08:02,3.591,3.648,Fault,0.953,3.41,0.832,1.6,Satellite
245,281,SNS0281,Accelerometer,2018-03-03 23:58:21,84.762,82.108,Warning,0.984,0.7,1.584,70.5,Manual
246,290,SNS0290,Extensometer,2022-01-25 01:30:22,44.446,42.545,Critical,0.815,1.39,0.578,17.3,LoRa
247,28,SNS0028,GNSS,2024-12-17 23:25:24,20.937,21.736,Fault,0.836,1.73,0.296,-18.9,4G
248,265,SNS0265,Inclinometer,2020-09-04 17:39:15,22.299,21.989,Warning,0.937,3.98,1.061,-6.9,Satellite
249,108,SNS0108,Rain Gauge,2021-05-24 02:19:02,9.621,9.844,Critical,0.899,3.49,0.474,-22.2,4G
250,234,SNS0234,GNSS,2023-06-13 04:33:17,1.623,1.62,Fault,0.899,4.04,1.006,20.1,Satellite
251,109,SNS0109,Piezometer,2018-06-05 22:57:11,67.746,66.145,Critical,0.934,4.83,1.725,-3.2,4G
252,85,SNS0085,GNSS,2022-07-01 15:03:41,17.973,17.526,Normal,0.816,2.07,1.294,-13.8,Manual
253,210,SNS0210,Soil Moisture,2020-12-06 22:39:58,81.736,83.698,Critical,0.834,0.4,1.585,-12.4,Manual
254,260,SNS0260,Piezometer,2022-07-27 23:44:30,44.779,44.107,Normal,0.889,2.87,0.837,39.5,WiFi
255,198,SNS0198,Rain Gauge,2022-07-20 04:22:05,44.164,45.425,Normal,0.861,4.46,1.05,34.4,Manual
256,181,SNS0181,Seismograph,2019-04-08 06:29:20,14.156,14.832,Critical,0.99,3.43,1.424,34.9,WiFi
257,228,SNS0228,Inclinometer,2020-05-12 08:32:42,53.495,53.294,Fault,0.927,0.51,1.401,14.5,LoRa
258,177,SNS0177,Tiltmeter,2021-06-23 07:27:38,57.572,58.818,Warning,0.888,4.09,1.261,26.8,4G
259,10,SNS0010,Seismograph,2018-12-26 01:44:57,11.737,11.391,Fault,0.818,1.86,1.851,9.7,LoRa
260,92,SNS0092,Extensometer,2023-09-20 03:10:57,77.512,80.174,Critical,0.87,4.62,1.344,42.3,Manual
261,40,SNS0040,Seismograph,2023-05-21 00:25:19,79.13,80.732,Warning,0.98,3.96,1.765,-24.4,LoRa
262,281,SNS0281,Accelerometer,2019-04-21 11:30:39,70.961,72.824,Fault,0.957,0.55,0.796,15.0,WiFi
263,235,SNS0235,Inclinometer,2022-12-19 00:07:12,79.829,77.403,Normal,0.99,0.53,0.263,47.6,Satellite
264,73,SNS0073,GNSS,2022-12-10 11:13:50,87.339,83.144,Warning,0.895,4.37,1.09,46.5,LoRa
265,204,SNS0204,Inclinometer,2024-06-16 11:26:18,96.409,99.853,Fault,0.873,4.33,0.95,-9.1,Satellite
266,191,SNS0191,Crack Gauge,2023-09-29 19:48:46,16.39,15.646,Normal,0.851,2.07,1.825,3.7,4G
267,103,SNS0103,Crack Gauge,2020-03-16 20:46:50,76.169,74.437,Normal,0.971,2.86,0.164,18.2,WiFi
268,81,SNS0081,Tiltmeter,2021-05-03 17:31:47,55.199,55.72,Warning,0.845,2.31,1.521,5.3,LoRa
269,185,SNS0185,Extensometer,2021-09-09 23:40:50,58.478,58.395,Normal,0.978,0.47,1.062,16.8,Manual
270,180,SNS0180,Inclinometer,2020-04-18 20:03:46,71.486,69.839,Critical,0.81,0.61,1.642,-19.1,4G
271,238,SNS0238,Crack Gauge,2020-10-30 09:12:09,96.151,91.874,Critical,0.829,2.64,0.257,1.9,LoRa
272,187,SNS0187,Crack Gauge,2019-04-17 02:13:48,28.691,28.522,Normal,0.934,2.16,0.383,-5.6,Manual
273,121,SNS0121,Extensometer,2022-08-25 08:06:04,56.039,58.325,Warning,0.973,0.2,0.45,26.1,LoRa
274,25,SNS0025,Tiltmeter,2022-07-20 07:38:01,59.741,56.978,Critical,0.813,1.2,1.153,30.3,Satellite
275,216,SNS0216,Inclinometer,2021-12-22 18:40:53,60.229,58.433,Fault,0.926,0.95,0.501,0.9,LoRa
276,75,SNS0075,GNSS,2020-04-28 07:38:09,22.591,22.336,Normal,0.929,2.67,1.306,60.7,4G
277,189,SNS0189,GNSS,2023-08-14 01:49:51,94.218,98.262,Normal,0.929,4.01,1.351,70.5,LoRa
278,267,SNS0267,Accelerometer,2024-08-22 10:45:25,14.014,14.284,Normal,0.825,2.92,0.236,47.6,WiFi
279,99,SNS0099,Crack Gauge,2024-07-07 17:41:06,38.423,38.401,Warning,0.956,4.39,0.403,56.9,WiFi
280,131,SNS0131,Inclinometer,2024-02-20 17:51:55,73.971,74.066,Warning,0.842,3.84,1.416,66.3,WiFi
281,117,SNS0117,GNSS,2020-03-10 06:07:18,90.306,87.109,Warning,0.873,0.99,1.29,72.8,Satellite
282,26,SNS0026,Rain Gauge,2020-09-27 23:15:27,77.757,74.792,Normal,0.865,0.54,1.238,-7.9,Satellite
283,201,SNS0201,Soil Moisture,2024-07-01 08:45:26,25.437,26.685,Normal,0.944,4.45,1.717,57.8,4G
284,157,SNS0157,Accelerometer,2021-10-31 08:30:14,18.08,17.532,Fault,0.895,4.0,0.339,13.8,WiFi
285,238,SNS0238,Crack Gauge,2023-09-30 11:03:04,74.915,73.164,Warning,0.96,3.22,1.546,-1.0,LoRa
286,231,SNS0231,Rain Gauge,2018-08-14 08:15:57,97.504,96.702,Critical,0.89,2.7,1.049,70.9,LoRa
287,157,SNS0157,Accelerometer,2022-07-22 23:19:44,15.665,15.883,Critical,0.8,3.5,1.132,-8.1,Satellite
288,264,SNS0264,Rain Gauge,2024-08-17 07:33:00,17.629,18.106,Critical,0.944,2.22,1.058,36.2,LoRa
289,155,SNS0155,Rain Gauge,2020-10-22 13:21:21,58.508,56.255,Warning,0.886,0.9,0.616,38.3,Manual
290,203,SNS0203,Extensometer,2020-06-17 17:01:29,52.877,54.882,Normal,0.855,4.96,1.515,20.1,Manual
291,177,SNS0177,Tiltmeter,2023-03-19 21:03:54,65.476,67.068,Warning,0.889,2.32,0.75,-10.6,4G
292,47,SNS0047,Piezometer,2018-11-04 07:17:23,42.876,44.678,Fault,0.882,0.62,0.588,-23.6,Manual
293,79,SNS0079,Crack Gauge,2021-01-28 18:34:02,94.576,90.193,Warning,0.888,4.71,0.616,1.8,Manual
294,189,SNS0189,GNSS,2021-08-10 13:36:24,75.181,75.601,Normal,0.916,3.17,0.665,32.2,4G
295,25,SNS0025,Tiltmeter,2024-07-25 13:51:50,30.39,30.222,Warning,0.984,0.52,0.178,-30.5,Manual
296,295,SNS0295,Soil Moisture,2024-02-02 12:10:09,75.949,74.524,Normal,0.878,0.27,1.546,53.6,Satellite
297,82,SNS0082,Extensometer,2019-08-16 09:44:03,52.609,51.279,Critical,0.954,0.07,0.356,45.7,WiFi
298,153,SNS0153,Inclinometer,2023-03-18 12:31:50,49.383,49.467,Fault,0.958,3.84,0.844,-35.8,Manual
299,194,SNS0194,Crack Gauge,2020-05-28 00:33:49,52.922,50.666,Normal,0.843,2.01,0.976,34.0,Manual
300,106,SNS0106,Seismograph,2024-11-04 14:07:39,88.16,85.369,Critical,0.998,0.37,0.201,7.3,Satellite
301,300,SNS0300,Rain Gauge,2021-04-26 02:53:05,23.787,24.041,Normal,0.907,4.55,0.267,-26.1,Manual
302,121,SNS0121,Extensometer,2019-01-06 09:48:32,79.326,82.999,Fault,0.954,2.86,0.02,33.2,LoRa
303,248,SNS0248,Extensometer,2020-04-27 07:32:17,21.005,21.444,Fault,0.823,3.18,0.893,-6.2,LoRa
304,121,SNS0121,Extensometer,2024-12-15 19:35:55,52.653,50.212,Warning,0.904,0.31,0.104,26.2,Manual
305,181,SNS0181,Seismograph,2022-09-07 16:21:45,91.505,91.608,Warning,0.884,4.13,1.807,77.2,LoRa
306,285,SNS0285,Accelerometer,2020-11-25 18:52:43,89.287,92.693,Critical,0.844,3.38,1.336,8.1,WiFi
307,44,SNS0044,Soil Moisture,2023-12-04 12:02:31,53.767,53.028,Normal,0.952,0.65,1.928,29.0,Manual
308,256,SNS0256,Seismograph,2021-11-09 16:52:08,24.61,24.692,Warning,0.89,0.7,0.546,66.8,4G
309,220,SNS0220,Inclinometer,2023-10-22 17:00:29,49.621,47.689,Warning,0.9,4.31,1.188,42.7,4G
310,246,SNS0246,Inclinometer,2022-10-07 02:36:08,43.353,42.878,Critical,0.956,2.09,1.529,32.3,4G
311,192,SNS0192,Accelerometer,2020-05-23 04:32:11,93.36,92.512,Critical,0.945,0.61,0.074,16.8,4G
312,149,SNS0149,Soil Moisture,2022-10-21 19:37:36,18.852,19.325,Warning,0.994,0.97,1.03,20.8,LoRa
313,171,SNS0171,Extensometer,2021-04-29 00:26:36,38.953,38.555,Critical,0.808,3.1,1.385,78.6,LoRa
314,106,SNS0106,Seismograph,2020-11-02 10:00:26,69.864,68.743,Warning,0.969,2.53,0.294,-31.9,Manual
315,146,SNS0146,Rain Gauge,2018-11-05 22:40:48,59.816,57.838,Warning,0.897,4.49,0.415,69.4,4G
316,175,SNS0175,Seismograph,2018-11-14 19:13:40,9.374,8.993,Fault,0.923,2.23,0.009,-15.1,4G
317,203,SNS0203,Extensometer,2019-12-03 15:49:53,99.493,97.01,Critical,0.931,1.01,0.036,-31.4,Manual
318,49,SNS0049,Seismograph,2023-12-23 17:49:46,46.003,45.215,Fault,0.847,0.38,1.394,-27.2,Satellite
319,139,SNS0139,Inclinometer,2018-02-16 21:32:14,59.188,62.092,Warning,0.81,4.19,0.974,-38.3,LoRa
320,240,SNS0240,Extensometer,2021-10-10 01:00:28,92.26,96.121,Fault,0.981,4.03,1.713,27.7,4G
321,297,SNS0297,Rain Gauge,2022-02-21 21:40:11,62.956,60.687,Critical,0.843,4.99,1.649,-24.6,WiFi
322,40,SNS0040,Seismograph,2024-03-17 15:01:00,44.723,44.626,Critical,0.961,0.44,0.985,-16.9,Manual
323,36,SNS0036,GNSS,2023-03-06 23:42:52,0.759,0.781,Fault,0.996,1.04,1.626,-19.9,Satellite
324,274,SNS0274,Soil Moisture,2018-03-19 23:39:04,67.001,68.328,Critical,0.938,3.1,1.108,2.7,Manual
325,195,SNS0195,Piezometer,2018-05-12 23:36:08,83.651,82.634,Normal,0.805,1.46,0.755,33.3,LoRa
326,3,SNS0003,Seismograph,2024-12-10 15:29:19,67.129,67.477,Normal,0.869,1.2,1.434,77.0,WiFi
327,242,SNS0242,Seismograph,2019-07-17 22:45:40,91.699,90.412,Warning,0.851,2.36,0.686,-39.8,Manual
328,296,SNS0296,Accelerometer,2020-10-19 02:45:59,92.465,88.793,Critical,0.979,4.22,1.973,1.1,Satellite
329,201,SNS0201,Soil Moisture,2022-08-22 14:11:59,90.511,89.441,Critical,0.909,0.06,0.412,77.6,4G
330,85,SNS0085,GNSS,2018-10-12 21:04:54,74.818,77.346,Fault,0.873,3.91,0.086,38.3,Satellite
331,179,SNS0179,Crack Gauge,2018-05-17 01:44:29,61.237,64.24,Critical,0.815,4.75,1.353,56.9,Manual
332,86,SNS0086,Accelerometer,2021-12-01 10:32:44,19.668,18.934,Critical,0.994,1.08,0.21,56.7,Satellite
333,160,SNS0160,Soil Moisture,2018-12-26 12:11:59,65.363,65.981,Warning,0.889,2.77,0.835,57.5,WiFi
334,280,SNS0280,Soil Moisture,2018-03-09 21:28:56,7.041,7.106,Warning,0.991,1.23,0.782,-19.5,WiFi
335,73,SNS0073,GNSS,2022-03-11 15:05:34,93.209,94.763,Fault,0.893,3.41,0.446,-17.2,Satellite
336,88,SNS0088,Extensometer,2019-11-24 18:37:00,58.792,58.703,Warning,0.929,0.94,1.566,49.7,Manual
337,117,SNS0117,GNSS,2024-12-03 18:00:57,51.025,49.797,Critical,0.962,1.67,1.549,78.5,Manual
338,276,SNS0276,Crack Gauge,2024-11-01 05:49:26,14.805,14.865,Warning,0.83,4.51,1.948,49.8,Satellite
339,2,SNS0002,Piezometer,2018-05-23 10:51:07,37.444,35.604,Critical,0.884,2.94,0.281,-7.0,Manual
340,213,SNS0213,Soil Moisture,2019-01-01 08:16:37,3.796,3.883,Fault,0.857,3.98,1.614,78.1,Satellite
341,187,SNS0187,Crack Gauge,2021-01-16 11:14:36,6.177,6.336,Normal,0.885,4.39,1.327,-29.3,Manual
342,113,SNS0113,Soil Moisture,2022-05-01 16:08:57,1.28,1.231,Normal,0.894,4.32,0.474,19.3,4G
343,294,SNS0294,Piezometer,2021-05-31 10:04:52,23.473,22.811,Warning,0.9,1.52,1.361,20.4,WiFi
344,178,SNS0178,Rain Gauge,2018-11-12 10:49:48,48.76,48.336,Critical,0.863,1.54,1.646,-35.1,WiFi
345,272,SNS0272,Crack Gauge,2020-03-04 15:06:09,13.14,13.438,Normal,1.0,1.87,1.633,33.9,Satellite
346,33,SNS0033,Extensometer,2022-08-24 17:28:02,49.362,48.795,Fault,0.818,4.85,0.514,63.0,WiFi
347,184,SNS0184,Rain Gauge,2019-05-04 10:07:32,98.002,99.809,Normal,0.827,4.32,0.158,-16.3,Satellite
348,7,SNS0007,Crack Gauge,2024-08-09 03:24:38,25.886,26.312,Critical,0.827,0.1,0.768,44.3,4G
349,29,SNS0029,Crack Gauge,2021-04-20 21:00:49,2.797,2.761,Warning,0.833,0.63,1.29,-15.6,Manual
350,38,SNS0038,Seismograph,2019-08-04 17:47:37,37.13,37.95,Normal,0.842,3.95,0.737,-34.7,Manual
351,295,SNS0295,Soil Moisture,2019-05-25 04:55:30,3.577,3.533,Fault,0.951,1.88,0.609,-33.8,Satellite
352,199,SNS0199,Seismograph,2024-04-11 16:28:52,10.384,10.259,Warning,0.804,4.89,1.626,38.9,LoRa
353,198,SNS0198,Rain Gauge,2024-09-12 22:48:24,4.608,4.753,Critical,0.827,1.29,0.308,17.1,Manual
354,179,SNS0179,Crack Gauge,2024-05-11 06:01:48,11.337,11.207,Critical,0.843,4.73,0.828,21.9,WiFi
355,225,SNS0225,Inclinometer,2020-02-23 18:48:48,65.218,65.804,Normal,0.857,2.89,1.622,74.1,LoRa
356,73,SNS0073,GNSS,2022-08-02 15:34:08,98.27,100.421,Fault,0.947,3.17,0.526,10.6,WiFi
357,172,SNS0172,Rain Gauge,2021-07-29 20:28:10,82.579,80.843,Fault,0.94,2.47,0.791,15.5,4G
358,41,SNS0041,Crack Gauge,2018-12-07 21:34:12,1.798,1.868,Normal,0.977,0.84,1.165,26.2,Manual
359,205,SNS0205,Piezometer,2021-09-18 23:58:01,48.526,49.416,Warning,0.903,3.47,1.563,-32.2,Manual
360,186,SNS0186,Accelerometer,2024-06-10 23:50:30,96.164,98.647,Fault,0.971,3.45,0.368,-39.2,4G
361,148,SNS0148,Accelerometer,2022-10-06 03:26:53,33.491,33.651,Fault,0.895,3.39,0.743,42.3,WiFi
362,246,SNS0246,Inclinometer,2024-06-08 07:00:03,74.87,74.189,Critical,0.922,4.79,1.03,-25.8,WiFi
363,165,SNS0165,Extensometer,2021-10-28 19:20:21,85.515,87.047,Critical,0.924,2.43,1.604,-20.2,4G
364,105,SNS0105,Crack Gauge,2019-04-22 13:02:28,51.297,49.281,Warning,0.823,0.29,1.06,75.8,LoRa
365,77,SNS0077,Rain Gauge,2019-11-11 13:39:42,88.309,85.358,Warning,0.899,4.6,1.033,29.6,WiFi
366,294,SNS0294,Piezometer,2020-11-18 21:46:38,61.285,58.693,Fault,0.816,4.51,0.991,-24.6,Manual
367,85,SNS0085,GNSS,2020-08-28 14:04:51,19.947,20.027,Warning,0.86,0.38,1.816,7.3,Satellite
368,210,SNS0210,Soil Moisture,2021-04-06 19:07:46,1.852,1.852,Fault,0.928,1.89,1.06,-14.7,Manual
369,246,SNS0246,Inclinometer,2023-09-08 06:53:38,16.474,15.841,Normal,0.839,2.52,0.536,-9.5,WiFi
370,229,SNS0229,Crack Gauge,2024-12-15 06:35:41,44.734,42.672,Fault,0.976,4.29,0.671,54.4,LoRa
371,61,SNS0061,Crack Gauge,2022-02-14 02:25:51,87.03,86.028,Warning,0.99,0.34,0.049,79.7,Satellite
372,16,SNS0016,Crack Gauge,2021-09-02 17:59:01,46.806,45.728,Warning,0.961,4.81,1.928,15.6,WiFi
373,34,SNS0034,Accelerometer,2020-12-06 00:05:35,78.121,77.272,Critical,0.917,2.79,0.447,48.6,4G
374,113,SNS0113,Soil Moisture,2020-04-03 21:23:41,98.669,98.617,Warning,0.929,1.09,0.017,54.3,Manual
375,45,SNS0045,GNSS,2023-05-08 07:51:46,68.666,69.757,Fault,0.841,3.32,1.483,34.7,WiFi
376,272,SNS0272,Crack Gauge,2020-05-03 12:35:28,14.147,14.221,Fault,0.897,3.96,1.404,2.1,4G
377,16,SNS0016,Crack Gauge,2021-10-01 14:50:10,12.801,13.424,Normal,0.864,4.06,0.788,20.6,Manual
378,288,SNS0288,Seismograph,2023-02-28 20:37:28,90.545,88.691,Critical,0.942,0.29,1.536,4.6,4G
379,31,SNS0031,Extensometer,2020-08-20 17:34:47,56.918,55.806,Fault,0.884,3.03,0.078,-14.3,WiFi
380,282,SNS0282,Extensometer,2019-12-22 11:12:25,21.712,22.492,Normal,0.99,2.18,1.43,67.3,Manual
381,45,SNS0045,GNSS,2019-09-16 10:01:51,3.896,4.077,Fault,0.994,2.87,0.851,45.3,Satellite
382,278,SNS0278,GNSS,2020-02-15 02:50:02,27.528,27.547,Warning,0.83,4.77,1.702,10.1,Manual
383,44,SNS0044,Soil Moisture,2019-06-06 05:44:39,37.59,37.894,Fault,0.897,0.87,1.527,66.5,Satellite
384,165,SNS0165,Extensometer,2022-08-25 14:08:43,31.992,31.668,Fault,0.828,0.68,1.368,33.5,Satellite
385,165,SNS0165,Extensometer,2018-11-19 22:48:23,28.185,26.821,Warning,0.979,3.26,1.912,72.0,WiFi
386,106,SNS0106,Seismograph,2019-05-19 07:39:32,76.662,80.248,Critical,0.989,2.45,0.911,-8.0,LoRa
387,21,SNS0021,Tiltmeter,2024-01-12 17:31:30,1.457,1.472,Fault,0.857,2.59,1.816,-8.8,LoRa
388,287,SNS0287,Seismograph,2021-09-10 07:32:29,17.344,17.467,Warning,0.891,4.86,0.947,57.8,WiFi
389,36,SNS0036,GNSS,2021-10-28 18:40:45,44.561,43.739,Normal,0.984,4.95,1.602,47.4,WiFi
390,159,SNS0159,Inclinometer,2023-04-12 15:16:18,77.678,77.164,Normal,0.999,4.95,1.41,39.4,WiFi
391,98,SNS0098,Rain Gauge,2018-05-25 00:45:07,8.543,8.34,Normal,0.955,1.27,0.723,42.4,Satellite
392,85,SNS0085,GNSS,2018-05-22 00:36:32,73.364,74.659,Fault,0.984,1.24,0.412,60.9,Satellite
393,58,SNS0058,Accelerometer,2024-07-31 11:55:54,66.26,67.296,Normal,0.968,4.41,1.337,61.4,Satellite
394,120,SNS0120,Accelerometer,2023-06-24 14:35:11,65.085,67.414,Normal,0.817,0.39,1.144,-18.7,4G
395,175,SNS0175,Seismograph,2023-04-26 15:20:13,54.335,52.537,Fault,0.915,1.56,1.938,58.4,WiFi
396,300,SNS0300,Rain Gauge,2020-08-21 09:55:42,89.213,92.813,Critical,0.911,0.16,1.538,15.8,4G
397,101,SNS0101,Tiltmeter,2018-02-03 00:35:48,35.138,35.806,Warning,0.859,1.35,0.932,67.6,LoRa
398,63,SNS0063,Crack Gauge,2020-05-14 16:13:15,0.32,0.315,Critical,0.874,4.25,1.871,-33.3,LoRa
399,215,SNS0215,Piezometer,2019-07-17 23:28:31,5.193,4.968,Fault,0.851,1.05,1.564,-2.8,LoRa
400,89,SNS0089,GNSS,2023-07-29 23:27:23,68.905,69.173,Fault,0.951,2.63,1.65,72.9,WiFi
401,283,SNS0283,Tiltmeter,2021-03-22 07:31:03,73.367,72.601,Critical,0.809,0.57,1.468,58.9,WiFi
402,54,SNS0054,Rain Gauge,2018-03-13 10:26:46,79.392,83.17,Warning,0.82,4.63,1.234,9.8,LoRa
403,96,SNS0096,GNSS,2024-05-01 20:33:23,54.196,51.936,Critical,0.83,3.87,0.944,68.6,WiFi
404,276,SNS0276,Crack Gauge,2020-04-20 13:58:07,7.323,7.461,Critical,1.0,2.82,0.135,-20.7,Satellite
405,245,SNS0245,Extensometer,2022-10-01 08:05:14,89.218,88.562,Fault,0.906,3.52,0.363,39.1,WiFi
406,71,SNS0071,Soil Moisture,2023-10-05 04:04:49,35.357,36.18,Critical,0.951,0.68,0.57,-25.0,Manual
407,287,SNS0287,Seismograph,2021-08-05 15:57:38,24.157,24.851,Fault,0.927,3.36,1.307,-14.7,4G
408,228,SNS0228,Inclinometer,2023-01-04 01:12:04,45.439,44.535,Normal,0.972,4.8,1.855,63.1,LoRa
409,52,SNS0052,Tiltmeter,2022-05-10 16:27:54,70.538,68.045,Normal,0.872,4.62,0.542,-23.5,LoRa
410,192,SNS0192,Accelerometer,2018-03-08 20:05:14,37.196,36.461,Fault,0.866,1.47,1.183,-28.7,4G
411,166,SNS0166,Inclinometer,2024-06-06 05:26:48,12.56,12.085,Normal,0.971,4.34,1.604,40.6,4G
412,121,SNS0121,Extensometer,2024-04-24 15:40:01,27.603,26.608,Critical,0.855,3.34,0.491,72.2,LoRa
413,135,SNS0135,Inclinometer,2022-07-18 04:36:44,60.832,60.507,Warning,0.935,2.08,0.755,55.7,Manual
414,202,SNS0202,Rain Gauge,2022-11-21 23:46:12,12.935,12.722,Normal,0.926,2.63,1.694,43.6,Manual
415,211,SNS0211,Rain Gauge,2021-10-24 17:07:07,63.197,65.776,Fault,0.862,2.43,0.09,-38.5,LoRa
416,285,SNS0285,Accelerometer,2018-12-02 02:22:40,51.966,52.18,Normal,0.834,3.29,0.383,34.1,LoRa
417,73,SNS0073,GNSS,2022-04-25 06:35:22,43.91,46.069,Normal,0.993,4.02,0.721,-26.5,Satellite
418,68,SNS0068,Extensometer,2018-05-03 04:52:08,6.097,6.395,Critical,0.957,1.55,0.926,-29.1,4G
419,214,SNS0214,Rain Gauge,2022-08-01 16:24:35,84.634,80.901,Normal,0.882,1.4,0.063,-7.8,LoRa
420,150,SNS0150,Tiltmeter,2021-10-07 11:15:58,66.578,68.17,Fault,0.827,4.68,1.358,2.4,WiFi
421,110,SNS0110,Crack Gauge,2021-03-11 21:14:52,1.865,1.915,Normal,0.907,4.15,1.638,65.8,WiFi
422,235,SNS0235,Inclinometer,2021-01-23 02:24:25,50.797,49.106,Critical,0.983,1.85,0.659,70.3,4G
423,101,SNS0101,Tiltmeter,2018-10-21 07:35:04,11.976,12.348,Critical,0.956,4.44,0.586,17.0,Satellite
424,55,SNS0055,Piezometer,2018-07-26 22:15:48,30.789,29.646,Critical,0.941,0.82,0.598,48.1,4G
425,161,SNS0161,GNSS,2024-09-24 18:24:58,45.684,47.958,Normal,0.972,4.83,0.644,69.8,Satellite
426,215,SNS0215,Piezometer,2018-09-03 15:21:52,91.733,87.733,Normal,0.867,4.89,1.587,-26.2,Satellite
427,266,SNS0266,Soil Moisture,2021-11-04 07:50:00,67.058,65.851,Critical,0.844,0.9,0.749,19.4,LoRa
428,277,SNS0277,Tiltmeter,2024-12-30 06:20:21,79.023,78.66,Normal,0.807,4.9,0.843,68.5,Manual
429,174,SNS0174,Rain Gauge,2023-01-29 13:06:14,16.541,17.085,Critical,0.992,3.34,0.44,3.5,LoRa
430,263,SNS0263,Crack Gauge,2018-07-01 22:32:07,4.942,5.055,Fault,0.882,2.52,0.632,19.3,LoRa
431,207,SNS0207,Crack Gauge,2022-08-07 23:09:15,14.547,14.172,Warning,0.819,1.9,0.209,31.5,Satellite
432,51,SNS0051,Accelerometer,2019-08-10 09:07:55,79.052,80.564,Normal,0.877,0.79,1.768,79.6,Satellite
433,164,SNS0164,Accelerometer,2018-12-01 17:50:33,93.009,96.705,Fault,0.91,3.99,0.26,-17.2,Manual
434,138,SNS0138,Crack Gauge,2020-09-09 00:39:37,10.866,11.204,Fault,0.931,2.31,1.902,21.5,Satellite
435,35,SNS0035,Accelerometer,2018-04-21 11:34:45,94.178,92.277,Normal,0.878,0.92,1.688,-0.5,4G
436,260,SNS0260,Piezometer,2023-05-31 22:55:07,85.031,83.862,Normal,0.813,3.42,1.618,-28.0,LoRa
437,227,SNS0227,Soil Moisture,2021-08-01 08:35:05,65.693,64.184,Fault,0.859,3.55,1.534,-25.3,4G
438,174,SNS0174,Rain Gauge,2023-09-27 21:40:39,58.551,55.634,Warning,0.81,0.83,1.912,-10.6,LoRa
439,229,SNS0229,Crack Gauge,2024-02-13 21:42:10,33.103,32.232,Warning,0.846,0.37,0.774,-39.2,Satellite
440,63,SNS0063,Crack Gauge,2023-02-07 02:03:16,81.46,84.32,Critical,0.981,1.03,1.695,66.2,Manual
441,163,SNS0163,Tiltmeter,2019-01-05 04:09:49,24.653,23.69,Critical,0.841,4.93,0.242,31.5,Manual
442,237,SNS0237,Inclinometer,2020-06-14 12:31:22,10.254,10.411,Fault,0.974,4.37,1.071,14.3,LoRa
