record_id,slope_id,district_id,datetime,stream_flow_cumec,water_table_depth_m,pore_pressure_kpa,seepage_rate_mm_day,groundwater_level_change_m,catchment_area_sq_m,runoff_coefficient,baseflow_index,stream_type,channel_gradient,infiltration_rate
209,14,37,2024-03-31 19:18:28,3350.5,0.75,19.7,9.62,2.49,47303.0,4.0,56.63,Perennial,296.9,0.826
210,181,10,2018-07-16 12:56:10,1489.3,7.58,95.4,0.23,-0.06,46411.0,30.7,72.11,Perennial,492.8,0.941
211,373,44,2018-06-26 08:49:39,1880.4,3.61,55.2,3.37,1.0,34545.0,86.0,24.08,Seasonal,52.9,0.128
212,114,44,2022-04-28 22:31:09,2166.4,7.61,63.9,11.97,3.13,23107.0,32.5,91.2,Seasonal,167.7,0.834
213,318,57,2021-11-27 10:57:42,4017.1,8.1,37.5,16.27,3.08,45698.0,55.6,60.37,Seasonal,280.4,0.153
214,356,42,2019-08-19 10:20:43,3983.3,9.33,13.8,12.35,3.24,40163.0,46.3,84.56,Ephemeral,204.4,0.928
215,209,48,2021-04-21 22:48:10,850.9,0.07,92.5,19.53,5.21,19804.0,27.6,27.09,Perennial,290.5,0.091
216,459,55,2022-09-12 08:37:35,3714.8,4.47,91.3,18.14,-0.75,32759.0,57.4,50.03,None,157.7,0.114
217,499,9,2023-01-20 21:07:20,304.1,0.99,47.7,8.44,3.9,19188.0,73.2,54.14,None,288.6,0.85
218,245,60,2023-03-15 08:24:56,2614.1,8.08,72.7,10.5,-0.87,21105.0,46.0,88.14,Seasonal,341.5,0.338
219,107,47,2021-08-14 17:19:27,3899.4,9.17,16.5,4.94,0.66,24426.0,64.6,83.22,None,439.7,0.657
220,67,48,2019-09-13 06:03:15,531.4,0.9,41.2,6.82,0.75,15246.0,25.6,25.38,None,465.6,0.103
221,334,48,2024-04-14 05:17:12,274.8,1.15,41.4,10.48,-1.69,21942.0,31.6,16.3,Seasonal,161.7,0.489
222,403,60,2019-03-10 03:23:34,4462.4,4.44,78.6,11.14,6.6,5510.0,27.2,29.13,Perennial,378.1,0.548
223,257,50,2022-04-12 03:30:57,2560.3,0.21,63.8,5.01,-0.13,34599.0,1.7,43.77,None,63.3,0.706
224,262,52,2023-01-22 17:21:32,4682.3,0.4,84.2,16.28,0.98,41182.0,68.9,26.27,Perennial,199.6,0.946
225,495,40,2020-06-08 16:48:30,4340.2,3.3,12.5,19.78,7.95,44648.0,64.7,98.11,Seasonal,38.7,0.968
226,269,36,2019-01-19 20:22:15,1615.0,5.98,7.9,18.35,1.61,49200.0,73.4,8.07,Ephemeral,203.5,0.284
227,490,11,2024-08-22 22:42:31,1439.8,9.13,4.1,14.51,6.76,24734.0,55.8,18.62,Seasonal,181.1,0.131
228,116,34,2022-03-10 20:16:51,4988.2,5.13,54.4,2.1,1.65,21492.0,24.0,63.61,Ephemeral,45.4,0.67
229,99,18,2022-11-25 02:44:04,2994.3,4.76,66.4,16.5,4.82,6937.0,71.7,97.75,None,159.1,0.15
230,243,37,2023-06-28 12:10:09,4803.1,5.68,14.3,10.31,7.38,35747.0,76.6,52.98,Seasonal,249.3,0.175
231,322,11,2022-04-03 21:17:47,696.5,1.36,67.2,6.57,-0.27,36455.0,6.6,52.53,Ephemeral,390.6,0.463
232,118,39,2022-07-27 19:08:32,1513.3,3.48,58.7,19.64,4.71,14223.0,58.7,1.06,Perennial,369.0,0.263
233,498,11,2018-08-22 05:21:12,4784.4,5.59,23.7,1.15,2.28,49425.0,50.8,99.56,Ephemeral,427.1,0.295
234,453,58,2020-02-21 01:38:51,4484.5,7.29,7.5,16.02,-0.94,38185.0,97.7,6.04,None,356.5,0.278
235,29,60,2024-09-04 23:40:04,4871.4,8.64,78.9,0.4,2.59,37454.0,5.4,95.56,Seasonal,258.4,0.86
236,295,50,2018-05-28 18:19:33,1603.1,6.1,16.1,11.14,9.28,5580.0,56.2,54.06,None,254.0,0.567
237,466,40,2023-05-12 21:33:16,941.3,3.43,19.1,19.74,2.6,8660.0,14.0,80.68,Ephemeral,131.5,0.581
238,485,57,2018-10-08 00:28:47,3582.8,1.75,83.9,18.85,6.55,34385.0,56.6,69.22,None,281.1,0.532
239,91,53,2019-09-15 10:31:02,4002.2,2.89,60.1,4.56,8.4,42444.0,59.4,93.19,Perennial,148.6,0.505
240,480,56,2022-06-27 20:35:44,3819.4,0.66,11.6,10.71,4.72,41363.0,21.8,93.43,None,91.1,0.538
241,114,44,2021-01-27 13:42:11,1663.6,5.11,14.5,3.24,-0.12,49264.0,32.8,47.5,None,478.4,0.117
242,172,39,2020-11-18 03:17:05,3087.8,3.77,6.1,13.2,2.81,36535.0,10.1,56.97,Perennial,30.7,0.011
243,405,16,2022-08-20 18:41:48,3255.6,4.53,20.8,2.99,7.42,7475.0,93.7,5.72,Seasonal,252.5,0.782
244,448,12,2019-07-19 23:02:55,2332.9,5.53,68.5,5.18,1.25,9023.0,13.1,90.85,Perennial,87.8,0.671
245,373,44,2019-12-24 17:01:28,1531.4,9.27,62.6,3.0,-1.79,15758.0,62.9,6.37,Seasonal,483.7,0.078
246,234,19,2021-03-05 08:12:40,791.3,0.58,33.7,10.23,-1.29,23618.0,95.3,61.67,None,323.4,0.58
247,408,59,2018-05-03 23:49:24,4238.0,0.45,40.5,18.35,0.94,41630.0,41.9,78.15,None,140.7,0.343
248,401,51,2019-08-27 14:19:58,1534.5,2.63,6.5,5.34,6.22,2898.0,81.9,93.37,Ephemeral,111.8,0.582
249,14,37,2024-04-19 02:57:57,4366.0,8.79,6.2,13.32,9.73,45060.0,41.1,74.1,Perennial,294.0,0.836
250,205,21,2020-10-19 13:25:04,4612.9,0.38,77.8,7.34,5.79,2406.0,50.7,6.58,None,61.5,0.086
251,245,60,2022-08-07 21:20:04,4880.7,2.77,50.2,16.15,7.73,43989.0,49.8,12.69,Seasonal,35.9,0.85
252,322,11,2019-11-17 06:03:55,2261.5,6.44,22.2,10.69,0.09,18721.0,34.0,41.7,Ephemeral,249.2,0.526
253,221,23,2019-07-08 13:02:17,724.3,5.42,58.4,1.55,3.52,12120.0,54.1,24.63,Perennial,255.4,0.074
254,345,12,2021-08-05 19:06:05,521.1,6.4,82.4,6.24,8.1,15304.0,28.0,53.75,Perennial,337.4,0.818
255,98,27,2019-11-17 19:51:57,3098.8,2.37,71.3,19.46,9.64,26636.0,27.4,11.79,Perennial,490.4,0.621
256,285,41,2020-05-24 11:18:36,1651.0,3.91,69.4,13.73,2.1,32912.0,57.4,96.29,Ephemeral,2.1,0.942
257,490,11,2019-12-14 16:19:55,3442.7,5.39,10.4,15.42,1.59,27684.0,23.5,16.68,Seasonal,164.7,0.942
258,322,11,2023-08-29 00:27:43,1841.3,0.11,99.1,5.84,9.89,33749.0,6.4,6.77,None,58.5,0.901
259,362,55,2018-05-23 02:56:01,3289.1,0.79,4.4,12.07,1.93,17373.0,12.0,22.75,Ephemeral,495.0,0.523
260,417,57,2023-12-27 21:09:05,530.9,1.91,90.6,0.69,9.05,14254.0,52.8,94.18,None,479.1,0.195
261,156,3,2019-11-28 03:07:29,1716.8,0.9,36.9,13.04,7.63,14672.0,17.2,96.31,Perennial,153.8,0.787
262,307,27,2024-09-19 10:46:45,455.4,0.73,49.7,5.82,1.24,5875.0,98.0,52.73,Perennial,262.9,0.73
263,52,54,2024-01-30 23:20:11,1164.7,8.83,52.5,6.05,2.89,4780.0,18.3,37.83,Seasonal,269.4,0.337
264,295,50,2021-08-15 13:25:43,256.7,8.3,51.5,19.62,-0.21,20109.0,76.1,23.49,None,263.6,0.408
265,106,23,2018-12-31 04:35:32,2160.8,9.55,49.3,11.12,8.6,38206.0,95.4,2.32,Ephemeral,432.4,0.977
266,212,16,2024-05-03 09:01:43,2271.1,6.47,65.7,17.08,0.1,2967.0,19.9,11.35,Perennial,183.3,0.97
267,317,51,2019-10-21 19:04:20,2103.2,1.92,81.4,1.0,2.19,8195.0,31.1,0.89,Ephemeral,128.0,0.518
268,13,31,2022-12-24 18:47:00,877.0,1.38,30.3,11.25,8.69,16280.0,33.5,72.56,Perennial,484.1,0.209
269,445,22,2019-07-03 22:36:09,4043.7,4.1,79.5,19.59,2.52,37921.0,54.4,13.26,None,153.7,0.891
270,345,12,2019-12-22 05:21:57,1735.8,5.55,79.1,3.81,1.7,27239.0,95.1,90.05,Perennial,161.1,0.818
271,19,30,2024-07-07 07:36:35,1832.8,1.08,41.5,10.5,3.27,35630.0,4.5,41.18,Ephemeral,15.4,0.325
272,76,7,2024-08-07 21:38:51,1776.1,0.9,48.4,13.63,4.48,13974.0,60.7,89.75,Perennial,82.3,0.137
273,244,42,2019-01-02 16:13:46,3026.9,1.63,44.4,7.56,4.1,11721.0,48.4,0.73,None,47.7,0.972
274,318,57,2021-11-05 14:56:41,2098.1,3.77,54.4,16.11,6.42,9331.0,43.0,1.74,None,163.7,0.114
275,378,36,2022-11-20 15:41:37,1041.0,2.47,67.8,10.32,6.84,24936.0,73.8,79.26,Ephemeral,434.1,0.329
276,257,50,2019-06-05 04:19:54,2385.8,1.13,81.6,7.66,4.4,28696.0,64.3,9.14,None,196.4,0.931
277,499,9,2024-12-07 06:04:49,2119.2,3.79,35.8,11.59,1.31,44556.0,44.5,3.19,Ephemeral,254.4,0.806
278,221,23,2022-04-08 10:09:33,1957.1,0.42,91.0,18.2,1.32,42607.0,33.3,28.05,Perennial,409.3,0.577
279,127,21,2022-04-21 14:46:54,3799.8,0.01,37.6,9.97,7.37,31750.0,38.6,74.27,Ephemeral,144.8,0.153
280,300,25,2022-06-27 20:34:38,3403.6,3.53,4.7,0.47,4.62,46313.0,60.8,82.21,Perennial,318.6,0.83
281,164,2,2018-07-25 07:04:24,2258.5,0.61,52.8,13.88,-0.12,8270.0,50.0,27.53,Ephemeral,90.0,0.126
282,36,33,2020-01-04 23:11:10,2182.8,0.31,97.9,18.69,8.85,46364.0,26.0,63.57,None,246.3,0.455
283,119,18,2019-04-11 06:15:25,3590.0,3.86,43.0,19.84,9.63,14369.0,48.1,38.37,Ephemeral,355.1,0.789
284,89,1,2020-07-10 07:32:26,4057.4,2.32,9.9,15.83,-1.89,16907.0,88.9,21.45,Seasonal,69.6,0.193
285,280,10,2020-05-18 03:28:56,423.8,7.04,89.0,19.44,7.61,27434.0,64.0,54.9,Perennial,94.8,0.25
286,263,37,2024-11-06 19:16:18,1009.2,9.64,31.3,1.31,7.42,17088.0,96.5,27.19,Perennial,355.6,0.96
287,146,5,2018-01-17 10:53:47,4715.0,3.57,20.6,16.96,-0.3,47051.0,37.4,34.54,Perennial,404.3,0.797
288,236,28,2023-04-23 10:17:02,2090.8,2.93,76.7,19.43,6.87,46634.0,18.4,27.83,None,60.3,0.751
289,400,48,2024-09-22 20:10:06,4762.3,7.35,2.7,0.49,0.56,3975.0,22.8,8.81,None,107.6,0.609
290,492,16,2021-09-12 06:18:27,374.2,8.91,13.7,0.35,1.69,7274.0,24.6,66.37,Ephemeral,258.8,0.272
291,371,53,2022-12-19 13:34:14,1756.7,8.92,31.3,2.77,3.68,1873.0,76.2,79.64,Ephemeral,186.4,0.559
292,337,59,2020-05-08 09:05:24,181.0,6.4,93.2,17.23,8.14,5666.0,6.9,92.23,Seasonal,163.3,0.768
293,388,43,2019-03-10 22:18:13,2522.0,3.45,87.4,5.83,1.74,4583.0,38.2,39.54,Ephemeral,358.8,0.905
294,295,50,2018-08-02 06:11:46,882.4,2.28,15.9,10.8,5.08,6703.0,60.9,20.94,Perennial,380.0,0.958
295,174,33,2019-11-05 12:12:51,4009.9,4.35,21.4,13.57,1.13,39598.0,40.3,64.1,None,300.6,0.551
296,494,56,2019-06-04 14:59:11,3093.2,5.27,24.8,3.34,6.49,2266.0,8.5,79.91,Seasonal,202.7,0.203
297,258,27,2021-12-23 21:42:12,4413.3,8.66,35.4,18.82,1.56,34265.0,11.7,1.26,Seasonal,401.4,0.03
298,223,44,2024-11-30 03:35:35,1528.9,1.9,43.7,18.64,-1.01,11578.0,8.7,58.36,Seasonal,102.2,0.525
299,449,51,2018-06-23 09:26:48,1726.1,4.86,89.8,16.34,1.79,25985.0,4.7,50.66,Ephemeral,359.6,0.288
300,42,44,2020-07-21 17:23:18,135.1,6.12,29.3,17.2,2.29,30106.0,97.9,3.04,None,12.1,0.502
301,430,62,2022-06-02 02:32:28,865.3,4.2,7.8,11.46,4.81,14968.0,14.7,21.72,Ephemeral,191.6,0.769
302,334,48,2023-10-22 23:46:01,2134.6,8.78,92.4,18.71,3.53,24554.0,10.0,28.12,Ephemeral,23.3,0.8
303,3,47,2023-12-29 13:32:47,1782.0,6.72,39.3,16.2,4.52,11781.0,80.5,55.42,Seasonal,290.1,0.579
304,248,28,2024-01-29 06:42:52,959.0,6.86,92.6,8.49,4.37,45696.0,86.6,28.25,Perennial,320.9,0.85
305,206,9,2019-08-26 04:41:18,3939.9,5.12,82.0,14.32,8.74,31721.0,62.4,13.38,Seasonal,487.5,0.106
306,296,41,2021-04-09 06:17:08,2775.7,9.92,35.7,13.26,5.61,20023.0,74.0,17.8,None,444.0,0.428
307,281,58,2024-07-14 00:26:39,3425.7,8.24,18.5,0.76,6.74,15511.0,63.7,60.66,Ephemeral,471.2,0.634
308,467,57,2022-04-05 03:28:24,3734.8,2.97,58.8,18.81,-1.47,7213.0,65.9,64.58,Perennial,215.3,0.979
309,462,13,2020-01-02 01:14:11,1063.7,5.72,33.1,17.93,4.0,23247.0,96.1,83.14,Ephemeral,285.3,0.387
310,411,33,2020-03-31 19:55:40,4166.6,2.16,93.2,8.16,5.06,46268.0,44.9,99.05,Perennial,241.5,0.025
311,401,51,2019-05-29 16:09:41,1381.3,3.89,16.5,12.45,7.54,39197.0,44.3,61.98,Ephemeral,378.4,0.274
312,297,55,2021-07-24 13:36:31,1568.0,4.63,13.5,7.29,6.93,44512.0,90.2,6.89,Perennial,227.0,0.62
313,399,2,2021-08-26 12:20:57,1609.8,1.09,58.1,13.73,6.58,46698.0,24.9,42.3,Seasonal,105.3,0.369
314,77,47,2019-07-14 09:53:46,3102.2,9.02,88.3,8.46,-1.72,5203.0,74.2,40.12,Perennial,191.6,0.73
315,276,62,2020-06-09 12:07:44,4974.7,0.32,58.5,4.95,-0.21,49023.0,49.1,74.08,Ephemeral,151.9,0.891
316,132,29,2022-03-18 05:47:56,3781.2,4.09,54.7,0.57,-0.17,30666.0,35.7,96.47,Seasonal,494.0,0.52
317,399,2,2022-01-01 15:18:14,289.4,9.33,54.0,14.73,3.02,11773.0,9.6,95.16,Ephemeral,317.3,0.799
318,130,31,2018-04-21 20:04:40,1868.7,1.66,42.3,0.22,3.15,16178.0,48.3,92.38,Perennial,176.8,0.664
319,28,54,2018-01-01 01:35:59,1865.1,7.68,60.5,13.6,4.49,17013.0,23.0,35.97,Seasonal,152.1,0.657
320,480,56,2024-10-19 10:37:59,1001.7,9.73,39.8,16.09,5.05,19490.0,85.8,62.81,None,423.1,0.612
321,180,62,2023-01-20 11:19:04,3891.7,2.76,75.4,14.12,6.84,44940.0,37.0,90.31,Seasonal,313.1,0.14
322,307,27,2018-12-04 09:06:28,247.2,8.14,32.7,4.23,1.33,4778.0,59.1,90.53,None,88.6,0.75
323,205,21,2020-01-05 16:53:23,3128.3,9.56,13.1,10.77,3.24,45327.0,32.2,27.0,Seasonal,465.3,0.437
324,46,15,2018-10-22 04:01:18,2069.6,4.61,39.7,9.55,1.69,16927.0,13.6,52.92,Ephemeral,163.3,0.768
325,378,36,2020-05-29 21:37:39,904.1,9.16,2.0,7.74,9.02,31591.0,73.5,51.47,Seasonal,131.2,0.272
326,105,61,2018-02-10 22:43:03,45.6,7.41,40.2,4.77,-1.06,43703.0,62.6,9.79,Seasonal,221.3,0.776
327,126,31,2023-06-16 23:28:52,884.6,4.57,99.8,3.82,4.61,1708.0,67.2,64.56,Ephemeral,162.2,0.517
328,132,29,2024-12-13 05:27:24,3023.9,3.98,94.4,14.35,4.66,2610.0,77.3,94.96,Perennial,117.7,0.237
329,139,3,2022-01-04 06:04:11,3224.7,4.89,39.6,1.03,5.78,6668.0,25.0,48.05,Seasonal,140.2,0.932
330,182,2,2021-11-02 14:24:21,2942.9,3.12,90.0,17.86,0.31,45890.0,66.1,48.58,Ephemeral,382.9,0.601
331,483,39,2022-11-22 06:27:50,1415.9,6.78,14.6,18.95,3.17,22327.0,78.8,48.64,Seasonal,292.3,0.844
332,344,53,2018-05-01 07:56:11,3211.1,0.34,18.5,4.73,7.12,32290.0,61.1,98.0,Seasonal,181.9,0.663
333,271,46,2020-06-04 20:07:49,2937.6,5.59,24.1,10.63,7.77,7972.0,28.4,30.39,Seasonal,260.8,0.539
334,236,28,2019-08-06 06:58:11,2996.4,1.76,66.8,1.14,1.07,15567.0,8.2,69.4,Ephemeral,227.0,0.221
335,393,48,2023-06-25 04:13:29,3324.1,2.41,64.7,13.65,8.44,39284.0,26.2,34.81,Ephemeral,484.8,0.499
336,260,51,2023-12-24 02:44:25,2419.2,0.83,98.7,15.06,7.28,34121.0,36.9,32.17,Perennial,329.2,0.345
337,233,20,2018-06-07 07:41:19,4772.5,5.21,7.3,19.29,2.08,34130.0,58.0,35.99,Ephemeral,397.7,0.132
338,480,56,2023-04-23 19:49:47,4379.9,4.82,55.7,16.74,-1.23,17754.0,79.3,32.33,Seasonal,118.1,0.043
339,189,17,2019-04-26 16:23:16,1321.5,4.74,4.3,11.64,-1.63,44236.0,14.6,13.63,Seasonal,130.0,0.0
340,62,43,2022-11-03 09:26:59,583.1,2.03,2.2,13.14,8.55,19934.0,57.2,35.08,Seasonal,4.4,0.424
341,369,35,2021-05-29 01:45:06,2801.3,5.05,60.9,13.44,7.98,9486.0,20.8,98.31,Seasonal,305.0,0.952
342,424,17,2019-06-26 03:22:19,2726.6,0.95,54.3,18.16,7.81,31817.0,90.8,30.44,None,300.3,0.783
343,182,2,2022-08-09 12:37:50,4645.5,1.6,25.4,10.05,5.03,20463.0,22.7,65.26,None,456.8,0.233
344,191,18,2018-09-22 16:20:29,2353.7,4.7,7.5,16.36,6.08,23287.0,37.6,7.49,Seasonal,380.9,0.131
345,491,17,2024-06-03 13:25:42,908.0,8.79,9.2,1.13,3.18,42083.0,6.8,13.53,Ephemeral,486.8,0.129
346,488,17,2023-05-26 13:58:51,402.9,5.61,72.6,5.71,8.52,12435.0,85.1,92.36,Ephemeral,215.5,0.84
347,103,56,2018-02-28 12:54:11,3456.5,0.2,24.0,17.68,0.7,1796.0,52.5,10.26,Seasonal,429.4,0.992
348,14,37,2018-05-11 01:45:22,1300.9,6.98,80.8,1.94,6.71,8785.0,72.8,48.17,Perennial,34.1,0.765
349,77,47,2019-03-06 12:47:14,3565.8,3.16,84.9,10.55,-0.38,6924.0,80.9,3.76,Ephemeral,319.8,0.888
350,201,13,2018-12-12 10:21:09,2946.6,2.75,56.0,5.33,4.25,3239.0,75.9,75.53,Perennial,452.3,0.788
351,259,40,2018-08-05 06:49:58,4856.8,9.2,88.9,19.65,6.69,27301.0,96.9,92.06,Ephemeral,150.3,0.981
352,318,57,2018-06-10 22:27:48,4149.9,2.12,23.0,0.27,9.19,19996.0,16.8,28.94,Ephemeral,24.4,0.149
353,27,58,2019-12-25 09:08:18,4848.5,5.06,2.9,11.61,5.66,24675.0,43.9,75.59,Seasonal,37.2,0.515
354,27,58,2021-07-20 23:28:50,2885.1,3.73,36.7,10.87,2.85,2241.0,64.4,34.37,None,163.8,0.564
355,74,43,2023-12-03 01:31:17,3190.3,3.32,62.7,18.09,4.05,44303.0,54.4,60.41,Ephemeral,359.9,0.86
356,36,33,2022-08-24 20:39:54,2756.6,4.46,43.8,18.06,6.14,18484.0,65.5,26.09,Perennial,283.8,0.155
357,26,28,2024-08-17 13:48:08,349.7,7.9,29.0,12.28,0.07,7834.0,32.5,98.19,Seasonal,294.6,0.16
358,342,3,2019-05-08 08:52:17,2219.0,8.89,17.2,3.34,3.86,5478.0,17.3,9.0,Seasonal,264.2,0.536
359,319,12,2021-07-12 17:21:21,4661.3,4.82,40.5,9.09,7.43,37423.0,68.1,53.55,Ephemeral,297.9,0.163
360,347,36,2024-09-01 14:57:17,2830.9,8.84,12.0,16.13,4.15,47815.0,63.4,81.57,None,392.3,0.061
361,61,28,2024-02-21 16:30:32,1587.5,0.89,20.7,7.8,5.17,47770.0,55.0,28.49,None,377.3,0.846
362,19,30,2023-07-06 20:01:25,3773.5,8.55,63.6,16.89,1.9,4209.0,80.1,0.6,Ephemeral,299.0,0.908
363,27,58,2023-04-10 21:45:26,4948.6,3.34,49.0,8.7,7.9,29930.0,27.4,80.37,Perennial,386.4,0.42
364,327,20,2018-06-10 00:11:11,1479.0,2.31,70.2,11.97,8.96,596.0,58.0,34.79,None,450.9,0.42
365,330,35,2020-09-11 05:43:10,4610.8,5.56,34.3,16.6,-1.41,28638.0,88.2,33.57,Perennial,108.1,0.521
366,164,2,2018-09-09 15:07:41,3898.3,4.09,98.2,15.55,4.13,21775.0,92.1,34.59,Seasonal,154.8,0.239
367,69,58,2020-08-25 19:14:23,4306.0,0.43,2.5,14.77,3.82,24222.0,67.0,72.88,Perennial,488.3,0.289
368,421,51,2018-11-10 23:54:49,155.3,2.23,63.2,13.42,3.09,1179.0,44.9,79.45,Perennial,331.9,0.903
369,137,29,2022-10-21 14:25:38,4911.1,6.29,39.5,18.84,3.63,48124.0,88.5,67.6,Ephemeral,179.8,0.764
370,76,7,2022-01-12 16:10:08,1791.8,3.97,41.2,7.98,-1.15,37420.0,13.7,21.38,Perennial,428.3,0.265
371,387,6,2022-09-23 08:42:17,1115.8,6.36,22.8,17.55,6.9,35731.0,74.4,81.3,Ephemeral,11.3,0.594
372,448,12,2020-03-16 16:40:26,837.1,3.82,86.0,15.76,-1.95,16392.0,27.0,59.11,Perennial,126.4,0.397
373,135,22,2021-02-27 15:46:32,437.0,8.88,12.1,17.38,7.39,15941.0,91.2,26.34,None,4.7,0.697
374,479,15,2022-12-30 13:19:13,1246.2,5.47,20.8,11.35,7.27,14940.0,34.6,77.25,Seasonal,129.7,0.47
375,57,1,2019-03-31 17:39:40,3727.2,1.22,88.5,4.48,-1.86,31227.0,44.1,98.19,Ephemeral,129.6,0.38
376,282,32,2019-08-19 14:50:02,2642.9,8.87,87.9,1.94,0.88,19585.0,45.2,65.82,Perennial,176.2,0.564
377,305,51,2023-08-07 15:05:32,3736.2,0.42,43.1,7.2,8.72,43610.0,32.1,29.9,Seasonal,478.4,0.237
378,88,36,2021-09-24 08:36:22,2145.4,1.76,78.0,0.92,9.55,11486.0,47.5,81.75,Seasonal,179.4,0.704
379,243,37,2023-11-07 10:00:41,309.0,0.03,66.4,14.7,6.14,3239.0,55.4,58.64,Perennial,36.1,0.338
380,462,13,2021-10-17 19:07:47,4889.9,9.12,9.6,0.75,4.69,5823.0,52.7,14.84,Seasonal,352.5,0.737
381,475,57,2019-09-21 04:54:55,170.7,2.31,67.3,14.59,4.56,14168.0,77.5,58.89,Ephemeral,419.6,0.804
382,487,39,2022-01-15 10:18:17,2788.9,8.17,38.0,7.65,7.82,3243.0,53.4,95.89,Perennial,235.5,0.932
383,105,61,2019-08-20 08:41:29,300.5,5.72,42.2,13.89,2.88,35974.0,70.3,22.69,Perennial,169.3,0.756
384,93,29,2020-12-16 19:35:07,1438.4,9.27,63.6,17.13,-1.36,25597.0,56.7,10.61,Seasonal,182.9,0.533
385,207,34,2022-04-08 17:23:09,69.1,1.39,75.5,18.36,-1.27,5509.0,32.4,27.35,Ephemeral,143.5,0.145
386,423,20,2018-09-11 22:16:01,249.0,7.09,53.9,4.36,9.92,22881.0,75.1,41.08,None,156.0,0.663
387,229,62,2022-12-14 05:06:29,4710.6,4.41,70.1,17.68,3.48,45034.0,47.8,72.77,Seasonal,45.9,0.664
388,448,12,2020-12-03 19:03:44,2276.8,1.68,84.7,7.5,4.49,19209.0,25.5,81.72,Ephemeral,366.3,0.089
389,445,22,2023-05-20 08:48:07,2236.4,1.95,16.2,0.08,4.04,4359.0,16.1,99.14,None,409.7,0.459
390,421,51,2020-12-21 20:20:12,521.0,1.25,75.9,3.58,6.39,23717.0,3.1,84.65,None,258.1,0.793
391,273,23,2024-06-21 12:14:43,3605.6,6.31,54.4,8.59,4.89,32171.0,46.7,4.84,Perennial,95.8,0.3
392,294,22,2019-09-15 05:31:15,2568.8,3.89,35.7,17.63,9.76,38889.0,89.9,25.04,Ephemeral,372.9,0.058
393,370,41,2024-01-01 13:56:15,4534.7,8.0,57.3,4.67,3.17,20545.0,99.7,80.91,Seasonal,445.0,0.87
394,251,21,2018-09-08 16:36:18,3254.5,9.23,50.9,14.0,7.31,11842.0,39.9,39.09,Perennial,267.2,0.879
395,112,20,2021-06-27 13:21:34,1081.0,4.26,49.7,15.57,2.67,38534.0,49.9,95.99,Seasonal,144.7,0.638
396,432,24,2019-01-06 10:03:11,13.3,2.27,48.4,13.64,5.94,10910.0,51.0,45.31,Perennial,33.3,0.545
397,10,27,2021-05-14 05:38:26,2281.9,5.07,36.7,6.42,9.02,3740.0,92.9,62.62,Perennial,329.2,0.504
398,379,43,2020-04-18 15:15:37,4186.8,0.11,67.4,12.82,4.3,11306.0,77.0,0.71,Ephemeral,421.2,0.593
399,101,61,2023-11-11 05:59:25,4000.1,7.72,40.7,2.16,4.03,19755.0,64.6,78.64,Perennial,85.6,0.549
400,483,39,2019-09-16 03:22:27,4324.7,0.06,9.0,1.61,7.44,4996.0,7.8,79.78,Ephemeral,251.7,0.285
401,377,24,2022-05-09 09:27:12,2663.0,6.98,81.0,11.26,6.88,39926.0,31.6,97.8,Seasonal,166.9,0.529
402,117,50,2021-11-09 02:27:18,3301.5,9.04,3.9,7.11,9.76,17380.0,78.0,35.0,Perennial,452.2,0.155
403,282,32,2023-08-08 03:20:59,1336.1,7.73,94.4,14.39,9.17,46359.0,36.0,78.59,Seasonal,148.3,0.681
404,338,44,2021-12-09 21:57:53,1542.0,8.08,94.6,6.34,9.6,44438.0,90.8,8.25,Seasonal,463.4,0.828
405,456,7,2024-12-15 14:00:24,2010.0,2.8,52.1,7.32,6.78,24923.0,60.1,76.22,None,408.5,0.411
406,241,16,2020-06-26 18:10:55,4250.8,9.15,86.6,3.18,1.09,40778.0,37.3,36.13,Ephemeral,175.4,0.841
407,12,46,2020-10-27 19:14:25,3765.7,1.05,13.4,2.32,8.12,22793.0,52.0,19.14,Perennial,200.9,0.148
408,19,30,2023-01-18 20:01:33,3527.8,3.75,12.3,11.5,0.68,23696.0,26.2,29.29,None,332.5,0.603
409,331,24,2022-08-22 09:32:55,202.2,1.76,53.5,9.43,2.36,10852.0,60.2,53.18,Perennial,443.9,0.247
410,371,53,2023-01-17 23:38:42,349.7,1.87,34.4,17.86,8.16,42377.0,21.3,67.76,Ephemeral,399.3,0.453
411,423,20,2020-05-29 05:39:16,1180.7,4.89,38.8,18.69,0.18,46196.0,26.5,23.2,Perennial,456.2,0.6
412,360,52,2023-05-23 03:28:50,388.2,9.75,21.7,1.05,0.44,47444.0,89.9,58.88,None,103.3,0.073
413,381,58,2018-09-03 16:56:16,4140.4,0.27,24.6,3.44,2.06,20135.0,95.2,45.32,None,116.3,0.461
414,243,37,2021-08-20 15:11:04,293.1,1.19,48.2,5.59,0.06,29741.0,81.2,5.54,Seasonal,394.8,0.914
415,302,59,2018-02-23 11:56:58,2973.1,8.83,63.8,0.43,0.79,46387.0,99.1,67.39,Seasonal,250.3,0.812
416,259,40,2023-09-04 23:09:53,4993.3,8.92,21.9,18.21,0.79,45136.0,4.2,51.43,None,450.2,0.975
417,129,49,2023-10-22 01:19:12,270.3,7.36,70.3,0.25,6.76,12455.0,6.2,14.23,None,99.3,0.982
418,314,31,2022-07-14 02:05:52,4485.0,8.08,62.2,15.5,-0.09,16091.0,68.3,82.09,Perennial,339.5,0.788
