image_id,state_id,district_id,acquisition_datetime,lat_nw,lon_nw,lat_ne,lon_ne,lat_se,lon_se,lat_sw,lon_sw,sensor,image_type,resolution_m,cloud_cover_pct,processing_level,filename,incidence_angle_deg
140,20,2,2020-12-28 17:26:49,22.96272,93.88136,23.06272,93.98136,23.06272,93.88136,22.96272,93.98136,Sentinel-2B,Optical,15.4,13.5,Preprocessed,S2_000140.tif,4.6
141,50,6,2021-03-01 00:36:03,24.09808,92.10226,24.19808,92.20226,24.19808,92.10226,24.09808,92.20226,Sentinel-1B,SAR,13.8,17.5,Preprocessed,S2_000141.tif,2.89
142,47,6,2020-09-26 02:22:06,30.10309,99.27718,30.20309,99.37718,30.20309,99.27718,30.10309,99.37718,Sentinel-1B,SAR,6.5,1.8,Preprocessed,S2_000142.tif,1.95
143,10,1,2022-08-29 02:59:25,23.8694,98.00232,23.9694,98.10232,23.9694,98.00232,23.8694,98.10232,Sentinel-2B,Optical,15.4,81.3,Analysis Ready,S2_000143.tif,1.21
144,23,3,2019-09-14 21:48:38,28.17708,91.2297,28.27708,91.3297,28.27708,91.2297,28.17708,91.3297,RESOURCESAT-2,Optical,5.4,1.1,Analysis Ready,S2_000144.tif,1.76
145,28,3,2021-12-13 07:25:53,28.51848,93.56893,28.61848,93.66893,28.61848,93.56893,28.51848,93.66893,Landsat-8,Optical,25.5,25.1,Raw,S2_000145.tif,0.76
146,34,4,2018-11-18 11:23:07,26.26074,97.9216,26.36074,98.0216,26.36074,97.9216,26.26074,98.0216,Sentinel-1A,SAR,23.5,61.2,Analysis Ready,S2_000146.tif,3.7
147,8,1,2021-08-01 04:24:55,23.96976,98.22489,24.06976,98.32489,24.06976,98.22489,23.96976,98.32489,Sentinel-2B,Optical,6.5,93.5,Preprocessed,S2_000147.tif,1.32
148,23,3,2019-09-06 03:52:47,27.6189,91.82984,27.7189,91.92984,27.7189,91.82984,27.6189,91.92984,Sentinel-2B,Optical,15.7,51.7,Raw,S2_000148.tif,3.3
149,8,1,2023-12-27 00:33:16,24.49886,98.7118,24.59886,98.8118,24.59886,98.7118,24.49886,98.8118,Sentinel-1A,SAR,10.8,54.5,Preprocessed,S2_000149.tif,2.82
150,56,7,2021-02-17 11:08:28,29.10247,97.72944,29.20247,97.82944,29.20247,97.72944,29.10247,97.82944,Landsat-8,Optical,23.6,60.3,Analysis Ready,S2_000150.tif,4.14
151,5,1,2023-02-19 23:22:42,23.54633,95.01742,23.64633,95.11742,23.64633,95.01742,23.54633,95.11742,Landsat-9,Optical,25.5,35.0,Analysis Ready,S2_000151.tif,0.4
152,14,2,2023-05-07 05:49:33,22.83849,92.78138,22.93849,92.88138,22.93849,92.78138,22.83849,92.88138,Sentinel-1A,SAR,8.5,65.8,Raw,S2_000152.tif,2.5
153,33,4,2023-04-07 08:04:31,23.79535,99.67509,23.89535,99.77509,23.89535,99.67509,23.79535,99.77509,Landsat-8,Optical,4.0,18.9,Preprocessed,S2_000153.tif,0.07
154,35,4,2021-10-28 18:30:41,23.63909,91.40085,23.73909,91.50085,23.73909,91.40085,23.63909,91.50085,RESOURCESAT-2,Optical,25.0,65.8,Analysis Ready,S2_000154.tif,4.72
155,59,8,2021-05-21 08:33:12,25.17671,92.88087,25.27671,92.98087,25.27671,92.88087,25.17671,92.98087,Sentinel-1A,SAR,10.3,7.7,Raw,S2_000155.tif,2.89
156,14,2,2019-11-22 11:44:02,22.2126,92.47387,22.3126,92.57387,22.3126,92.47387,22.2126,92.57387,Landsat-8,Optical,15.4,55.0,Analysis Ready,S2_000156.tif,2.13
157,38,4,2019-10-06 02:07:17,29.54197,98.71025,29.64197,98.81025,29.64197,98.71025,29.54197,98.81025,Sentinel-2A,Optical,20.0,73.8,Analysis Ready,S2_000157.tif,3.44
158,12,1,2024-10-15 13:01:33,26.69383,97.69217,26.79383,97.79217,26.79383,97.69217,26.69383,97.79217,Sentinel-1B,SAR,12.1,57.0,Preprocessed,S2_000158.tif,3.03
159,19,2,2021-01-05 17:21:17,23.92964,96.61956,24.02964,96.71956,24.02964,96.61956,23.92964,96.71956,RESOURCESAT-2,Optical,10.4,85.1,Analysis Ready,S2_000159.tif,0.15
160,22,2,2023-10-27 04:20:56,22.58325,96.52567,22.68325,96.62567,22.68325,96.52567,22.58325,96.62567,Sentinel-2A,Optical,27.8,94.4,Raw,S2_000160.tif,1.21
161,4,1,2020-11-21 20:25:13,26.38178,90.6672,26.48178,90.7672,26.48178,90.6672,26.38178,90.7672,Sentinel-2A,Optical,26.5,31.7,Analysis Ready,S2_000161.tif,4.49
162,11,1,2019-11-05 21:41:30,22.99505,90.53646,23.09505,90.63646,23.09505,90.53646,22.99505,90.63646,Landsat-9,Optical,13.3,97.9,Analysis Ready,S2_000162.tif,0.81
163,60,8,2018-09-29 16:55:58,24.34481,95.40829,24.44481,95.50829,24.44481,95.40829,24.34481,95.50829,Sentinel-2B,Optical,19.3,65.6,Preprocessed,S2_000163.tif,2.74
164,61,8,2018-08-02 10:15:58,26.26277,89.94296,26.36277,90.04296,26.36277,89.94296,26.26277,90.04296,Sentinel-2A,Optical,10.3,90.2,Analysis Ready,S2_000164.tif,2.11
165,14,2,2019-09-20 16:10:48,22.49237,92.5803,22.59237,92.6803,22.59237,92.5803,22.49237,92.6803,Sentinel-1B,SAR,26.9,71.7,Preprocessed,S2_000165.tif,4.63
166,20,2,2022-01-08 17:41:51,23.32422,93.81204,23.42422,93.91204,23.42422,93.81204,23.32422,93.91204,Landsat-9,Optical,18.4,62.2,Raw,S2_000166.tif,1.8
167,13,2,2022-11-19 13:04:34,25.82724,99.32309,25.92724,99.42309,25.92724,99.32309,25.82724,99.42309,Landsat-9,Optical,3.2,93.7,Raw,S2_000167.tif,1.08
168,5,1,2022-12-19 20:45:28,23.88795,94.99761,23.98795,95.09761,23.98795,94.99761,23.88795,95.09761,Landsat-8,Optical,3.1,57.9,Raw,S2_000168.tif,2.9
169,52,6,2023-08-28 21:34:13,28.72689,100.19727,28.82689,100.29727,28.82689,100.19727,28.72689,100.29727,Landsat-9,Optical,18.8,5.0,Preprocessed,S2_000169.tif,1.47
170,57,7,2024-01-15 21:39:35,24.08265,93.2047,24.18265,93.3047,24.18265,93.2047,24.08265,93.3047,RESOURCESAT-2,Optical,4.6,75.1,Analysis Ready,S2_000170.tif,1.66
171,19,2,2022-06-14 07:39:49,24.68593,96.82926,24.78593,96.92926,24.78593,96.82926,24.68593,96.92926,Sentinel-1A,SAR,21.5,10.3,Preprocessed,S2_000171.tif,3.61
172,22,2,2023-11-07 04:29:43,22.6994,95.97323,22.7994,96.07323,22.7994,95.97323,22.6994,96.07323,Sentinel-2B,Optical,22.1,69.7,Preprocessed,S2_000172.tif,0.93
173,48,6,2020-10-05 03:41:05,27.28231,94.6155,27.38231,94.7155,27.38231,94.6155,27.28231,94.7155,Sentinel-2B,Optical,7.6,75.2,Analysis Ready,S2_000173.tif,4.22
174,53,6,2023-01-12 21:00:03,28.31199,91.07141,28.41199,91.17141,28.41199,91.07141,28.31199,91.17141,Sentinel-2A,Optical,26.4,73.2,Analysis Ready,S2_000174.tif,3.73
175,34,4,2018-01-02 17:27:49,25.75112,98.00468,25.85112,98.10468,25.85112,98.00468,25.75112,98.10468,Sentinel-1B,SAR,4.6,53.8,Preprocessed,S2_000175.tif,2.63
176,55,7,2022-07-26 18:24:54,28.62416,94.15091,28.72416,94.25091,28.72416,94.15091,28.62416,94.25091,Sentinel-2B,Optical,20.7,28.6,Analysis Ready,S2_000176.tif,0.75
177,10,1,2018-02-15 13:50:59,23.59393,97.16169,23.69393,97.26169,23.69393,97.16169,23.59393,97.26169,Sentinel-2A,Optical,16.6,98.3,Raw,S2_000177.tif,4.6
178,38,4,2021-01-28 22:26:52,30.22659,98.46802,30.32659,98.56802,30.32659,98.46802,30.22659,98.56802,Sentinel-2A,Optical,14.1,97.0,Raw,S2_000178.tif,1.36
179,31,3,2020-08-06 00:36:02,27.58297,95.63276,27.68297,95.73276,27.68297,95.63276,27.58297,95.73276,Sentinel-2A,Optical,9.4,57.3,Raw,S2_000179.tif,2.37
180,35,4,2024-08-14 22:22:42,22.89818,91.19235,22.99818,91.29235,22.99818,91.19235,22.89818,91.29235,Landsat-8,Optical,10.2,86.0,Raw,S2_000180.tif,4.2
181,37,4,2024-07-29 15:52:18,26.52328,94.29788,26.62328,94.39788,26.62328,94.29788,26.52328,94.39788,Sentinel-1B,SAR,22.6,29.6,Raw,S2_000181.tif,4.21
182,36,4,2019-07-08 19:39:54,24.9045,90.77781,25.0045,90.87781,25.0045,90.77781,24.9045,90.87781,Landsat-8,Optical,16.5,62.4,Raw,S2_000182.tif,0.24
183,59,8,2024-12-18 16:11:18,26.07593,92.24223,26.17593,92.34223,26.17593,92.24223,26.07593,92.34223,Sentinel-1A,SAR,7.5,73.1,Preprocessed,S2_000183.tif,4.18
184,33,4,2018-10-11 05:14:19,23.87231,100.35535,23.97231,100.45535,23.97231,100.35535,23.87231,100.45535,Sentinel-2A,Optical,19.4,44.6,Preprocessed,S2_000184.tif,3.68
185,43,5,2021-10-11 21:40:06,29.5655,97.30517,29.6655,97.40517,29.6655,97.30517,29.5655,97.40517,Sentinel-1B,SAR,18.8,65.8,Raw,S2_000185.tif,1.33
186,52,6,2018-04-21 02:49:18,28.41568,99.91036,28.51568,100.01036,28.51568,99.91036,28.41568,100.01036,Landsat-8,Optical,26.5,38.3,Analysis Ready,S2_000186.tif,3.01
187,7,1,2018-09-01 00:01:10,26.10545,92.07878,26.20545,92.17878,26.20545,92.07878,26.10545,92.17878,Sentinel-1A,SAR,18.9,91.3,Preprocessed,S2_000187.tif,3.89
188,46,5,2022-07-15 10:32:25,23.02332,97.15931,23.12332,97.25931,23.12332,97.15931,23.02332,97.25931,Sentinel-2B,Optical,24.5,13.2,Analysis Ready,S2_000188.tif,0.62
189,31,3,2020-11-20 02:50:32,28.07333,94.93608,28.17333,95.03608,28.17333,94.93608,28.07333,95.03608,RESOURCESAT-2,Optical,14.6,74.0,Raw,S2_000189.tif,0.28
190,38,4,2024-03-12 22:56:19,29.74006,98.9877,29.84006,99.0877,29.84006,98.9877,29.74006,99.0877,Sentinel-2B,Optical,17.9,75.5,Preprocessed,S2_000190.tif,0.7
191,42,5,2018-01-29 07:36:01,21.87588,97.06225,21.97588,97.16225,21.97588,97.06225,21.87588,97.16225,Sentinel-1B,SAR,21.2,48.0,Preprocessed,S2_000191.tif,0.96
192,1,1,2019-12-08 16:31:00,26.66281,90.4564,26.76281,90.5564,26.76281,90.4564,26.66281,90.5564,Landsat-8,Optical,15.3,5.0,Analysis Ready,S2_000192.tif,3.07
193,58,7,2023-06-24 10:53:41,27.5637,94.1012,27.6637,94.2012,27.6637,94.1012,27.5637,94.2012,Sentinel-1B,SAR,8.5,59.6,Analysis Ready,S2_000193.tif,1.72
194,50,6,2024-11-21 05:13:45,23.41612,92.06459,23.51612,92.16459,23.51612,92.06459,23.41612,92.16459,Sentinel-1B,SAR,6.5,37.6,Preprocessed,S2_000194.tif,1.57
195,40,5,2019-10-01 07:50:11,27.99074,97.82984,28.09074,97.92984,28.09074,97.82984,27.99074,97.92984,Landsat-8,Optical,9.4,78.9,Raw,S2_000195.tif,2.84
196,24,3,2020-06-26 17:35:13,24.29025,99.16254,24.39025,99.26254,24.39025,99.16254,24.29025,99.26254,Landsat-9,Optical,29.0,73.5,Raw,S2_000196.tif,4.08
197,53,6,2021-01-14 06:01:41,27.66867,91.57903,27.76867,91.67903,27.76867,91.57903,27.66867,91.67903,Landsat-8,Optical,10.7,66.6,Raw,S2_000197.tif,4.44
198,49,6,2023-02-05 02:22:53,29.20574,98.98179,29.30574,99.08179,29.30574,98.98179,29.20574,99.08179,Sentinel-2B,Optical,23.7,70.3,Preprocessed,S2_000198.tif,2.17
199,29,3,2021-10-10 23:33:43,25.79113,98.56852,25.89113,98.66852,25.89113,98.56852,25.79113,98.66852,Sentinel-2A,Optical,27.4,42.4,Preprocessed,S2_000199.tif,0.61
200,50,6,2020-04-05 14:09:11,23.85941,91.93637,23.95941,92.03637,23.95941,91.93637,23.85941,92.03637,Sentinel-2A,Optical,13.0,50.9,Analysis Ready,S2_000200.tif,3.39
201,56,7,2022-05-17 19:11:09,29.55843,97.83366,29.65843,97.93366,29.65843,97.83366,29.55843,97.93366,Landsat-8,Optical,23.2,6.2,Analysis Ready,S2_000201.tif,3.08
202,3,1,2023-04-28 22:50:48,27.16525,98.93501,27.26525,99.03501,27.26525,98.93501,27.16525,99.03501,Landsat-9,Optical,6.0,61.5,Raw,S2_000202.tif,0.09
203,17,2,2024-07-31 01:52:17,23.86252,93.19777,23.96252,93.29777,23.96252,93.19777,23.86252,93.29777,Sentinel-1A,SAR,27.3,98.8,Analysis Ready,S2_000203.tif,3.87
204,56,7,2022-02-04 17:26:00,29.01113,97.54398,29.11113,97.64398,29.11113,97.54398,29.01113,97.64398,Sentinel-2A,Optical,14.6,60.8,Analysis Ready,S2_000204.tif,1.0
205,33,4,2023-11-28 04:31:36,24.24171,99.63181,24.34171,99.73181,24.34171,99.63181,24.24171,99.73181,Landsat-9,Optical,27.3,81.6,Analysis Ready,S2_000205.tif,3.37
206,54,6,2019-09-27 10:42:10,29.87565,91.71794,29.97565,91.81794,29.97565,91.71794,29.87565,91.81794,Landsat-9,Optical,15.8,21.5,Raw,S2_000206.tif,3.0
207,25,3,2024-05-30 01:36:48,26.41248,96.79673,26.51248,96.89673,26.51248,96.79673,26.41248,96.89673,Landsat-9,Optical,13.9,58.9,Raw,S2_000207.tif,0.97
208,5,1,2023-09-06 06:18:13,23.31328,95.34892,23.41328,95.44892,23.41328,95.34892,23.31328,95.44892,Sentinel-2B,Optical,12.9,95.5,Raw,S2_000208.tif,3.39
209,26,3,2020-05-28 08:04:47,23.81954,89.93187,23.91954,90.03187,23.91954,89.93187,23.81954,90.03187,Landsat-8,Optical,18.6,0.8,Analysis Ready,S2_000209.tif,3.0
210,10,1,2021-04-17 13:03:00,23.93326,97.97081,24.03326,98.07081,24.03326,97.97081,23.93326,98.07081,Sentinel-1B,SAR,8.4,35.6,Analysis Ready,S2_000210.tif,3.64
211,7,1,2019-10-01 07:47:12,25.97573,91.93135,26.07573,92.03135,26.07573,91.93135,25.97573,92.03135,Landsat-8,Optical,22.4,92.0,Raw,S2_000211.tif,0.86
212,52,6,2022-06-01 00:01:12,28.72824,100.04894,28.82824,100.14894,28.82824,100.04894,28.72824,100.14894,Sentinel-2A,Optical,4.2,21.1,Analysis Ready,S2_000212.tif,1.04
213,42,5,2020-11-27 09:43:33,22.34782,97.23829,22.44782,97.33829,22.44782,97.23829,22.34782,97.33829,Sentinel-2B,Optical,22.9,31.1,Raw,S2_000213.tif,1.67
214,15,2,2021-09-12 12:22:12,27.33221,98.27839,27.43221,98.37839,27.43221,98.27839,27.33221,98.37839,Sentinel-1A,SAR,13.3,22.1,Raw,S2_000214.tif,0.37
215,9,1,2024-05-13 04:15:28,27.60477,92.91682,27.70477,93.01682,27.70477,92.91682,27.60477,93.01682,Sentinel-2B,Optical,3.6,59.0,Preprocessed,S2_000215.tif,1.34
216,25,3,2022-02-12 05:52:35,26.09602,97.01112,26.19602,97.11112,26.19602,97.01112,26.09602,97.11112,RESOURCESAT-2,Optical,4.5,83.1,Raw,S2_000216.tif,1.45
217,60,8,2024-01-22 05:37:12,25.10938,96.30431,25.20938,96.40431,25.20938,96.30431,25.10938,96.40431,Sentinel-1B,SAR,27.3,76.2,Preprocessed,S2_000217.tif,3.26
218,33,4,2018-02-06 02:14:42,23.41818,100.23471,23.51818,100.33471,23.51818,100.23471,23.41818,100.33471,Sentinel-2B,Optical,19.4,43.4,Raw,S2_000218.tif,2.17
219,5,1,2023-05-26 21:11:45,23.66029,94.6345,23.76029,94.7345,23.76029,94.6345,23.66029,94.7345,Sentinel-1B,SAR,13.3,83.2,Analysis Ready,S2_000219.tif,4.99
220,17,2,2023-12-25 14:00:17,24.29081,92.51598,24.39081,92.61598,24.39081,92.51598,24.29081,92.61598,RESOURCESAT-2,Optical,19.3,7.2,Preprocessed,S2_000220.tif,1.54
221,58,7,2024-12-22 11:00:15,26.9005,94.69924,27.0005,94.79924,27.0005,94.69924,26.9005,94.79924,Sentinel-2B,Optical,10.2,95.8,Preprocessed,S2_000221.tif,1.37
222,18,2,2019-02-23 09:13:54,28.99974,98.88216,29.09974,98.98216,29.09974,98.88216,28.99974,98.98216,Landsat-8,Optical,29.5,71.3,Raw,S2_000222.tif,3.66
223,53,6,2020-12-31 06:06:09,28.21906,91.4106,28.31906,91.5106,28.31906,91.4106,28.21906,91.5106,Sentinel-1A,SAR,28.4,52.0,Preprocessed,S2_000223.tif,4.87
224,22,2,2018-02-26 18:44:02,22.94461,96.15039,23.04461,96.25039,23.04461,96.15039,22.94461,96.25039,Sentinel-2A,Optical,7.3,64.5,Raw,S2_000224.tif,0.61
225,52,6,2023-10-06 18:34:25,28.68305,99.817,28.78305,99.917,28.78305,99.817,28.68305,99.917,RESOURCESAT-2,Optical,24.8,45.2,Analysis Ready,S2_000225.tif,3.19
226,50,6,2021-12-28 05:20:21,23.63485,92.17325,23.73485,92.27325,23.73485,92.17325,23.63485,92.27325,Sentinel-2B,Optical,15.1,85.9,Preprocessed,S2_000226.tif,1.11
227,33,4,2022-09-17 14:06:10,23.81392,99.87882,23.91392,99.97882,23.91392,99.87882,23.81392,99.97882,Sentinel-2A,Optical,24.7,69.3,Preprocessed,S2_000227.tif,2.56
228,56,7,2018-07-13 06:33:42,29.73257,97.38808,29.83257,97.48808,29.83257,97.38808,29.73257,97.48808,Sentinel-1B,SAR,5.9,15.2,Analysis Ready,S2_000228.tif,4.58
229,42,5,2021-10-11 19:16:28,21.81356,97.72042,21.91356,97.82042,21.91356,97.72042,21.81356,97.82042,Sentinel-1B,SAR,14.5,13.9,Analysis Ready,S2_000229.tif,4.01
230,31,3,2021-10-24 23:03:06,27.80599,95.18981,27.90599,95.28981,27.90599,95.18981,27.80599,95.28981,Landsat-8,Optical,18.1,37.2,Raw,S2_000230.tif,4.96
231,49,6,2018-03-22 12:20:06,29.53567,98.44411,29.63567,98.54411,29.63567,98.44411,29.53567,98.54411,Sentinel-1B,SAR,15.2,80.2,Raw,S2_000231.tif,1.18
232,34,4,2023-02-12 05:28:52,25.87142,97.08693,25.97142,97.18693,25.97142,97.08693,25.87142,97.18693,Sentinel-2B,Optical,15.0,95.2,Preprocessed,S2_000232.tif,1.32
233,49,6,2022-04-06 00:05:22,29.66741,98.72424,29.76741,98.82424,29.76741,98.72424,29.66741,98.82424,Landsat-8,Optical,5.4,54.7,Raw,S2_000233.tif,3.69
234,2,1,2019-10-31 04:23:13,23.75805,91.41437,23.85805,91.51437,23.85805,91.41437,23.75805,91.51437,Sentinel-2A,Optical,29.9,44.0,Preprocessed,S2_000234.tif,3.7
235,52,6,2019-03-05 20:32:22,29.02493,100.00309,29.12493,100.10309,29.12493,100.00309,29.02493,100.10309,RESOURCESAT-2,Optical,25.5,76.1,Raw,S2_000235.tif,1.46
236,32,3,2020-03-23 15:49:33,25.71318,95.53748,25.81318,95.63748,25.81318,95.53748,25.71318,95.63748,Sentinel-1A,SAR,11.1,0.4,Preprocessed,S2_000236.tif,3.91
237,16,2,2024-12-26 02:53:52,23.10639,90.77214,23.20639,90.87214,23.20639,90.77214,23.10639,90.87214,Sentinel-2A,Optical,21.3,58.0,Analysis Ready,S2_000237.tif,0.88
238,12,1,2024-06-04 14:29:43,27.12686,97.67377,27.22686,97.77377,27.22686,97.67377,27.12686,97.77377,Landsat-8,Optical,23.5,5.7,Analysis Ready,S2_000238.tif,4.68
239,40,5,2024-12-05 08:36:37,27.90374,97.21861,28.00374,97.31861,28.00374,97.21861,27.90374,97.31861,Landsat-9,Optical,25.2,36.5,Preprocessed,S2_000239.tif,0.57
240,23,3,2020-10-30 17:58:00,27.92286,91.34018,28.02286,91.44018,28.02286,91.34018,27.92286,91.44018,Sentinel-2A,Optical,15.4,13.2,Analysis Ready,S2_000240.tif,1.22
241,37,4,2020-05-01 18:56:38,27.08831,94.6391,27.18831,94.7391,27.18831,94.6391,27.08831,94.7391,Landsat-9,Optical,28.7,56.4,Preprocessed,S2_000241.tif,3.92
242,27,3,2024-01-24 00:29:19,24.77588,90.23635,24.87588,90.33635,24.87588,90.23635,24.77588,90.33635,Sentinel-1B,SAR,18.2,36.8,Raw,S2_000242.tif,2.01
243,10,1,2018-04-28 17:23:40,23.29932,97.48769,23.39932,97.58769,23.39932,97.48769,23.29932,97.58769,Landsat-8,Optical,10.2,47.4,Raw,S2_000243.tif,2.27
244,54,6,2022-12-14 21:52:20,29.95351,92.03434,30.05351,92.13434,30.05351,92.03434,29.95351,92.13434,Sentinel-2B,Optical,11.5,27.5,Analysis Ready,S2_000244.tif,3.77
245,50,6,2020-03-22 05:23:12,23.63308,92.44147,23.73308,92.54147,23.73308,92.44147,23.63308,92.54147,Sentinel-1A,SAR,17.9,98.2,Raw,S2_000245.tif,1.85
246,20,2,2023-10-24 19:56:17,22.98214,93.10165,23.08214,93.20165,23.08214,93.10165,22.98214,93.20165,Sentinel-1A,SAR,23.8,53.0,Raw,S2_000246.tif,1.96
247,61,8,2024-01-29 12:51:51,27.02238,90.28965,27.12238,90.38965,27.12238,90.28965,27.02238,90.38965,Landsat-8,Optical,10.8,3.0,Raw,S2_000247.tif,3.55
248,32,3,2023-01-26 17:09:48,25.82838,95.56096,25.92838,95.66096,25.92838,95.56096,25.82838,95.66096,Sentinel-2A,Optical,26.4,82.7,Preprocessed,S2_000248.tif,1.8
249,5,1,2020-12-23 11:23:25,23.32085,94.58532,23.42085,94.68532,23.42085,94.58532,23.32085,94.68532,Landsat-8,Optical,22.6,86.1,Raw,S2_000249.tif,2.7
250,24,3,2022-08-20 07:00:37,24.296,99.22394,24.396,99.32394,24.396,99.22394,24.296,99.32394,Landsat-9,Optical,26.5,39.6,Raw,S2_000250.tif,2.98
251,3,1,2024-09-28 01:22:32,27.72347,98.70803,27.82347,98.80803,27.82347,98.70803,27.72347,98.80803,Sentinel-2B,Optical,3.1,99.3,Preprocessed,S2_000251.tif,3.71
252,33,4,2019-12-14 11:51:36,23.29457,99.88953,23.39457,99.98953,23.39457,99.88953,23.29457,99.98953,RESOURCESAT-2,Optical,28.1,8.6,Analysis Ready,S2_000252.tif,3.18
253,29,3,2021-11-21 13:52:35,25.51369,98.7451,25.61369,98.8451,25.61369,98.7451,25.51369,98.8451,Sentinel-2A,Optical,18.7,90.0,Preprocessed,S2_000253.tif,3.41
254,10,1,2021-05-17 00:49:48,23.30607,97.9331,23.40607,98.0331,23.40607,97.9331,23.30607,98.0331,Landsat-8,Optical,12.7,38.5,Analysis Ready,S2_000254.tif,2.97
255,42,5,2021-10-07 14:26:50,22.06446,97.18215,22.16446,97.28215,22.16446,97.18215,22.06446,97.28215,Sentinel-2A,Optical,15.1,69.9,Analysis Ready,S2_000255.tif,2.15
256,19,2,2024-04-27 02:09:46,24.15397,95.85911,24.25397,95.95911,24.25397,95.85911,24.15397,95.95911,Landsat-8,Optical,12.1,19.4,Analysis Ready,S2_000256.tif,1.19
257,54,6,2024-07-19 12:02:47,29.14907,91.55245,29.24907,91.65245,29.24907,91.55245,29.14907,91.65245,Sentinel-2B,Optical,5.7,55.5,Raw,S2_000257.tif,1.78
258,27,3,2021-01-12 09:45:38,25.55812,90.20347,25.65812,90.30347,25.65812,90.20347,25.55812,90.30347,Sentinel-2B,Optical,11.4,40.8,Raw,S2_000258.tif,0.37
259,20,2,2023-04-21 22:28:40,23.28994,94.02175,23.38994,94.12175,23.38994,94.02175,23.28994,94.12175,Sentinel-1B,SAR,14.0,59.9,Preprocessed,S2_000259.tif,2.83
260,51,6,2023-01-19 15:36:32,29.63997,91.09488,29.73997,91.19488,29.73997,91.09488,29.63997,91.19488,RESOURCESAT-2,Optical,13.0,17.7,Analysis Ready,S2_000260.tif,0.94
261,59,8,2022-05-04 12:26:08,26.09537,92.96461,26.19537,93.06461,26.19537,92.96461,26.09537,93.06461,Sentinel-2B,Optical,6.6,60.9,Analysis Ready,S2_000261.tif,0.4
262,29,3,2018-07-27 06:48:22,26.47261,98.84742,26.57261,98.94742,26.57261,98.84742,26.47261,98.94742,Sentinel-1A,SAR,24.9,44.7,Raw,S2_000262.tif,0.09
263,62,8,2020-05-03 11:53:00,26.55458,92.31744,26.65458,92.41744,26.65458,92.31744,26.55458,92.41744,Sentinel-2B,Optical,22.1,63.9,Preprocessed,S2_000263.tif,4.16
264,38,4,2019-06-07 14:39:57,29.62548,98.2867,29.72548,98.3867,29.72548,98.2867,29.62548,98.3867,Sentinel-1A,SAR,3.1,51.6,Raw,S2_000264.tif,0.42
265,27,3,2024-06-30 21:33:47,25.01381,90.71824,25.11381,90.81824,25.11381,90.71824,25.01381,90.81824,Sentinel-1A,SAR,5.4,14.1,Analysis Ready,S2_000265.tif,3.51
266,56,7,2021-10-31 01:21:59,29.52014,97.66073,29.62014,97.76073,29.62014,97.66073,29.52014,97.76073,RESOURCESAT-2,Optical,7.6,97.8,Analysis Ready,S2_000266.tif,1.3
267,7,1,2019-11-29 14:34:56,26.65991,92.21237,26.75991,92.31237,26.75991,92.21237,26.65991,92.31237,Sentinel-2A,Optical,12.7,71.4,Preprocessed,S2_000267.tif,2.64
268,31,3,2021-09-29 06:15:11,27.68393,95.73231,27.78393,95.83231,27.78393,95.73231,27.68393,95.83231,Landsat-8,Optical,27.3,26.5,Preprocessed,S2_000268.tif,3.52
269,35,4,2021-03-30 21:09:22,23.04246,91.9157,23.14246,92.0157,23.14246,91.9157,23.04246,92.0157,Sentinel-1A,SAR,23.6,70.9,Raw,S2_000269.tif,0.71
270,30,3,2018-10-07 02:25:37,25.55252,93.09651,25.65252,93.19651,25.65252,93.09651,25.55252,93.19651,Landsat-8,Optical,26.1,83.1,Preprocessed,S2_000270.tif,0.49
271,38,4,2023-09-14 17:05:58,29.54565,98.57119,29.64565,98.67119,29.64565,98.57119,29.54565,98.67119,RESOURCESAT-2,Optical,24.5,47.6,Preprocessed,S2_000271.tif,4.83
272,56,7,2021-04-10 19:03:59,29.11641,97.60938,29.21641,97.70938,29.21641,97.60938,29.11641,97.70938,RESOURCESAT-2,Optical,27.0,12.9,Analysis Ready,S2_000272.tif,0.65
273,27,3,2021-06-21 16:07:48,24.83813,90.58882,24.93813,90.68882,24.93813,90.58882,24.83813,90.68882,Sentinel-1A,SAR,26.7,85.5,Analysis Ready,S2_000273.tif,2.62
274,46,5,2024-06-20 16:11:31,23.23074,97.38482,23.33074,97.48482,23.33074,97.38482,23.23074,97.48482,Sentinel-1A,SAR,12.6,82.4,Preprocessed,S2_000274.tif,1.84
275,26,3,2018-06-20 09:07:18,24.29385,90.77324,24.39385,90.87324,24.39385,90.77324,24.29385,90.87324,Sentinel-2B,Optical,22.6,78.1,Preprocessed,S2_000275.tif,0.01
276,53,6,2018-03-14 22:26:36,28.3759,91.23677,28.4759,91.33677,28.4759,91.23677,28.3759,91.33677,Sentinel-1A,SAR,9.7,4.7,Preprocessed,S2_000276.tif,0.62
277,25,3,2021-11-20 06:52:22,26.55023,96.87936,26.65023,96.97936,26.65023,96.87936,26.55023,96.97936,Sentinel-2A,Optical,24.3,36.2,Preprocessed,S2_000277.tif,1.59
278,3,1,2020-09-02 15:57:02,27.04319,99.04975,27.14319,99.14975,27.14319,99.04975,27.04319,99.14975,Landsat-9,Optical,25.9,29.0,Raw,S2_000278.tif,3.38
279,34,4,2019-02-11 06:06:57,26.14926,97.62015,26.24926,97.72015,26.24926,97.62015,26.14926,97.72015,Sentinel-2B,Optical,4.8,4.5,Raw,S2_000279.tif,4.36
