road_id,state_id,district_id,road_code,road_type,road_name,start_lat,start_lon,end_lat,end_lon,length_km,width_m,surface_type,condition,historical_blockages,landslide_vulnerability,daily_traffic_vehicles
839,45,5,RD00839,SH,SH-58,28.82365,94.87814,28.87365,94.92814,18.7,7.0,Concrete,Poor,8,Low,92.1
840,10,1,RD00840,ODR,NH-119,23.9221,97.77135,23.9721,97.82135,21.0,10.7,Earthen,Poor,4,High,427.1
841,37,4,RD00841,NH,SH-21,26.57145,94.87094,26.62145,94.92094,48.3,11.3,Gravel,Good,12,High,226.4
842,21,2,RD00842,SH,NH-52,24.05523,99.51679,24.10523,99.56679,12.4,4.3,Concrete,Good,11,High,372.7
843,33,4,RD00843,MDR,NH-369,23.86025,100.14296,23.91025,100.19296,15.5,6.1,Bituminous,Fair,7,Low,132.4
844,44,5,RD00844,Village Road,SH-48,29.4199,98.63076,29.4699,98.68076,37.3,4.1,Gravel,Poor,14,Medium,370.3
845,10,1,RD00845,Village Road,NH-326,23.74904,97.51842,23.79904,97.56842,35.4,11.9,Gravel,Good,12,High,192.1
846,20,2,RD00846,Village Road,SH-94,23.3922,93.49675,23.4422,93.54675,45.9,10.6,Bituminous,Fair,12,High,413.7
847,11,1,RD00847,SH,SH-90,22.58609,90.8756,22.63609,90.9256,21.5,11.2,Concrete,Good,14,Low,96.9
848,9,1,RD00848,ODR,NH-120,27.56942,93.23545,27.61942,93.28545,12.1,10.2,Gravel,Poor,13,Medium,195.4
849,41,5,RD00849,Forest Road,SH-56,22.82952,94.47894,22.87952,94.52894,20.5,11.2,Earthen,Good,19,Medium,326.6
850,28,3,RD00850,SH,SH-91,29.04959,92.98753,29.09959,93.03753,26.3,8.3,Gravel,Fair,18,High,292.1
851,32,3,RD00851,Forest Road,SH-82,25.58185,95.6723,25.63185,95.7223,46.7,8.8,Gravel,Fair,10,Medium,143.4
852,15,2,RD00852,MDR,SH-56,27.11161,98.65892,27.16161,98.70892,23.1,10.3,Bituminous,Poor,13,Medium,386.0
853,47,6,RD00853,Village Road,SH-88,29.49256,99.27344,29.54256,99.32344,35.6,7.5,Gravel,Good,1,High,385.2
854,29,3,RD00854,MDR,SH-62,25.91542,98.98804,25.96542,99.03804,40.6,11.9,Gravel,Poor,8,High,256.8
855,8,1,RD00855,NH,SH-55,24.33634,98.65224,24.38634,98.70224,6.4,8.1,Bituminous,Fair,16,Low,358.2
856,23,3,RD00856,SH,NH-4,28.02425,91.66276,28.07425,91.71276,30.4,3.2,Bituminous,Poor,15,Medium,471.7
857,47,6,RD00857,SH,SH-88,29.81273,99.2247,29.86273,99.2747,33.2,11.6,Bituminous,Poor,6,Low,335.1
858,29,3,RD00858,ODR,SH-90,26.04192,98.6535,26.09192,98.7035,16.8,5.0,Bituminous,Poor,11,High,38.7
859,56,7,RD00859,Village Road,NH-406,29.3085,97.54109,29.3585,97.59109,32.2,8.8,Gravel,Good,0,Medium,168.2
860,54,6,RD00860,MDR,SH-55,29.50641,91.68895,29.55641,91.73895,31.9,11.0,Bituminous,Good,14,High,386.6
861,2,1,RD00861,Village Road,NH-370,23.8655,91.33429,23.9155,91.38429,27.8,10.2,Concrete,Poor,20,High,34.9
862,6,1,RD00862,MDR,NH-165,26.34048,97.29701,26.39048,97.34701,5.1,10.1,Gravel,Fair,5,High,111.8
863,35,4,RD00863,SH,NH-30,23.30387,91.43077,23.35387,91.48077,41.8,6.4,Gravel,Good,3,Low,282.0
864,43,5,RD00864,Forest Road,SH-57,29.71391,97.76315,29.76391,97.81315,36.0,5.5,Gravel,Fair,3,Medium,186.4
865,36,4,RD00865,Forest Road,SH-82,25.53021,90.52149,25.58021,90.57149,38.2,11.9,Gravel,Poor,1,Low,361.4
866,19,2,RD00866,Village Road,SH-12,24.12661,96.39187,24.17661,96.44187,41.6,9.2,Concrete,Poor,15,Low,154.3
867,25,3,RD00867,Village Road,NH-353,26.4869,96.69044,26.5369,96.74044,41.7,10.0,Concrete,Good,17,Medium,480.8
868,6,1,RD00868,Village Road,NH-169,26.6259,97.24784,26.6759,97.29784,5.1,9.2,Bituminous,Fair,20,Medium,111.7
869,53,6,RD00869,ODR,SH-93,28.16926,91.13357,28.21926,91.18357,15.7,6.2,Concrete,Fair,19,Low,116.5
870,22,2,RD00870,Village Road,NH-24,22.71399,96.45272,22.76399,96.50272,31.2,4.0,Gravel,Good,7,Low,52.6
871,31,3,RD00871,Forest Road,SH-74,28.15543,95.39482,28.20543,95.44482,10.3,4.0,Bituminous,Good,7,Medium,354.2
872,34,4,RD00872,Forest Road,SH-70,25.86286,97.61527,25.91286,97.66527,42.5,11.3,Earthen,Good,1,Medium,113.2
873,60,8,RD00873,Forest Road,NH-307,24.81132,95.77535,24.86132,95.82535,4.3,4.3,Concrete,Fair,5,High,156.3
874,19,2,RD00874,MDR,SH-83,24.33862,96.41351,24.38862,96.46351,14.7,10.4,Bituminous,Fair,16,Low,167.0
875,24,3,RD00875,ODR,SH-12,24.04788,99.43915,24.09788,99.48915,10.6,11.0,Earthen,Poor,20,High,308.6
876,1,1,RD00876,ODR,NH-371,27.02006,90.37896,27.07006,90.42896,45.0,6.6,Earthen,Poor,15,Medium,233.8
877,31,3,RD00877,Forest Road,SH-39,28.02718,95.48918,28.07718,95.53918,19.7,8.9,Concrete,Poor,12,Low,10.5
878,11,1,RD00878,MDR,SH-60,22.58182,90.83838,22.63182,90.88838,6.6,5.2,Bituminous,Fair,1,Low,356.0
879,61,8,RD00879,SH,SH-95,26.6511,90.18335,26.7011,90.23335,35.5,6.7,Gravel,Fair,4,Low,166.3
880,43,5,RD00880,MDR,NH-408,29.58847,97.45971,29.63847,97.50971,13.8,5.6,Gravel,Poor,17,Low,354.6
881,36,4,RD00881,Forest Road,SH-73,25.25711,90.63503,25.30711,90.68503,46.7,4.1,Earthen,Good,17,High,190.5
882,41,5,RD00882,MDR,NH-423,22.95132,94.21878,23.00132,94.26878,43.3,11.0,Concrete,Poor,11,Low,223.9
883,42,5,RD00883,Village Road,NH-243,22.20697,97.33706,22.25697,97.38706,31.3,4.0,Concrete,Fair,16,Low,402.1
884,10,1,RD00884,MDR,SH-73,23.8551,97.57377,23.9051,97.62377,1.1,10.4,Earthen,Fair,14,Low,164.3
885,32,3,RD00885,MDR,NH-340,25.31177,96.018,25.36177,96.068,18.8,10.5,Bituminous,Poor,18,Low,242.1
886,43,5,RD00886,ODR,NH-398,29.74291,97.72005,29.79291,97.77005,24.0,10.7,Concrete,Good,14,Low,43.3
887,57,7,RD00887,MDR,SH-86,23.43443,93.15927,23.48443,93.20927,30.2,6.0,Gravel,Good,3,Medium,66.6
888,46,5,RD00888,NH,SH-27,23.04313,97.5668,23.09313,97.6168,49.5,4.4,Concrete,Poor,5,Low,81.9
889,17,2,RD00889,SH,SH-55,23.71375,92.97981,23.76375,93.02981,31.1,4.0,Gravel,Poor,13,Medium,156.5
890,57,7,RD00890,ODR,NH-259,23.57432,93.10847,23.62432,93.15847,31.1,4.5,Earthen,Poor,5,Medium,21.3
891,54,6,RD00891,ODR,NH-377,29.75776,91.57983,29.80776,91.62983,7.4,3.3,Earthen,Poor,8,High,207.3
892,8,1,RD00892,ODR,SH-60,24.40861,98.55111,24.45861,98.60111,45.2,5.3,Concrete,Poor,13,Low,204.6
893,29,3,RD00893,Village Road,SH-31,26.00366,98.92291,26.05366,98.97291,24.8,11.6,Gravel,Good,2,Low,123.6
894,46,5,RD00894,Forest Road,NH-291,23.07323,97.67183,23.12323,97.72183,28.6,7.6,Gravel,Good,7,Low,325.9
895,58,7,RD00895,Forest Road,SH-34,27.26898,94.22225,27.31898,94.27225,47.8,7.5,Gravel,Fair,3,Medium,378.3
896,1,1,RD00896,Forest Road,SH-99,27.05405,90.33614,27.10405,90.38614,8.5,11.9,Bituminous,Good,13,High,332.3
897,34,4,RD00897,Forest Road,SH-71,25.81305,97.68147,25.86305,97.73147,1.2,7.6,Concrete,Good,0,Low,104.5
898,53,6,RD00898,NH,SH-18,27.99175,91.29633,28.04175,91.34633,45.2,7.0,Bituminous,Poor,16,High,440.5
899,4,1,RD00899,SH,NH-70,26.78082,90.21229,26.83082,90.26229,45.6,10.9,Concrete,Poor,14,High,29.3
900,14,2,RD00900,Village Road,SH-88,22.74205,92.91533,22.79205,92.96533,3.2,10.0,Concrete,Poor,17,Low,131.9
901,14,2,RD00901,SH,SH-65,22.5585,92.79654,22.6085,92.84654,33.1,12.0,Bituminous,Good,15,High,344.6
902,62,8,RD00902,MDR,SH-83,27.1032,92.44463,27.1532,92.49463,14.5,3.7,Gravel,Good,19,High,319.2
903,58,7,RD00903,ODR,NH-12,27.16312,94.42114,27.21312,94.47114,2.1,3.6,Concrete,Poor,1,Low,84.3
904,11,1,RD00904,NH,SH-76,22.68703,90.86141,22.73703,90.91141,16.5,11.9,Gravel,Good,8,Medium,320.8
905,43,5,RD00905,ODR,SH-12,29.74242,97.6536,29.79242,97.7036,47.2,11.5,Earthen,Good,20,Low,30.5
906,37,4,RD00906,Forest Road,NH-414,26.72858,94.58979,26.77858,94.63979,2.8,4.2,Bituminous,Fair,0,Medium,364.3
907,52,6,RD00907,Forest Road,NH-158,28.51993,99.59957,28.56993,99.64957,47.2,6.1,Concrete,Poor,11,High,227.7
908,59,8,RD00908,ODR,SH-70,25.57422,92.65599,25.62422,92.70599,39.7,5.8,Earthen,Fair,12,High,87.8
909,12,1,RD00909,ODR,SH-99,26.84799,98.15533,26.89799,98.20533,27.5,11.3,Earthen,Fair,12,Low,68.8
910,55,7,RD00910,Village Road,SH-15,28.84858,94.20817,28.89858,94.25817,15.5,6.9,Gravel,Good,19,Medium,122.8
911,48,6,RD00911,NH,NH-41,26.75412,94.95405,26.80412,95.00405,41.5,9.7,Gravel,Fair,3,High,393.2
912,34,4,RD00912,MDR,NH-156,25.87263,97.54734,25.92263,97.59734,46.4,9.8,Bituminous,Poor,19,Low,84.0
913,17,2,RD00913,ODR,SH-69,23.8567,93.06169,23.9067,93.11169,34.0,6.8,Bituminous,Poor,8,Medium,454.6
914,29,3,RD00914,Village Road,SH-10,26.03242,98.73931,26.08242,98.78931,7.5,10.8,Earthen,Fair,13,Medium,342.0
915,11,1,RD00915,SH,NH-442,22.90388,91.073,22.95388,91.123,5.9,3.8,Concrete,Good,8,Medium,319.8
916,47,6,RD00916,NH,NH-483,29.82777,99.17649,29.87777,99.22649,11.5,10.1,Concrete,Poor,3,Medium,159.9
917,1,1,RD00917,NH,SH-67,27.0313,90.35145,27.0813,90.40145,13.1,6.1,Bituminous,Fair,18,High,248.2
918,34,4,RD00918,ODR,SH-4,26.01281,97.75725,26.06281,97.80725,14.1,10.5,Gravel,Good,14,Low,56.9
919,33,4,RD00919,Village Road,NH-86,23.77182,99.95869,23.82182,100.00869,48.1,8.3,Concrete,Fair,1,Medium,473.6
920,7,1,RD00920,Forest Road,SH-81,26.43309,92.24067,26.48309,92.29067,8.9,5.1,Earthen,Poor,16,Medium,144.1
921,38,4,RD00921,MDR,SH-97,29.66729,98.43182,29.71729,98.48182,31.4,3.9,Concrete,Good,17,Low,287.2
922,38,4,RD00922,NH,NH-22,29.85591,98.59991,29.90591,98.64991,43.9,3.5,Gravel,Poor,0,Low,18.8
923,15,2,RD00923,SH,SH-74,26.79076,98.61761,26.84076,98.66761,48.9,5.7,Concrete,Good,20,Medium,90.1
924,30,3,RD00924,SH,NH-144,25.85149,92.57455,25.90149,92.62455,49.9,3.3,Earthen,Fair,16,High,248.2
925,34,4,RD00925,ODR,SH-24,25.91664,97.51082,25.96664,97.56082,8.9,10.2,Earthen,Fair,5,Medium,288.3
926,39,4,RD00926,Forest Road,NH-145,27.25714,91.06882,27.30714,91.11882,6.5,3.2,Bituminous,Poor,19,Medium,130.9
927,26,3,RD00927,MDR,SH-64,24.01599,90.43765,24.06599,90.48765,4.0,9.9,Earthen,Good,18,Medium,217.9
928,59,8,RD00928,MDR,SH-66,25.79633,92.53082,25.84633,92.58082,24.8,5.5,Earthen,Good,14,High,221.2
929,7,1,RD00929,NH,SH-12,26.1772,92.22809,26.2272,92.27809,34.3,6.4,Concrete,Poor,9,Low,38.2
930,35,4,RD00930,SH,SH-96,23.06931,91.72566,23.11931,91.77566,5.9,5.1,Concrete,Good,2,Low,14.0
931,8,1,RD00931,Village Road,SH-80,24.07318,98.6741,24.12318,98.7241,20.3,11.2,Concrete,Fair,0,Medium,30.2
932,28,3,RD00932,Forest Road,NH-423,28.84761,93.30156,28.89761,93.35156,26.2,9.2,Concrete,Good,19,Low,104.6
933,6,1,RD00933,Village Road,NH-406,26.41507,97.0162,26.46507,97.0662,27.2,3.8,Concrete,Good,0,Medium,362.8
934,25,3,RD00934,Forest Road,NH-271,26.50065,96.74283,26.55065,96.79283,28.5,5.4,Concrete,Fair,14,Low,130.6
935,55,7,RD00935,ODR,SH-11,29.16355,94.14986,29.21355,94.19986,1.9,5.6,Bituminous,Poor,6,High,355.3
936,46,5,RD00936,Village Road,NH-388,23.12676,97.71014,23.17676,97.76014,2.9,9.2,Gravel,Poor,17,High,162.0
937,28,3,RD00937,ODR,NH-196,29.17804,93.10254,29.22804,93.15254,3.1,5.7,Gravel,Fair,5,Low,195.2
938,7,1,RD00938,Village Road,NH-322,26.26128,92.18325,26.31128,92.23325,2.4,4.3,Concrete,Good,18,Medium,195.6
939,18,2,RD00939,MDR,SH-88,28.6939,98.67506,28.7439,98.72506,24.9,6.0,Gravel,Good,18,Low,386.3
940,32,3,RD00940,Forest Road,SH-83,25.54199,95.87064,25.59199,95.92064,37.7,4.3,Gravel,Poor,3,Low,178.4
941,54,6,RD00941,SH,NH-179,29.47288,91.5152,29.52288,91.5652,40.5,10.4,Gravel,Poor,11,Medium,334.1
942,39,4,RD00942,ODR,NH-368,27.50248,91.01422,27.55248,91.06422,36.8,8.1,Bituminous,Poor,19,Medium,57.1
943,35,4,RD00943,ODR,NH-360,23.1094,91.61869,23.1594,91.66869,27.9,6.4,Bituminous,Good,17,Low,389.3
944,2,1,RD00944,Forest Road,NH-124,24.03958,91.20655,24.08958,91.25655,2.6,8.1,Earthen,Good,7,Medium,44.5
945,22,2,RD00945,ODR,NH-380,22.5548,96.15604,22.6048,96.20604,27.6,8.2,Earthen,Fair,8,High,14.1
946,21,2,RD00946,Forest Road,NH-404,24.03123,99.55699,24.08123,99.60699,18.9,7.5,Bituminous,Poor,0,High,305.8
947,41,5,RD00947,MDR,SH-73,22.79117,94.52399,22.84117,94.57399,27.7,11.1,Earthen,Poor,20,Low,126.2
948,40,5,RD00948,SH,SH-75,27.93787,97.83222,27.98787,97.88222,9.9,4.1,Concrete,Good,8,Medium,254.9
949,32,3,RD00949,Village Road,NH-176,25.50975,95.78108,25.55975,95.83108,32.2,10.8,Gravel,Poor,2,Low,420.1
950,45,5,RD00950,ODR,SH-64,28.67919,94.91675,28.72919,94.96675,28.9,8.0,Bituminous,Good,0,High,223.6
951,57,7,RD00951,NH,SH-21,23.55956,93.24308,23.60956,93.29308,32.3,4.4,Concrete,Good,19,Low,181.0
952,50,6,RD00952,NH,SH-65,23.76815,92.44119,23.81815,92.49119,21.1,7.1,Bituminous,Poor,10,Low,109.7
953,12,1,RD00953,Village Road,NH-421,27.00185,98.00506,27.05185,98.05506,43.3,7.6,Earthen,Poor,6,Low,316.9
954,19,2,RD00954,NH,NH-453,24.1831,96.44409,24.2331,96.49409,37.5,7.0,Bituminous,Poor,14,High,337.6
955,40,5,RD00955,Village Road,NH-22,28.01738,97.77867,28.06738,97.82867,7.9,11.2,Gravel,Poor,17,Low,439.6
956,15,2,RD00956,SH,NH-259,26.95473,98.51791,27.00473,98.56791,31.6,7.1,Bituminous,Good,1,High,217.0
957,28,3,RD00957,SH,NH-37,28.87854,93.19193,28.92854,93.24193,47.4,3.7,Earthen,Good,14,Medium,498.2
958,13,2,RD00958,SH,SH-37,26.25402,99.7563,26.30402,99.8063,5.7,9.7,Bituminous,Fair,19,Low,427.8
959,55,7,RD00959,Village Road,SH-41,28.9142,94.12822,28.9642,94.17822,30.7,5.9,Gravel,Fair,10,Low,380.1
960,30,3,RD00960,ODR,SH-31,25.64931,92.46069,25.69931,92.51069,29.0,9.4,Bituminous,Fair,6,Medium,158.9
961,48,6,RD00961,Village Road,NH-71,26.72948,94.9033,26.77948,94.9533,45.0,9.9,Earthen,Good,7,Medium,193.6
962,40,5,RD00962,SH,NH-456,28.18867,97.8382,28.23867,97.8882,9.5,7.5,Bituminous,Good,9,Medium,222.7
963,41,5,RD00963,NH,NH-258,22.76642,94.50327,22.81642,94.55327,23.4,7.8,Bituminous,Good,5,Medium,47.1
964,29,3,RD00964,NH,SH-100,25.98482,98.79783,26.03482,98.84783,42.2,3.6,Concrete,Fair,10,Medium,371.6
965,38,4,RD00965,MDR,NH-489,29.68995,98.46014,29.73995,98.51014,6.3,8.7,Gravel,Fair,8,Medium,146.5
966,52,6,RD00966,NH,NH-112,28.5363,99.5998,28.5863,99.6498,1.5,10.5,Gravel,Fair,9,Low,231.0
967,30,3,RD00967,SH,NH-253,25.78607,92.48678,25.83607,92.53678,15.9,7.2,Bituminous,Fair,13,Low,15.9
968,27,3,RD00968,MDR,SH-67,25.07582,90.50486,25.12582,90.55486,16.8,8.7,Bituminous,Good,15,High,232.3
969,1,1,RD00969,ODR,NH-298,27.00887,90.21817,27.05887,90.26817,11.9,7.6,Earthen,Good,19,Medium,350.6
970,24,3,RD00970,SH,NH-71,24.34517,99.16101,24.39517,99.21101,11.0,8.9,Bituminous,Poor,6,Medium,218.8
971,41,5,RD00971,ODR,SH-30,22.83551,94.40175,22.88551,94.45175,31.8,4.3,Earthen,Good,3,High,455.1
972,14,2,RD00972,MDR,NH-72,22.55153,92.73841,22.60153,92.78841,43.8,3.2,Bituminous,Good,3,Medium,181.3
973,36,4,RD00973,MDR,NH-256,25.3274,90.53758,25.3774,90.58758,43.9,3.1,Bituminous,Good,1,Medium,265.4
974,9,1,RD00974,Village Road,SH-80,27.6784,93.50528,27.7284,93.55528,12.6,10.4,Earthen,Fair,20,Medium,23.4
975,8,1,RD00975,Forest Road,NH-96,24.03365,98.819,24.08365,98.869,29.9,4.5,Bituminous,Fair,17,High,40.9
976,27,3,RD00976,Forest Road,SH-58,25.20454,90.68428,25.25454,90.73428,26.1,4.6,Bituminous,Poor,17,High,181.7
977,42,5,RD00977,NH,NH-43,22.21619,97.0346,22.26619,97.0846,41.5,5.4,Concrete,Poor,0,Low,8.6
978,55,7,RD00978,ODR,NH-265,29.0184,94.28077,29.0684,94.33077,34.9,7.9,Bituminous,Poor,17,Low,276.5
979,21,2,RD00979,MDR,NH-105,24.31907,99.20543,24.36907,99.25543,23.1,11.3,Concrete,Good,5,Medium,381.7
980,13,2,RD00980,NH,SH-8,26.34881,99.77589,26.39881,99.82589,19.5,6.9,Gravel,Good,10,Medium,107.1
981,28,3,RD00981,Forest Road,SH-63,28.86127,93.01494,28.91127,93.06494,43.3,3.7,Earthen,Poor,0,Medium,289.1
982,1,1,RD00982,Forest Road,SH-51,27.1628,90.20562,27.2128,90.25562,12.3,6.1,Concrete,Good,11,Low,432.2
983,9,1,RD00983,NH,SH-1,27.60256,93.46995,27.65256,93.51995,16.6,5.9,Concrete,Fair,18,Medium,447.8
984,14,2,RD00984,NH,SH-87,22.77001,92.87778,22.82001,92.92778,29.1,8.6,Gravel,Poor,16,Medium,359.8
985,19,2,RD00985,Forest Road,NH-290,24.1004,96.45438,24.1504,96.50438,47.4,8.1,Gravel,Fair,12,High,17.0
986,22,2,RD00986,Forest Road,SH-16,22.37855,96.39866,22.42855,96.44866,47.8,4.3,Bituminous,Fair,7,High,38.7
987,40,5,RD00987,SH,NH-91,27.81518,97.53725,27.86518,97.58725,45.5,6.2,Earthen,Good,18,High,91.9
988,56,7,RD00988,NH,SH-92,29.38747,97.68081,29.43747,97.73081,9.4,7.3,Earthen,Good,2,Medium,169.5
989,18,2,RD00989,NH,NH-494,28.95382,98.71418,29.00382,98.76418,3.7,6.6,Bituminous,Good,17,Low,160.7
990,56,7,RD00990,ODR,SH-3,29.60427,97.55634,29.65427,97.60634,33.7,9.9,Earthen,Fair,14,High,442.0
991,33,4,RD00991,ODR,NH-265,23.61234,99.94188,23.66234,99.99188,20.5,10.2,Earthen,Fair,2,Low,227.6
992,43,5,RD00992,Forest Road,SH-94,29.77292,97.7269,29.82292,97.7769,15.8,10.2,Concrete,Fair,12,Medium,130.1
993,48,6,RD00993,MDR,NH-3,26.95651,94.94196,27.00651,94.99196,16.2,3.2,Gravel,Poor,4,Low,95.0
994,6,1,RD00994,ODR,NH-331,26.68854,97.21965,26.73854,97.26965,29.3,5.1,Gravel,Poor,9,High,219.7
995,5,1,RD00995,NH,SH-16,23.81055,95.09112,23.86055,95.14112,8.4,10.7,Earthen,Poor,19,Medium,325.9
996,19,2,RD00996,SH,NH-277,24.29687,96.23548,24.34687,96.28548,16.2,9.3,Concrete,Poor,14,Medium,373.8
997,14,2,RD00997,Forest Road,SH-45,22.71018,92.98647,22.76018,93.03647,30.4,4.6,Earthen,Good,3,Low,265.3
998,51,6,RD00998,MDR,NH-144,29.71755,90.96186,29.76755,91.01186,38.2,4.6,Bituminous,Poor,1,Low,107.1
999,52,6,RD00999,Forest Road,NH-21,28.45355,99.85,28.50355,99.9,5.7,10.3,Earthen,Good,11,High,267.5
1000,22,2,RD01000,SH,NH-169,22.4839,96.47734,22.5339,96.52734,41.3,9.9,Earthen,Good,11,High,445.8
