event_id,district_id,slope_id,state_id,event_datetime,detection_datetime,report_datetime,landslide_type,trigger,slope_angle_deg,elevation_m,area_affected_sqkm,volume_cu_m,fatalities,injuries,displaced_persons,road_blocked_km,buildings_damaged,runout_distance_km,verification_status,reported_by
532,52,204,6,2024-08-08 02:19:14,2022-10-28 08:57:21,2018-08-04 19:37:36,Mudflow,Rainfall,24.1,1700,10.57,215698.0,1,4,2104,17.8,24,5.6,Under Investigation,District Admin
533,31,117,3,2024-06-23 00:34:57,2024-01-23 19:26:42,2023-11-09 09:57:18,Rockfall,Unknown,56.9,3736,11.77,548777.0,2,2,779,14.1,376,9.4,Under Investigation,District Admin
534,40,385,5,2024-11-24 23:29:37,2024-05-27 11:48:33,2019-06-02 16:47:07,Mudflow,Rainfall,34.5,2524,18.6,174173.0,5,10,4016,6.6,225,7.6,Preliminary,Satellite
535,39,339,4,2018-10-31 04:19:33,2021-09-06 18:33:19,2020-12-11 10:51:06,Rotational Slide,Earthquake,54.1,4800,27.07,875054.0,5,15,671,9.2,447,2.0,Preliminary,Satellite
536,7,43,1,2020-01-17 23:13:40,2018-12-02 18:15:39,2023-07-07 17:05:17,Rotational Slide,Undercutting,59.0,1086,1.58,42470.0,0,0,4393,2.3,377,8.1,Under Investigation,Satellite
537,41,434,5,2019-11-15 03:28:29,2020-06-24 11:05:40,2021-07-06 23:32:34,Debris Flow,Unknown,44.7,1928,28.9,553433.0,0,0,3464,11.7,6,7.8,Under Investigation,District Admin
538,13,65,2,2022-06-05 00:47:47,2023-12-22 04:54:36,2023-04-27 09:08:41,Rotational Slide,Anthropogenic,15.3,737,6.16,179921.0,3,0,85,5.0,218,0.9,Confirmed,Satellite
539,21,424,2,2024-01-01 03:54:32,2023-03-04 06:25:04,2021-11-06 22:50:50,Mudflow,Snowmelt,14.7,2455,35.89,111012.0,0,0,2452,4.2,205,1.8,Preliminary,GSI
540,14,354,2,2021-11-29 16:46:38,2021-09-29 17:20:55,2022-10-29 02:23:40,Rotational Slide,Snowmelt,41.4,3416,20.11,261872.0,0,0,494,14.1,333,3.7,Preliminary,Field Team
541,16,300,2,2023-06-20 18:11:22,2024-11-17 01:42:08,2023-09-13 07:30:31,Rockfall,Snowmelt,35.3,4020,17.4,765318.0,0,0,2016,7.9,278,6.1,Under Investigation,Field Team
542,27,3,3,2021-11-06 07:18:11,2019-03-06 19:44:29,2021-08-17 20:57:13,Rotational Slide,Undercutting,37.2,1331,26.11,509350.0,0,0,3376,1.5,470,3.3,Preliminary,GSI
543,24,494,3,2019-05-25 01:12:42,2023-06-17 13:13:27,2019-07-05 16:55:06,Rotational Slide,Unknown,56.1,3660,28.05,29730.0,1,1,67,5.3,232,1.6,Under Investigation,ISRO
544,38,163,4,2020-05-15 00:36:26,2018-01-15 18:11:11,2023-09-03 17:48:54,Rotational Slide,Undercutting,42.0,555,28.8,92168.0,1,2,4971,12.5,138,8.8,Preliminary,GSI
545,55,362,7,2020-08-29 10:34:47,2018-03-29 20:27:51,2024-03-14 17:07:50,Debris Flow,Snowmelt,64.0,2036,44.65,341727.0,1,3,2178,17.8,397,7.3,Confirmed,ISRO
546,20,485,2,2020-05-03 18:32:48,2022-01-11 16:14:46,2020-08-16 06:25:18,Translational Slide,Snowmelt,56.7,1694,26.18,109571.0,1,4,3849,8.9,48,2.7,Confirmed,Satellite
547,1,319,1,2019-04-07 11:12:32,2019-06-30 11:16:50,2019-11-15 01:59:16,Debris Flow,Unknown,54.0,2036,41.31,1809132.0,20,20,4464,2.6,457,1.3,Confirmed,District Admin
548,29,237,3,2019-07-03 00:17:48,2021-01-19 03:36:13,2019-10-16 08:23:49,Rockfall,Undercutting,59.0,1235,14.05,27599.0,2,6,4846,16.8,318,5.1,Under Investigation,District Admin
549,7,489,1,2019-08-15 04:48:17,2022-05-16 08:55:59,2024-06-10 13:13:11,Rockfall,Anthropogenic,26.2,1805,27.24,648726.0,1,5,4571,9.5,431,3.3,Confirmed,ISRO
550,19,8,2,2020-12-21 22:41:43,2021-06-05 12:33:27,2019-02-11 22:24:13,Debris Flow,Snowmelt,12.0,3167,10.78,232218.0,0,0,422,0.7,204,4.8,Under Investigation,ISRO
551,4,479,1,2019-09-13 01:02:38,2022-01-16 06:26:34,2024-07-17 00:00:21,Translational Slide,Snowmelt,43.0,2341,16.83,670317.0,0,0,1110,1.4,30,1.4,Confirmed,ISRO
552,22,490,2,2024-04-25 00:01:51,2019-01-19 03:13:34,2022-04-09 18:02:47,Mudflow,Snowmelt,28.7,1957,23.12,720222.0,0,0,3698,3.4,199,5.2,Confirmed,GSI
553,2,412,1,2020-11-05 10:55:59,2019-11-16 17:51:04,2023-04-26 00:29:16,Rotational Slide,Earthquake,47.7,3430,35.53,521831.0,1,0,4063,2.2,422,2.6,Preliminary,District Admin
554,55,403,7,2019-06-24 05:23:09,2021-01-10 02:09:46,2018-03-11 18:17:19,Complex,Snowmelt,55.8,1288,4.73,96815.0,0,0,1758,18.2,452,2.2,Under Investigation,GSI
555,14,346,2,2020-01-19 13:41:40,2023-03-23 19:52:19,2024-04-01 00:43:08,Rotational Slide,Anthropogenic,32.7,723,17.72,99663.0,10,30,3350,1.6,299,5.6,Confirmed,Field Team
556,3,68,1,2019-03-10 03:36:42,2024-01-23 12:48:44,2021-03-15 23:38:51,Mudflow,Snowmelt,52.9,3315,5.61,268153.0,1,0,1398,16.1,219,8.0,Under Investigation,Field Team
557,9,110,1,2023-03-14 12:03:58,2020-08-03 14:52:42,2024-04-02 02:36:07,Mudflow,Rainfall,51.4,2631,0.58,15515.0,0,0,193,10.2,433,5.9,Confirmed,Field Team
558,20,23,2,2018-07-26 12:36:47,2019-06-08 06:50:20,2020-08-01 08:34:17,Mudflow,Snowmelt,58.3,4713,36.33,978194.0,3,3,3219,12.2,258,2.0,Confirmed,Satellite
559,62,271,8,2022-08-08 10:17:27,2023-07-07 21:47:09,2018-03-01 11:57:21,Debris Flow,Earthquake,66.3,4114,9.46,340620.0,0,0,1363,4.0,31,0.7,Under Investigation,Satellite
560,25,128,3,2021-04-09 23:45:25,2024-05-16 02:07:16,2019-05-03 12:51:00,Debris Flow,Undercutting,66.5,3259,22.73,684024.0,2,0,4228,10.4,196,5.9,Under Investigation,ISRO
561,53,121,6,2019-07-23 21:31:12,2024-12-05 01:24:00,2024-01-29 23:21:19,Mudflow,Rainfall,61.0,912,46.7,1744995.0,1,4,4728,14.5,217,5.1,Preliminary,Field Team
562,16,21,2,2018-07-27 00:58:38,2019-05-02 03:46:53,2020-09-27 14:05:59,Debris Flow,Undercutting,35.3,474,40.82,1985877.0,1,5,1795,5.0,47,6.8,Under Investigation,District Admin
563,45,133,5,2021-09-12 16:09:48,2018-02-19 02:23:13,2021-08-19 07:17:26,Translational Slide,Rainfall,33.2,511,28.71,1160973.0,0,0,1549,12.7,483,6.0,Under Investigation,District Admin
564,19,298,2,2021-01-24 12:27:28,2018-03-07 04:45:49,2024-01-18 02:44:32,Rockfall,Earthquake,64.5,1090,7.5,27223.0,0,0,2187,17.6,228,6.2,Preliminary,GSI
565,10,493,1,2022-05-21 04:02:33,2023-03-31 07:50:58,2022-01-08 20:12:26,Rotational Slide,Earthquake,57.3,3874,17.4,773863.0,1,5,2660,18.1,176,10.0,Confirmed,GSI
566,19,45,2,2019-10-16 19:06:49,2022-09-11 02:40:11,2021-09-02 11:36:01,Rotational Slide,Unknown,38.2,4829,28.04,219693.0,2,0,4497,2.3,58,8.9,Confirmed,Field Team
567,39,89,4,2020-06-16 01:16:27,2018-12-21 00:05:46,2019-12-21 06:57:08,Mudflow,Unknown,51.7,538,20.48,74451.0,0,0,4279,2.9,218,1.2,Confirmed,ISRO
568,2,336,1,2020-12-19 17:45:23,2020-11-25 09:24:46,2018-07-08 09:41:11,Rockfall,Snowmelt,43.3,1553,0.68,25184.0,1,2,1838,19.1,436,6.5,Preliminary,GSI
569,7,319,1,2018-12-27 10:15:00,2019-09-02 08:15:22,2024-04-05 13:05:31,Translational Slide,Undercutting,47.2,2058,18.36,665362.0,3,3,2532,9.8,387,1.5,Under Investigation,ISRO
570,53,235,6,2020-01-21 12:28:00,2022-06-28 04:54:08,2021-02-04 02:59:39,Translational Slide,Snowmelt,28.3,4707,25.52,1085057.0,2,6,2876,18.6,261,8.6,Preliminary,Satellite
571,19,243,2,2023-03-29 02:42:10,2019-03-22 16:19:32,2024-05-05 15:19:09,Rockfall,Earthquake,43.4,4048,28.95,935562.0,0,0,3381,19.5,415,2.5,Confirmed,District Admin
572,47,215,6,2022-03-30 17:09:07,2021-12-30 05:22:16,2024-06-12 05:01:25,Complex,Unknown,15.6,3586,7.63,133354.0,2,4,4952,14.8,329,8.3,Confirmed,GSI
573,43,364,5,2024-11-13 15:49:12,2022-10-24 07:19:14,2021-10-13 21:37:50,Rotational Slide,Undercutting,61.3,4408,27.38,135123.0,0,0,20,17.1,412,2.2,Confirmed,Satellite
574,34,142,4,2024-07-31 13:34:01,2019-02-17 01:11:05,2019-10-22 11:19:12,Complex,Unknown,60.9,2711,49.65,1035323.0,5,0,2845,16.9,95,2.8,Confirmed,GSI
575,46,206,5,2018-07-28 09:39:47,2023-09-01 12:03:03,2020-04-09 05:03:44,Rockfall,Rainfall,53.1,1095,47.56,1035396.0,3,3,4068,2.8,423,6.1,Under Investigation,GSI
576,6,46,1,2021-02-04 01:00:13,2023-07-27 23:06:37,2023-03-27 20:35:26,Debris Flow,Unknown,58.7,3710,14.96,701662.0,3,3,876,15.0,387,4.2,Confirmed,District Admin
577,44,367,5,2024-12-01 01:46:32,2021-09-08 11:58:00,2019-05-09 02:13:28,Rotational Slide,Earthquake,37.9,3411,12.99,383333.0,0,0,3822,16.4,361,1.6,Preliminary,ISRO
578,36,271,4,2022-12-23 16:47:00,2022-08-29 03:27:01,2024-03-13 22:32:07,Mudflow,Snowmelt,68.5,4153,23.64,926454.0,1,0,1857,9.4,66,9.0,Under Investigation,Satellite
579,57,389,7,2024-08-05 20:24:16,2018-06-15 14:56:26,2024-04-11 03:57:57,Debris Flow,Earthquake,41.2,2276,24.11,939562.0,1,3,2775,16.8,7,6.9,Under Investigation,Satellite
580,24,402,3,2021-12-12 14:55:32,2019-07-07 06:56:25,2020-02-02 05:52:07,Translational Slide,Undercutting,38.5,4382,1.67,15558.0,0,0,1590,16.0,308,6.9,Preliminary,Satellite
581,23,434,3,2023-02-11 08:25:42,2024-12-13 22:07:15,2024-06-25 11:44:47,Rockfall,Rainfall,43.3,1925,23.66,474566.0,1,5,2920,1.3,59,8.5,Preliminary,ISRO
582,25,38,3,2018-01-19 15:59:00,2019-10-04 09:54:13,2019-04-06 19:34:55,Rockfall,Undercutting,19.8,3323,10.96,206431.0,20,100,4281,15.3,437,3.3,Confirmed,ISRO
583,2,6,1,2021-05-19 03:47:27,2019-02-18 11:58:04,2022-03-25 15:46:23,Complex,Undercutting,56.3,3781,30.07,1222796.0,3,6,1872,0.9,148,4.3,Confirmed,ISRO
584,43,445,5,2024-11-21 10:14:19,2022-09-19 08:49:09,2023-07-03 16:52:51,Mudflow,Snowmelt,67.7,3043,27.54,153677.0,0,0,2262,18.2,163,5.0,Under Investigation,District Admin
585,21,382,2,2019-04-01 04:34:49,2022-03-05 18:31:32,2019-02-08 10:23:16,Rockfall,Snowmelt,24.3,4517,3.91,89942.0,1,0,1097,4.7,23,7.7,Under Investigation,Field Team
586,11,117,1,2022-04-20 00:09:18,2023-03-10 14:09:02,2022-01-06 02:28:06,Debris Flow,Snowmelt,56.0,3794,39.36,878572.0,2,4,2295,8.5,237,1.7,Preliminary,District Admin
587,49,334,6,2023-05-23 17:41:48,2020-07-23 16:01:49,2020-01-31 14:18:52,Debris Flow,Anthropogenic,22.7,2841,11.57,388340.0,0,0,3986,6.4,361,4.9,Confirmed,Field Team
588,4,83,1,2024-04-23 05:21:16,2023-10-16 09:02:28,2022-09-03 13:16:08,Debris Flow,Snowmelt,19.3,1834,38.55,783603.0,1,1,3693,3.7,349,2.5,Preliminary,GSI
589,56,428,7,2020-04-25 10:13:46,2019-05-29 06:57:33,2022-11-02 23:32:53,Translational Slide,Undercutting,37.2,1043,27.47,1266957.0,1,5,1133,7.2,355,0.8,Preliminary,Satellite
590,59,480,8,2023-11-14 12:37:43,2021-11-21 00:43:33,2024-10-09 04:30:12,Mudflow,Snowmelt,49.1,1542,11.76,44914.0,0,0,1927,5.2,305,8.6,Preliminary,District Admin
591,50,5,6,2021-07-11 06:43:41,2023-03-13 15:45:21,2021-11-11 08:10:27,Debris Flow,Undercutting,39.9,2279,36.92,781345.0,0,0,4097,11.9,123,8.4,Under Investigation,District Admin
592,10,433,1,2020-01-12 15:13:55,2019-12-23 05:41:09,2023-05-29 03:06:48,Debris Flow,Snowmelt,53.5,2178,20.18,848112.0,1,1,1476,1.2,454,5.2,Under Investigation,GSI
593,62,252,8,2019-03-13 13:10:03,2024-03-12 12:36:35,2020-08-11 01:23:11,Debris Flow,Snowmelt,55.0,4493,38.99,340114.0,5,10,934,5.8,106,6.1,Confirmed,ISRO
594,2,461,1,2020-01-09 23:26:36,2021-01-05 15:53:04,2018-09-06 13:34:01,Debris Flow,Snowmelt,62.7,2989,39.76,66868.0,50,100,1510,13.6,9,9.3,Confirmed,Field Team
595,60,100,8,2022-12-31 01:56:21,2023-02-23 05:16:58,2021-02-19 12:36:14,Debris Flow,Snowmelt,22.6,3552,34.29,1615976.0,0,0,1709,3.7,400,4.7,Confirmed,Satellite
596,1,277,1,2020-06-29 18:02:47,2024-11-14 17:20:06,2024-10-08 07:47:38,Rockfall,Earthquake,43.5,1942,19.95,928708.0,0,0,2865,12.3,388,5.2,Under Investigation,GSI
597,11,459,1,2024-06-03 03:52:24,2022-10-30 22:26:28,2022-06-07 20:21:52,Rockfall,Snowmelt,62.3,2944,11.19,368807.0,0,0,3516,1.2,329,3.4,Confirmed,Satellite
598,32,136,3,2024-12-28 23:40:37,2018-01-12 13:47:31,2022-01-28 13:54:55,Debris Flow,Earthquake,42.4,4682,18.74,434384.0,0,0,3562,6.0,340,7.3,Confirmed,Satellite
599,62,432,8,2019-12-05 19:02:10,2021-02-18 08:34:36,2018-05-22 18:14:11,Rockfall,Anthropogenic,20.6,2666,9.39,45166.0,0,0,1951,12.4,105,2.1,Confirmed,ISRO
600,23,35,3,2018-06-16 04:51:23,2020-07-15 10:18:21,2018-05-17 07:54:25,Mudflow,Undercutting,30.1,3077,45.3,1832959.0,0,0,929,12.4,145,7.1,Confirmed,Satellite
601,13,387,2,2020-10-02 06:56:10,2024-01-11 00:22:36,2024-01-15 20:14:07,Rockfall,Anthropogenic,56.5,2657,14.8,193409.0,5,20,3495,2.6,82,8.9,Confirmed,Field Team
602,50,171,6,2024-09-17 12:20:58,2023-07-27 12:12:04,2023-05-25 14:19:37,Rotational Slide,Anthropogenic,29.6,3019,43.74,1332147.0,0,0,965,2.9,196,2.2,Preliminary,GSI
603,37,105,4,2023-01-10 10:39:50,2022-03-06 07:46:25,2019-06-09 13:54:17,Translational Slide,Anthropogenic,61.2,695,4.98,37298.0,0,0,1876,2.0,322,9.2,Preliminary,Field Team
604,7,460,1,2019-08-05 22:01:56,2024-08-26 05:42:47,2023-12-24 08:20:55,Rockfall,Anthropogenic,39.9,605,31.08,214539.0,3,3,216,0.1,361,1.5,Preliminary,ISRO
605,56,170,7,2021-12-23 00:20:06,2018-07-22 16:54:28,2023-06-11 18:29:40,Rockfall,Anthropogenic,49.4,1580,13.62,493997.0,0,0,860,6.0,191,7.1,Preliminary,ISRO
606,10,498,1,2019-01-18 16:34:15,2024-08-16 05:47:59,2018-01-31 09:49:34,Translational Slide,Snowmelt,15.7,665,35.44,477173.0,3,6,4421,15.8,324,4.1,Under Investigation,ISRO
607,62,107,8,2020-08-18 05:37:37,2023-03-29 22:34:42,2021-04-02 13:17:03,Mudflow,Anthropogenic,37.4,1862,49.31,1088268.0,0,0,468,3.3,183,7.5,Under Investigation,ISRO
608,54,379,6,2024-01-27 05:49:20,2023-09-12 08:25:30,2019-05-29 21:37:49,Rockfall,Anthropogenic,15.2,1824,35.0,1253682.0,1,3,1408,0.4,441,7.9,Preliminary,District Admin
609,6,403,1,2024-07-26 12:10:35,2022-07-20 05:48:56,2021-05-13 14:11:35,Translational Slide,Earthquake,53.7,1231,8.04,80358.0,0,0,4368,3.7,450,2.2,Confirmed,GSI
610,55,485,7,2019-11-26 05:15:59,2024-10-16 22:41:26,2022-06-04 05:53:44,Translational Slide,Rainfall,57.9,1732,13.75,207435.0,1,4,93,15.8,0,3.0,Preliminary,GSI
611,62,298,8,2022-01-19 13:12:11,2018-07-24 23:48:05,2024-06-12 07:15:23,Rockfall,Undercutting,64.2,993,3.43,143929.0,2,0,1897,12.3,82,3.3,Preliminary,GSI
612,6,487,1,2024-08-21 07:24:54,2018-06-02 10:25:17,2022-06-28 03:59:43,Complex,Snowmelt,18.9,1070,0.39,1284.0,20,80,1176,9.2,242,9.8,Confirmed,Field Team
613,19,112,2,2023-11-24 22:22:00,2022-12-27 13:42:09,2020-07-02 21:07:13,Rockfall,Snowmelt,24.4,4921,0.83,14071.0,1,1,2223,8.5,479,8.0,Preliminary,District Admin
614,46,48,5,2022-11-18 09:08:12,2020-03-16 14:11:29,2023-04-09 21:57:24,Mudflow,Anthropogenic,19.4,2932,35.8,718341.0,0,0,952,18.3,457,9.2,Confirmed,Field Team
615,55,355,7,2020-05-03 08:38:18,2021-10-25 03:32:35,2022-12-13 00:05:53,Translational Slide,Undercutting,47.5,3465,9.09,443221.0,3,9,569,9.5,88,3.3,Confirmed,GSI
616,57,87,7,2021-03-21 17:14:28,2021-11-15 13:49:21,2020-03-15 16:52:24,Mudflow,Anthropogenic,17.1,2322,15.45,599511.0,0,0,1378,4.4,5,2.1,Preliminary,Satellite
617,24,382,3,2020-07-12 12:53:48,2023-10-14 13:46:45,2020-12-26 02:41:00,Debris Flow,Undercutting,19.2,4482,6.93,196890.0,0,0,3830,3.5,447,3.7,Preliminary,Field Team
618,48,484,6,2021-01-02 05:05:25,2018-05-14 18:49:14,2023-05-08 17:04:16,Complex,Snowmelt,47.0,3490,36.33,453701.0,3,12,131,16.7,433,6.7,Preliminary,GSI
619,19,114,2,2023-02-10 16:58:33,2023-01-23 20:54:22,2022-08-30 08:57:26,Translational Slide,Earthquake,31.7,3633,13.17,150160.0,0,0,3073,1.6,386,2.7,Under Investigation,GSI
620,24,338,3,2021-05-01 22:05:33,2023-05-02 22:10:36,2019-03-27 00:49:33,Rotational Slide,Anthropogenic,39.4,1593,18.7,492912.0,2,0,489,3.0,332,8.5,Under Investigation,Field Team
621,2,149,1,2020-08-25 11:26:48,2022-10-07 18:32:15,2020-05-15 00:25:30,Complex,Snowmelt,33.8,2696,44.13,116064.0,5,5,2031,8.9,418,4.3,Under Investigation,GSI
622,36,478,4,2019-07-10 05:47:11,2024-11-21 00:49:32,2023-01-26 16:41:32,Translational Slide,Anthropogenic,42.1,4129,21.09,938606.0,1,4,2303,15.5,168,6.9,Confirmed,Field Team
623,31,385,3,2020-04-20 18:26:13,2022-06-26 00:47:54,2021-07-13 20:20:54,Debris Flow,Unknown,39.1,2652,15.3,624961.0,2,10,4126,15.1,70,1.8,Confirmed,Field Team
624,4,135,1,2024-04-16 13:48:44,2022-05-20 06:11:53,2018-09-08 02:25:48,Rockfall,Undercutting,66.7,3777,38.27,1060392.0,1,5,3627,0.6,458,8.9,Preliminary,ISRO
625,61,415,8,2024-07-04 18:11:49,2023-07-03 03:35:09,2022-09-11 22:20:56,Rockfall,Earthquake,49.3,4147,41.87,1763814.0,0,0,4395,18.6,377,9.2,Confirmed,Satellite
626,28,422,3,2021-06-15 19:16:10,2020-08-18 02:43:49,2020-08-30 10:19:43,Complex,Undercutting,32.8,2434,20.32,310996.0,0,0,4844,10.7,144,3.9,Under Investigation,Satellite
627,27,231,3,2018-04-20 12:38:11,2024-10-23 16:10:17,2020-08-08 17:58:32,Complex,Anthropogenic,62.5,994,3.27,57745.0,1,1,16,7.4,415,1.0,Confirmed,GSI
628,30,372,3,2024-01-16 03:26:30,2019-04-12 10:56:41,2023-12-02 18:55:48,Debris Flow,Rainfall,17.9,1656,25.15,1168060.0,0,0,2220,13.3,451,7.8,Under Investigation,ISRO
629,58,436,7,2023-09-25 02:21:00,2019-10-02 13:40:19,2018-06-24 14:56:03,Rockfall,Rainfall,33.2,794,10.07,231506.0,0,0,445,18.7,16,5.4,Confirmed,Field Team
630,11,206,1,2019-09-08 16:10:38,2021-08-29 00:42:54,2018-03-20 14:09:33,Mudflow,Unknown,53.0,1041,47.3,1322656.0,2,4,2450,16.8,487,5.9,Under Investigation,Field Team
631,41,142,5,2018-12-30 02:26:34,2022-04-26 03:10:51,2023-04-19 12:25:08,Debris Flow,Undercutting,58.4,2560,0.21,9852.0,2,10,4913,17.7,430,0.7,Under Investigation,GSI
632,30,30,3,2019-12-19 13:12:43,2020-01-24 20:16:21,2023-11-08 21:52:56,Translational Slide,Rainfall,54.0,764,45.08,629478.0,0,0,4873,7.6,376,7.6,Under Investigation,ISRO
633,20,84,2,2022-03-12 06:26:38,2018-02-06 05:35:58,2020-12-26 18:28:25,Complex,Rainfall,56.8,636,1.03,5574.0,10,10,3756,7.3,332,7.7,Confirmed,ISRO
634,59,387,8,2021-04-17 07:24:20,2022-10-07 08:32:48,2018-11-21 22:34:52,Translational Slide,Anthropogenic,56.8,2705,6.73,258956.0,2,0,2883,7.1,347,0.7,Confirmed,Field Team
635,53,360,6,2021-01-19 16:34:09,2021-02-06 22:25:26,2019-09-16 06:08:14,Translational Slide,Rainfall,23.8,3713,6.03,264353.0,1,3,2037,10.4,309,7.9,Under Investigation,Field Team
636,19,300,2,2018-10-29 04:23:37,2018-07-26 08:11:38,2023-11-19 12:11:10,Translational Slide,Undercutting,41.2,3982,15.59,639396.0,20,100,1426,2.7,196,4.5,Confirmed,Field Team
637,61,477,8,2024-05-20 18:26:11,2019-09-25 18:58:47,2024-10-06 23:35:15,Rockfall,Anthropogenic,54.4,2483,9.54,170698.0,2,8,4921,13.1,244,8.7,Preliminary,Satellite
638,33,238,4,2023-07-23 14:39:11,2019-12-09 01:33:55,2020-10-27 19:52:15,Debris Flow,Anthropogenic,22.6,4911,18.67,733142.0,0,0,2023,5.1,381,2.3,Under Investigation,GSI
639,10,65,1,2022-07-07 00:01:00,2019-08-25 19:46:47,2018-10-03 09:47:41,Complex,Earthquake,22.6,624,44.85,681274.0,0,0,3820,18.6,374,9.4,Confirmed,ISRO
640,20,61,2,2018-03-10 06:33:51,2024-08-19 19:34:27,2021-09-02 21:24:19,Rockfall,Unknown,31.8,990,28.79,482188.0,5,20,3850,2.6,69,3.3,Confirmed,District Admin
641,40,497,5,2019-09-12 01:33:11,2019-02-24 19:16:35,2024-12-16 12:08:58,Mudflow,Undercutting,46.6,4132,11.75,490573.0,0,0,3494,8.6,332,9.9,Preliminary,Field Team
642,35,68,4,2018-01-18 02:30:42,2023-11-26 13:36:21,2023-05-22 04:48:48,Complex,Unknown,56.7,3370,18.29,581063.0,0,0,3346,8.2,148,8.6,Confirmed,District Admin
643,16,408,2,2021-06-12 15:16:07,2024-12-09 10:54:25,2019-02-02 00:03:31,Translational Slide,Snowmelt,38.4,1546,35.57,589800.0,20,100,1590,9.6,37,5.2,Preliminary,GSI
644,15,215,2,2018-12-19 18:48:42,2018-10-18 18:12:33,2023-06-07 06:13:29,Debris Flow,Earthquake,15.8,3561,9.05,29000.0,2,8,4782,12.0,414,3.3,Preliminary,District Admin
645,55,230,7,2021-03-19 17:38:00,2019-06-12 07:20:04,2018-01-22 22:53:30,Translational Slide,Anthropogenic,39.4,1265,39.01,982105.0,0,0,4378,8.3,311,1.2,Preliminary,GSI
646,59,353,8,2024-04-01 11:05:30,2021-01-02 11:24:12,2020-11-13 01:38:52,Debris Flow,Undercutting,33.1,1774,34.78,1672559.0,0,0,4858,6.9,0,3.8,Under Investigation,GSI
647,47,378,6,2019-01-26 10:57:53,2019-04-25 12:03:41,2023-07-08 15:00:03,Rotational Slide,Rainfall,39.4,3205,22.65,323695.0,3,9,2996,5.0,367,3.5,Preliminary,GSI
648,35,142,4,2018-03-17 07:38:59,2024-08-07 12:25:49,2019-10-19 23:46:02,Rockfall,Undercutting,61.8,2665,39.44,1094486.0,0,0,197,13.6,283,4.3,Preliminary,GSI
649,43,228,5,2023-12-28 17:00:09,2022-11-27 22:38:13,2020-04-14 23:15:21,Complex,Snowmelt,43.0,2963,19.65,171249.0,2,0,3130,5.6,477,2.3,Preliminary,District Admin
650,17,436,2,2018-03-26 16:58:32,2024-10-14 17:30:02,2024-09-09 05:02:43,Complex,Rainfall,34.1,813,45.01,1725786.0,3,9,348,10.1,47,5.6,Under Investigation,District Admin
651,56,114,7,2018-11-20 02:12:43,2021-02-03 17:21:35,2018-07-12 10:10:51,Translational Slide,Earthquake,26.8,3564,42.82,347600.0,0,0,788,6.7,57,6.1,Preliminary,GSI
652,19,233,2,2019-10-13 04:01:20,2022-01-28 22:17:18,2023-05-22 23:44:50,Debris Flow,Undercutting,24.3,4588,11.37,515564.0,2,6,3910,19.0,395,1.8,Under Investigation,ISRO
653,6,228,1,2018-09-18 09:24:47,2023-06-14 12:26:08,2022-07-27 05:15:20,Complex,Undercutting,45.5,2949,3.76,117544.0,0,0,4723,5.4,186,2.7,Confirmed,ISRO
654,48,197,6,2018-10-29 23:34:19,2022-05-10 16:25:03,2021-09-16 01:25:15,Debris Flow,Snowmelt,29.8,2661,0.92,17779.0,3,9,48,4.3,424,0.6,Confirmed,ISRO
655,47,272,6,2018-12-26 20:40:27,2024-07-30 01:37:07,2019-11-07 01:51:47,Rockfall,Unknown,23.2,3370,13.37,18620.0,1,0,89,17.2,69,0.7,Preliminary,District Admin
656,11,353,1,2020-03-30 14:48:23,2020-02-04 12:02:03,2024-12-27 22:34:27,Debris Flow,Earthquake,33.8,1762,28.46,999219.0,0,0,4706,13.0,178,9.2,Preliminary,District Admin
657,43,165,5,2020-11-21 08:40:37,2021-03-14 10:14:32,2019-01-06 03:35:01,Complex,Undercutting,17.1,488,47.6,149863.0,0,0,4955,5.6,304,4.2,Under Investigation,District Admin
658,34,109,4,2021-03-06 09:48:21,2023-07-14 19:31:03,2021-07-13 22:26:24,Debris Flow,Earthquake,24.4,4358,19.97,417395.0,5,20,3039,3.0,52,8.2,Confirmed,District Admin
659,35,217,4,2018-05-05 14:00:18,2021-12-18 02:23:32,2022-02-04 00:04:23,Rockfall,Unknown,16.1,4354,22.5,728483.0,3,9,131,2.6,117,7.0,Under Investigation,GSI
660,28,255,3,2019-01-20 10:27:03,2018-11-04 06:15:37,2021-08-29 09:28:36,Rotational Slide,Rainfall,44.5,2067,17.41,392802.0,0,0,1468,5.1,374,7.6,Confirmed,GSI
661,44,416,5,2021-08-03 22:58:29,2023-11-20 20:36:34,2022-06-18 13:47:59,Rotational Slide,Unknown,32.6,3421,29.22,486413.0,1,4,654,15.2,219,3.6,Confirmed,Satellite
662,16,100,2,2021-08-13 22:38:31,2023-04-04 01:49:11,2020-09-21 23:44:30,Translational Slide,Unknown,21.9,3548,13.27,449283.0,1,4,56,7.5,125,8.6,Under Investigation,GSI
663,37,96,4,2019-11-03 00:38:23,2020-05-21 21:08:13,2024-05-05 12:18:16,Debris Flow,Earthquake,21.2,3882,21.68,278650.0,0,0,4945,14.0,164,2.8,Confirmed,Field Team
664,60,412,8,2023-02-28 12:39:55,2019-10-16 07:46:34,2021-10-17 20:09:02,Rockfall,Earthquake,50.5,3398,29.73,301901.0,0,0,1939,12.4,294,1.4,Under Investigation,GSI
