change_id,image_before_id,image_after_id,state_id,district_id,lat,lon,area_changed_sqkm,change_type,confidence_score,detection_datetime,ndvi_change,ndwi_change,backscatter_change_db,landslide_indicator,validation_status
195,1849,1172,40,5,27.91142,97.70119,5.87,Vegetation Loss,0.946,2019-08-22 03:20:35,-0.6326,-0.9219,0.3107,1,False Positive
196,1471,2429,1,1,27.5525,90.1257,2.437,Flooding,0.922,2021-03-02 19:28:55,0.1659,-0.8199,0.1482,1,False Positive
197,130,1318,33,4,23.83926,100.19228,0.612,Construction,0.993,2020-09-12 03:00:50,-0.2626,-0.418,0.4924,1,Validated
198,1511,154,53,6,28.17534,91.18126,2.213,Landslide,0.822,2024-07-28 14:38:06,0.0401,-0.4912,0.2072,1,False Positive
199,1472,1115,56,7,29.5031,97.09899,4.729,Flooding,0.724,2022-12-30 18:19:30,-0.4236,-0.5921,0.0539,1,Unvalidated
200,1259,2137,54,6,29.9985,92.03866,3.138,Vegetation Loss,0.517,2023-01-23 08:01:29,-0.6186,0.9989,0.1708,1,Validated
201,1248,2943,50,6,23.82801,92.51454,9.523,Debris Flow,0.779,2020-02-17 09:10:04,-0.2587,-0.1037,0.0385,1,Validated
202,1067,1023,42,5,21.76946,96.9635,1.412,Debris Flow,0.797,2024-10-29 22:50:13,-0.1506,0.8679,0.2682,1,Unvalidated
203,1093,2947,15,2,27.40517,98.42655,3.619,Erosion,0.695,2023-10-31 09:49:32,0.1987,-0.7711,0.0929,1,Validated
204,815,408,11,1,22.56174,90.97034,5.978,Erosion,0.622,2019-07-10 08:42:50,0.23,-0.8987,0.3856,1,Validated
205,1147,775,40,5,27.87909,98.0464,4.129,Debris Flow,0.61,2019-08-06 17:31:03,0.9349,0.2087,0.025,1,Unvalidated
206,106,2022,5,1,24.02113,95.16207,8.948,Vegetation Loss,0.616,2022-02-05 06:53:47,0.9453,-0.4939,0.3875,1,Unvalidated
207,356,898,45,5,28.39418,94.69104,8.437,No Change,0.779,2023-10-25 11:39:09,0.1068,-0.4616,0.3426,0,False Positive
208,2319,2636,28,3,29.4889,93.60393,2.295,Erosion,0.527,2019-01-28 14:05:27,-0.69,0.6808,0.1002,1,Unvalidated
209,1204,2813,37,4,27.17873,95.10084,9.756,Vegetation Loss,0.639,2019-10-17 20:07:29,0.4451,0.8894,0.3288,1,Unvalidated
210,1375,44,14,2,22.16334,92.95611,6.483,Flooding,0.625,2019-03-11 05:19:18,0.3499,0.5069,0.379,1,Unvalidated
211,2497,2860,3,1,27.1511,98.50713,0.728,Landslide,0.907,2022-02-15 18:23:06,-0.986,0.2558,0.3555,1,False Positive
212,432,2292,11,1,22.35602,91.37345,9.639,Debris Flow,0.578,2024-02-06 13:01:04,-0.7162,-0.0769,0.2817,1,Validated
213,2329,2068,59,8,25.25693,92.12647,5.833,Vegetation Loss,0.771,2020-10-12 09:27:42,-0.1969,0.8452,0.3396,1,Unvalidated
214,849,1537,21,2,24.1784,99.28137,6.206,Vegetation Loss,0.641,2018-07-13 12:33:22,0.6354,0.0408,0.3388,1,False Positive
215,2632,1592,6,1,26.63102,97.01297,4.879,Vegetation Loss,0.649,2020-09-10 23:55:26,0.3737,0.7243,0.2657,1,False Positive
216,1686,137,35,4,23.04508,91.36192,9.151,Flooding,0.646,2023-01-18 19:32:08,-0.2305,0.2254,0.2122,1,False Positive
217,1193,471,27,3,25.4918,90.33462,9.629,Vegetation Loss,0.952,2023-04-11 11:42:25,-0.1157,-0.6332,0.3148,1,False Positive
218,1205,2742,36,4,25.03327,90.43411,8.422,No Change,0.581,2022-07-09 22:01:36,0.7841,0.7012,0.1319,0,False Positive
219,1551,2133,61,8,26.29793,89.6941,9.307,Flooding,0.809,2022-07-24 18:23:22,-0.6287,0.0045,0.0065,1,Validated
220,1030,1792,34,4,26.23785,97.78113,5.469,Erosion,0.984,2019-03-25 15:40:17,-0.4741,0.6268,0.2755,1,Unvalidated
221,2923,403,20,2,23.2308,93.6492,5.908,Erosion,0.702,2020-07-04 16:54:00,0.6128,0.9541,0.2114,1,False Positive
222,2713,1340,42,5,22.3555,97.45971,0.775,Erosion,0.865,2021-09-14 02:48:13,0.8756,0.2873,0.2251,1,Unvalidated
223,1378,2636,13,2,26.51488,99.71366,8.806,Construction,0.711,2023-07-30 03:58:30,-0.1087,0.5098,0.4865,1,Unvalidated
224,330,223,32,3,25.62294,95.85067,9.282,No Change,0.801,2020-12-20 09:08:27,-0.3588,0.3803,0.0881,0,Unvalidated
225,1164,709,8,1,24.55049,98.3365,5.28,No Change,0.58,2019-07-05 02:52:08,-0.9519,0.9911,0.0284,0,Validated
226,1250,2453,21,2,23.89701,99.53376,0.298,Landslide,0.903,2022-09-16 01:32:03,-0.2982,-0.7703,0.4815,1,Unvalidated
227,587,999,15,2,26.51918,98.45156,2.487,Flooding,0.509,2020-04-13 22:41:09,0.5362,0.8258,0.1493,1,Unvalidated
228,2068,2796,34,4,25.86084,97.91039,7.753,Landslide,0.973,2022-05-24 02:30:09,-0.8782,0.2779,0.1283,1,Unvalidated
229,81,1753,40,5,28.44534,97.55846,6.092,No Change,0.742,2024-03-22 08:56:30,0.8768,0.7719,0.2273,0,False Positive
230,1111,197,41,5,22.51919,94.06163,9.844,Flooding,0.556,2024-10-13 15:51:05,0.7799,0.1379,0.1787,1,False Positive
231,2980,521,39,4,27.67702,90.842,5.837,No Change,0.789,2018-01-27 05:03:45,-0.2896,-0.0097,0.0326,0,False Positive
232,390,961,35,4,22.87697,91.61693,0.393,No Change,0.779,2020-12-20 14:53:53,-0.5102,-0.1144,0.222,0,False Positive
233,1484,393,48,6,26.5695,95.35984,8.287,Debris Flow,0.72,2022-11-04 18:15:19,0.3474,-0.8983,0.2582,1,Unvalidated
234,2377,1043,34,4,25.63654,97.33453,0.856,Landslide,0.559,2019-05-22 12:59:10,0.3696,0.0938,0.2898,1,Unvalidated
235,668,1671,57,7,23.87749,93.14352,9.976,Vegetation Loss,0.92,2019-05-14 15:07:54,0.9269,-0.9134,0.2985,1,Validated
236,838,742,21,2,23.71802,98.97271,8.847,Construction,0.619,2024-07-17 18:23:49,0.1041,-0.9291,0.2339,1,Validated
237,1396,2935,26,3,23.37048,90.14432,8.706,No Change,0.733,2024-06-17 06:11:57,-0.3702,0.7226,0.3212,0,Unvalidated
238,1106,1257,3,1,26.91725,99.37108,9.653,Debris Flow,0.908,2018-10-10 02:16:29,0.6268,0.5148,0.0104,1,Unvalidated
239,1900,2107,23,3,28.02771,92.06025,3.834,Flooding,0.783,2022-04-28 04:09:09,0.266,0.7013,0.0055,1,Unvalidated
240,1527,1789,29,3,26.40341,98.41153,1.882,Vegetation Loss,0.733,2024-06-20 12:42:40,0.926,-0.8108,0.4959,1,Validated
241,247,392,61,8,27.02238,90.28965,9.697,Flooding,0.525,2022-08-27 14:21:32,0.0207,-0.9072,0.378,1,Unvalidated
242,1487,2356,51,6,29.60344,91.2224,5.796,Vegetation Loss,0.516,2022-07-10 10:22:41,0.3975,-0.1883,0.3155,1,False Positive
243,888,1379,18,2,29.19511,98.75947,2.582,Vegetation Loss,0.559,2018-02-27 21:05:03,-0.5605,0.2185,0.1933,1,False Positive
244,1663,2571,44,5,29.01655,98.37484,1.043,Debris Flow,0.671,2018-04-15 14:23:33,-0.3533,-0.9306,0.0917,1,Unvalidated
245,966,2670,46,5,23.11545,97.4363,0.32,Construction,0.65,2018-09-09 07:29:44,-0.446,-0.1837,0.2682,1,False Positive
246,1498,1852,18,2,28.73991,98.41296,4.586,Vegetation Loss,0.812,2022-12-01 01:03:27,0.4833,0.8589,0.4708,1,False Positive
247,1225,2230,5,1,24.14979,95.46588,0.417,Erosion,0.953,2020-03-18 01:35:22,0.4346,0.8877,0.0118,1,False Positive
248,2860,2135,26,3,23.88431,90.63723,2.634,Vegetation Loss,0.608,2019-05-24 20:46:21,-0.6397,-0.8017,0.33,1,Validated
249,2873,2585,7,1,26.615,91.7784,2.093,Vegetation Loss,0.516,2023-11-26 17:29:23,0.1287,-0.8268,0.3226,1,Validated
250,1502,2489,61,8,27.0786,89.9686,0.223,Construction,0.861,2022-01-19 18:25:22,0.8453,-0.1606,0.1125,1,Unvalidated
251,96,904,29,3,26.43525,98.84097,7.606,Vegetation Loss,0.979,2019-03-24 14:47:12,0.4925,0.3557,0.3536,1,Unvalidated
252,2991,2291,14,2,22.30431,92.89713,5.695,Erosion,0.54,2024-06-19 09:45:00,0.6015,0.6618,0.0334,1,False Positive
253,2163,794,39,4,27.19281,90.8943,8.149,No Change,0.8,2018-05-01 21:04:33,0.8712,-0.4015,0.3961,0,Unvalidated
254,1992,89,7,1,26.38906,91.88856,7.542,Vegetation Loss,0.509,2023-05-30 22:46:16,-0.0709,-0.5069,0.2268,1,Validated
255,781,2633,51,6,29.8661,91.29763,5.141,Debris Flow,0.753,2022-02-09 13:55:19,0.7619,0.2031,0.3219,1,False Positive
256,933,2877,18,2,29.04897,98.55275,0.251,Flooding,0.917,2021-02-27 09:12:07,-0.927,-0.2521,0.0025,1,Unvalidated
257,1094,1784,9,1,27.25094,93.4237,5.632,Landslide,0.81,2018-04-16 14:13:33,-0.9536,0.8407,0.3757,1,Unvalidated
258,963,2874,15,2,27.25887,98.64469,4.726,Flooding,0.507,2019-10-01 04:10:00,-0.2664,-0.563,0.4849,1,Validated
259,1698,2418,40,5,28.03075,97.98332,5.259,Flooding,0.731,2018-04-02 06:00:00,-0.0609,0.438,0.0998,1,False Positive
260,2902,2735,4,1,26.61819,90.4781,1.777,Landslide,0.725,2020-09-02 06:06:21,0.8742,0.9199,0.1352,1,Validated
261,1868,1649,12,1,26.44731,98.54322,0.803,Landslide,0.928,2022-02-22 15:56:58,-0.1859,-0.8762,0.4487,1,Unvalidated
262,1783,465,29,3,25.90853,99.17687,7.601,Debris Flow,0.592,2021-02-09 15:01:06,-0.1806,-0.0167,0.4741,1,Validated
263,1322,605,19,2,24.44551,96.12002,4.171,Landslide,0.693,2018-01-10 11:22:31,-0.1932,-0.1501,0.4497,1,Unvalidated
264,1920,2461,62,8,26.74029,92.04958,4.332,Landslide,0.754,2021-07-06 01:39:57,-0.2827,0.4787,0.1564,1,False Positive
265,789,2044,8,1,24.24148,99.0517,5.689,Construction,0.698,2018-12-21 18:13:30,-0.6391,0.2639,0.0513,1,Unvalidated
266,318,944,7,1,26.36912,92.05549,3.421,Erosion,0.951,2021-02-20 23:56:13,-0.9645,0.5577,0.3515,1,Unvalidated
267,2638,1201,30,3,25.59662,92.67261,7.218,Landslide,0.95,2020-06-15 12:07:30,0.9498,-0.4153,0.0497,1,Validated
268,2620,2515,31,3,28.43015,95.19133,9.492,Erosion,0.514,2023-10-12 00:20:02,0.0372,0.9314,0.2528,1,Unvalidated
269,975,2264,33,4,24.09315,99.66551,5.31,Erosion,0.706,2020-03-18 13:10:50,-0.089,-0.9119,0.0378,1,Unvalidated
270,2502,1053,30,3,25.21665,92.18612,7.199,Vegetation Loss,0.745,2020-02-03 22:12:28,0.7111,-0.9303,0.1569,1,Unvalidated
271,1073,604,30,3,25.2174,93.11928,2.705,Debris Flow,0.937,2024-04-17 20:30:40,-0.9956,-0.2774,0.0371,1,Unvalidated
272,2362,309,46,5,22.75998,97.91482,4.861,Flooding,0.735,2019-01-13 15:51:26,-0.8334,-0.8823,0.2716,1,Validated
273,76,2620,40,5,28.46087,98.18184,0.108,Construction,0.677,2024-06-27 09:17:50,-0.6323,0.5945,0.4118,1,False Positive
274,2489,484,40,5,27.56848,97.92522,6.927,Flooding,0.831,2023-06-10 03:19:31,-0.6567,0.3936,0.0001,1,Validated
275,409,161,19,2,23.78899,96.26679,6.369,Debris Flow,0.697,2022-03-27 20:42:53,0.4605,0.5551,0.4829,1,Unvalidated
276,797,1152,36,4,25.69226,90.57305,8.554,Landslide,0.777,2024-01-30 15:38:56,-0.3384,0.2138,0.319,1,Validated
277,68,1696,15,2,27.42753,98.31379,6.433,Landslide,0.824,2021-10-10 03:55:53,0.5794,-0.6207,0.1567,1,Validated
278,2558,262,51,6,29.60522,91.08919,0.814,Landslide,0.683,2020-06-21 05:05:54,-0.9736,-0.6699,0.1067,1,Unvalidated
279,1649,2060,46,5,23.66206,97.88837,1.698,Debris Flow,0.671,2021-04-13 21:50:02,0.491,0.2723,0.0781,1,Unvalidated
280,2243,1576,46,5,23.43312,97.66013,5.353,Landslide,0.781,2024-12-23 06:03:57,-0.1344,0.2275,0.4931,1,Validated
281,1838,687,41,5,23.31063,94.50556,3.116,No Change,0.834,2019-09-23 07:23:42,-0.2021,-0.01,0.289,0,False Positive
282,821,2542,15,2,26.85069,98.77055,2.419,Flooding,0.957,2018-03-07 18:33:04,-0.0367,0.4079,0.2812,1,False Positive
283,426,2459,11,1,22.92047,90.90472,6.054,Vegetation Loss,0.931,2023-05-13 06:51:51,-0.0366,0.3289,0.2802,1,False Positive
284,873,1162,46,5,23.4633,97.57637,2.383,Landslide,0.945,2022-05-03 10:11:20,-0.8208,-0.5702,0.309,1,Validated
285,1083,776,51,6,29.45084,90.57592,7.617,No Change,0.597,2023-10-28 00:13:56,-0.5643,0.7914,0.214,0,False Positive
286,291,1525,31,3,28.38103,95.4036,1.68,Erosion,0.905,2020-10-12 05:43:08,0.2963,-0.8705,0.0085,1,Unvalidated
287,233,2259,49,6,29.66741,98.72424,4.83,No Change,0.7,2024-09-02 16:56:31,-0.5198,0.0837,0.0223,0,Validated
288,2143,1585,19,2,24.01775,95.89678,3.795,Flooding,0.631,2018-05-08 23:57:24,0.8235,0.8844,0.043,1,Unvalidated
289,1295,2088,6,1,26.35773,97.62498,2.702,Flooding,0.596,2023-12-01 17:57:59,-0.5416,0.4623,0.4547,1,False Positive
290,2231,534,61,8,26.27669,89.647,4.801,Construction,0.553,2019-04-25 12:24:04,0.9021,0.2629,0.0927,1,Validated
291,1839,2001,48,6,26.72977,95.24975,7.872,Landslide,0.832,2020-12-12 05:17:05,0.007,0.1616,0.495,1,False Positive
292,1693,2306,38,4,30.06342,98.53515,3.269,Vegetation Loss,0.948,2022-08-05 23:47:12,0.2102,-0.2923,0.1884,1,False Positive
293,1034,1341,43,5,30.02533,97.25874,6.65,Construction,0.995,2021-11-22 14:32:21,0.0919,0.8773,0.2893,1,False Positive
294,2165,2369,14,2,22.63015,92.46196,1.876,Erosion,0.971,2019-05-09 23:35:47,-0.8753,-0.6082,0.3738,1,False Positive
295,706,1835,34,4,25.68203,97.48363,3.582,Construction,0.862,2021-09-07 14:00:53,0.5671,0.6865,0.4316,1,False Positive
296,2844,2304,22,2,22.27362,95.85504,9.942,No Change,0.951,2022-11-20 06:21:10,-0.0613,-0.725,0.1707,0,Validated
297,925,938,46,5,23.23007,97.40481,8.761,Construction,0.809,2024-11-11 11:20:12,0.2261,-0.0278,0.307,1,Validated
298,579,2325,14,2,22.76313,92.90763,4.836,Vegetation Loss,0.66,2018-12-01 00:20:31,0.7264,0.3493,0.2754,1,False Positive
299,346,101,39,4,26.95135,91.15178,8.848,Construction,0.796,2018-04-20 18:15:34,0.6445,-0.8104,0.0886,1,Validated
300,1201,2499,52,6,28.19656,99.2832,0.272,Debris Flow,0.664,2020-03-30 22:30:01,-0.5195,-0.0679,0.2709,1,Validated
301,1685,2333,58,7,26.76056,94.12261,9.411,No Change,0.846,2020-04-30 23:11:51,0.8356,-0.1718,0.4388,0,Unvalidated
302,926,1534,1,1,27.1926,89.87332,0.27,Landslide,0.95,2022-11-04 14:15:34,0.2299,0.5076,0.2837,1,False Positive
303,278,38,3,1,27.04319,99.04975,9.31,Construction,0.896,2020-10-06 02:11:00,0.009,-0.6052,0.086,1,False Positive
304,54,2643,4,1,26.47742,90.23328,0.811,Debris Flow,0.636,2023-07-15 16:42:15,0.5539,-0.4384,0.0269,1,Validated
305,2657,907,44,5,29.36363,98.8839,2.467,Erosion,0.7,2023-01-12 22:58:49,-0.5965,0.7802,0.388,1,False Positive
306,396,709,45,5,28.33113,94.93279,9.792,Construction,0.786,2021-07-27 10:35:18,-0.0543,-0.7077,0.003,1,False Positive
307,1181,2884,15,2,26.76042,98.72516,0.415,Construction,0.535,2022-05-07 07:39:45,0.7662,0.0422,0.4852,1,False Positive
308,1801,40,23,3,28.20585,91.43787,9.721,Flooding,1.0,2023-10-11 23:37:49,-0.0063,-0.4159,0.3376,1,Unvalidated
309,2457,1156,46,5,23.1387,97.8806,2.15,Vegetation Loss,0.747,2024-08-19 16:38:20,0.8392,0.6274,0.1826,1,False Positive
310,2818,986,14,2,22.3952,93.0066,6.173,No Change,0.908,2022-06-25 17:46:04,-0.106,0.4765,0.2351,0,Validated
311,767,231,48,6,27.13709,94.61744,0.429,Landslide,0.552,2022-07-07 05:08:15,-0.2629,-0.3289,0.3086,1,False Positive
312,2967,821,23,3,27.97995,91.71193,5.787,No Change,0.646,2024-08-14 00:18:31,0.3945,0.0739,0.4243,0,False Positive
313,1495,257,1,1,27.41628,90.62403,5.371,Landslide,0.676,2019-07-19 17:26:42,-0.4436,0.3457,0.2449,1,Validated
314,1361,254,4,1,26.98831,89.83125,4.46,Flooding,0.688,2024-07-29 00:04:02,-0.3601,-0.3871,0.0024,1,Unvalidated
315,1075,70,5,1,24.08413,95.50103,2.261,Construction,0.884,2023-05-08 01:04:51,0.1724,-0.5009,0.1491,1,False Positive
316,2836,121,60,8,24.71163,95.8327,1.295,Landslide,0.676,2022-01-06 03:29:11,-0.9724,-0.6701,0.485,1,False Positive
317,2423,381,2,1,23.78888,90.89997,5.769,Debris Flow,0.727,2023-02-05 05:32:42,0.88,0.5002,0.0616,1,Unvalidated
318,119,1822,39,4,27.62526,91.62549,7.676,Construction,0.94,2019-03-07 10:21:30,-0.822,0.9407,0.487,1,False Positive
319,121,1661,5,1,23.7845,95.14353,2.972,No Change,0.591,2020-08-22 15:08:19,0.8775,-0.8491,0.3328,0,False Positive
320,1957,1308,45,5,28.61481,94.67837,1.998,Construction,0.926,2018-08-29 08:27:41,-0.4978,-0.8501,0.1074,1,Unvalidated
321,321,912,26,3,24.26243,90.0913,3.582,Vegetation Loss,0.831,2022-04-16 12:45:06,-0.6939,-0.7873,0.406,1,Validated
322,2796,1578,57,7,23.15542,92.85014,1.404,Flooding,0.542,2020-03-20 03:01:27,0.83,-0.2804,0.3677,1,Unvalidated
323,1540,2330,24,3,23.77615,98.9949,0.803,Erosion,0.771,2020-03-09 13:17:28,0.6999,0.6544,0.0857,1,Unvalidated
324,1371,1382,51,6,29.8276,91.31258,3.355,Vegetation Loss,0.588,2022-12-23 19:11:25,-0.9018,0.6532,0.1491,1,Validated
325,1418,2222,29,3,25.8686,99.22009,4.97,Landslide,0.972,2019-05-03 00:57:20,-0.4859,0.5946,0.2532,1,Validated
326,736,2474,20,2,22.93877,93.88036,4.31,Landslide,0.599,2019-01-08 23:21:24,0.6088,0.1622,0.4908,1,False Positive
327,2364,65,19,2,24.43236,96.60944,6.329,Erosion,0.84,2020-03-30 10:38:58,-0.034,0.7424,0.3818,1,Unvalidated
328,1215,732,13,2,26.77651,99.81766,4.548,Erosion,0.611,2019-10-08 16:01:29,-0.9893,0.3504,0.2768,1,Unvalidated
329,2710,1225,61,8,27.03371,90.14204,2.843,Construction,0.998,2020-10-29 03:13:42,-0.7709,-0.9636,0.146,1,Unvalidated
330,975,1969,33,4,24.09315,99.66551,3.414,Flooding,0.566,2020-02-09 16:09:16,-0.9139,-0.1358,0.2577,1,Validated
331,2736,751,10,1,23.68346,97.15867,3.792,Landslide,0.741,2024-05-20 11:11:43,0.8577,-0.9612,0.1541,1,Unvalidated
332,1714,1480,12,1,26.51216,97.71074,0.481,Debris Flow,0.844,2023-09-02 12:15:07,0.8708,0.0262,0.173,1,False Positive
333,117,1132,24,3,24.00492,99.37968,8.217,No Change,0.857,2024-06-04 03:18:07,-0.0856,-0.3645,0.1097,0,Validated
334,2722,2925,2,1,24.43786,91.89502,6.705,Debris Flow,0.713,2021-08-16 16:32:30,0.2628,-0.0679,0.2574,1,False Positive
335,2000,2839,61,8,26.38228,89.86802,1.576,Debris Flow,0.811,2021-05-30 00:42:24,0.9337,0.7162,0.1369,1,False Positive
336,2673,1272,11,1,22.89019,90.5403,7.375,Construction,0.78,2018-02-13 22:41:23,-0.1839,-0.0105,0.4576,1,Unvalidated
337,1209,1156,16,2,23.9036,91.16128,6.183,Vegetation Loss,0.684,2021-06-17 20:27:31,0.326,-0.0722,0.1763,1,False Positive
338,2217,1286,7,1,25.96272,92.50641,5.893,Debris Flow,0.879,2018-10-25 20:23:06,-0.3309,-0.3743,0.2674,1,False Positive
339,1189,2943,40,5,28.192,98.17429,9.893,Construction,0.842,2024-02-19 05:49:56,-0.48,-0.3098,0.3384,1,Validated
340,2609,2520,26,3,23.68815,89.99515,9.093,Erosion,0.827,2022-02-20 13:56:02,-0.0483,0.8235,0.0774,1,Unvalidated
341,2051,2195,45,5,28.78807,95.08775,7.453,Flooding,0.634,2023-10-30 08:37:01,0.5219,-0.5642,0.0731,1,False Positive
342,481,1225,16,2,24.00977,91.10763,0.366,Erosion,0.916,2022-12-25 18:34:44,0.7532,-0.9886,0.3017,1,Unvalidated
343,719,1830,10,1,24.04676,97.21956,6.984,Landslide,0.56,2018-01-31 06:47:48,-0.765,0.7298,0.3381,1,Validated
344,1661,2572,15,2,27.20189,98.50753,3.178,Vegetation Loss,0.63,2019-01-16 07:23:17,0.2865,0.4037,0.1695,1,False Positive
345,2658,1598,11,1,22.61104,90.79638,6.304,Erosion,0.816,2023-12-31 05:43:45,0.3108,-0.2228,0.2415,1,Unvalidated
346,752,885,35,4,23.50306,91.40772,9.035,Erosion,0.798,2022-06-19 18:31:16,-0.9283,0.858,0.1119,1,Unvalidated
347,229,1783,42,5,21.81356,97.72042,0.106,Debris Flow,0.513,2019-07-19 09:43:31,0.8069,-0.1348,0.166,1,Validated
348,531,2023,62,8,26.67273,92.74204,6.624,Debris Flow,0.955,2024-06-14 02:58:58,-0.7982,0.9343,0.2355,1,False Positive
349,2739,1521,5,1,23.5013,94.70472,9.443,Construction,0.667,2020-02-02 10:45:08,-0.7107,0.0832,0.2283,1,False Positive
350,1626,2231,54,6,29.82838,91.30974,6.644,Vegetation Loss,0.844,2019-06-11 09:43:46,-0.8815,0.1404,0.0551,1,Validated
351,2992,2379,52,6,28.85983,99.59984,0.797,Landslide,0.767,2019-08-10 06:15:06,0.5411,0.2788,0.3704,1,Unvalidated
352,379,623,57,7,24.0001,92.80311,1.406,Debris Flow,0.761,2018-12-17 13:08:49,0.3596,0.8243,0.1647,1,Unvalidated
353,527,2631,36,4,25.0033,90.95118,4.088,Flooding,0.526,2021-01-21 14:33:04,0.4385,0.2692,0.0145,1,False Positive
354,73,1027,55,7,28.88097,94.47742,7.639,Debris Flow,0.694,2020-04-18 23:36:45,-0.8195,0.395,0.4606,1,Validated
355,89,2346,51,6,29.82661,90.8616,7.806,Flooding,0.758,2021-01-04 05:31:54,0.3438,-0.9686,0.3034,1,False Positive
356,2942,1587,10,1,24.03508,97.19885,8.861,No Change,0.921,2021-02-26 14:30:26,0.7066,0.948,0.2489,0,Unvalidated
357,2994,1893,1,1,26.99734,90.57013,0.083,Vegetation Loss,0.797,2024-08-10 12:38:15,0.3444,0.3744,0.4815,1,False Positive
358,2051,2903,45,5,28.78807,95.08775,6.481,Debris Flow,0.56,2024-06-09 04:55:12,-0.6576,-0.948,0.0728,1,Validated
359,2848,774,4,1,26.54595,90.43698,3.6,Debris Flow,0.934,2022-04-16 04:12:21,0.7068,-0.4407,0.1652,1,False Positive
360,2272,2705,1,1,26.88418,90.48884,3.485,Debris Flow,0.78,2019-01-02 14:39:00,-0.3743,0.3615,0.0438,1,Unvalidated
361,508,181,1,1,27.37333,90.65806,7.563,Erosion,0.871,2024-01-08 19:40:11,0.8883,0.1826,0.311,1,Unvalidated
362,1538,1939,33,4,23.87532,100.01075,7.772,Erosion,0.94,2019-01-09 18:01:04,0.8891,0.3399,0.399,1,Unvalidated
363,569,1739,14,2,22.86356,93.33428,8.894,Vegetation Loss,0.791,2022-08-02 19:18:48,-0.6413,0.6493,0.1939,1,False Positive
364,1515,2432,14,2,22.18494,92.86346,2.346,Construction,0.582,2020-04-17 03:42:25,0.7919,-0.3211,0.365,1,False Positive
365,2577,941,26,3,24.17595,90.3022,2.867,Landslide,0.787,2018-09-10 09:00:46,0.2671,0.4535,0.2397,1,Validated
366,1391,1882,43,5,29.62899,97.64976,9.01,Debris Flow,0.587,2020-10-28 12:51:52,0.1431,-0.0073,0.148,1,Validated
367,1037,832,1,1,26.79858,90.43439,4.333,Erosion,0.755,2021-04-18 22:12:49,0.4842,-0.8338,0.2337,1,Validated
368,1100,1723,10,1,23.31844,97.43029,4.488,No Change,0.972,2024-09-03 15:45:19,0.341,-0.9017,0.0628,0,Unvalidated
369,2469,1652,58,7,26.72481,94.59935,1.751,Landslide,0.741,2020-04-05 10:23:41,-0.6821,-0.5631,0.3066,1,False Positive
370,1671,960,52,6,28.83153,99.55907,0.011,Flooding,0.882,2018-01-08 00:36:41,0.0587,-0.9775,0.1543,1,False Positive
371,2806,622,62,8,26.94677,92.09194,1.793,Flooding,0.766,2020-07-16 04:03:55,-0.4398,0.0542,0.378,1,False Positive
372,2129,1792,5,1,23.43778,94.58273,9.811,Construction,0.665,2022-05-05 20:50:03,-0.3932,0.8342,0.4738,1,Validated
373,2272,2233,1,1,26.88418,90.48884,2.656,Landslide,0.77,2020-06-01 12:32:57,0.5962,-0.591,0.3594,1,False Positive
374,2282,95,12,1,27.06671,98.28765,8.408,Landslide,0.592,2024-06-30 16:18:24,-0.8202,0.5716,0.3245,1,Unvalidated
375,2638,22,30,3,25.59662,92.67261,4.23,Flooding,0.65,2023-01-04 10:23:24,0.8019,-0.8486,0.2899,1,False Positive
376,1969,1149,32,3,25.91629,96.06128,6.34,Erosion,0.756,2022-04-10 17:42:45,0.2879,-0.8794,0.2724,1,Validated
377,1920,1181,62,8,26.74029,92.04958,5.727,Construction,0.831,2022-12-27 18:29:07,-0.1041,-0.5398,0.3792,1,False Positive
378,2106,524,6,1,26.13554,97.25019,7.924,Construction,0.738,2023-12-09 18:40:26,0.7067,0.4619,0.1036,1,Unvalidated
379,432,114,11,1,22.35602,91.37345,1.838,Landslide,0.812,2023-03-23 10:37:51,-0.8913,0.1336,0.0756,1,Unvalidated
380,2997,539,38,4,29.86919,98.32802,5.458,No Change,0.582,2018-08-29 14:54:13,-0.0621,0.9099,0.1103,0,Validated
381,2575,1374,53,6,28.16118,91.22464,4.714,Landslide,0.651,2019-04-05 08:54:52,-0.2871,-0.0073,0.3733,1,Validated
382,482,1629,18,2,29.20318,98.94271,7.499,Vegetation Loss,0.945,2022-09-29 03:59:51,0.9889,-0.194,0.3849,1,Validated
383,2546,605,35,4,23.29668,91.61958,2.926,No Change,0.81,2018-11-20 03:24:57,-0.8362,0.9814,0.2389,0,Unvalidated
384,1448,1082,26,3,23.81774,90.77962,0.17,Construction,0.921,2024-08-20 01:31:21,-0.4705,-0.8651,0.0265,1,Unvalidated
385,2408,1541,27,3,24.98547,91.04987,7.768,Flooding,0.933,2022-01-29 03:45:46,0.5432,-0.5189,0.2493,1,Validated
386,2425,2938,15,2,26.6623,98.63636,7.691,Erosion,0.759,2021-10-29 10:14:10,0.7573,0.955,0.339,1,False Positive
387,1735,2225,9,1,27.85856,93.22287,8.97,Vegetation Loss,0.847,2024-11-21 23:18:06,0.879,0.6475,0.3162,1,Unvalidated
388,1736,2574,22,2,22.20465,95.93017,1.644,Erosion,0.92,2020-02-17 02:47:25,-0.3467,-0.7859,0.3775,1,Unvalidated
389,1334,174,29,3,25.50678,99.23831,0.453,Vegetation Loss,0.818,2021-01-19 14:34:51,0.7387,-0.9685,0.0406,1,False Positive
