record_id,district_id,state_id,station_id,datetime,rainfall_1h_mm,rainfall_3h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_7d_mm,rainfall_30d_mm,antecedent_rainfall_mm,rainfall_intensity_percentile,threshold_exceeded,source
219,18,2,STN004,2020-01-08 21:29:13,25.8,27.8,35.9,140.9,968.6,5404.8,279.2,2.6,1,Manual
220,1,1,STN002,2021-04-11 04:12:05,10.9,28.3,67.9,222.3,1676.8,12767.3,258.6,1.7,1,IMD
221,20,2,STN034,2019-05-25 22:02:36,2.7,10.5,29.6,60.4,377.2,4340.0,108.8,1.4,0,Manual
222,29,3,STN049,2023-06-12 19:28:56,2.3,7.9,22.8,33.1,286.3,1991.0,340.0,1.7,0,AWS
223,34,4,STN007,2022-03-15 02:34:10,6.7,24.0,33.0,84.0,260.8,3698.6,426.0,2.3,0,Manual
224,56,7,STN007,2023-08-29 10:11:55,4.5,13.2,31.3,104.0,859.8,9403.3,39.6,1.1,1,Manual
225,38,4,STN003,2020-09-25 01:59:32,1.3,3.0,7.4,25.8,119.4,792.8,370.9,3.3,0,Radar_Derived
226,25,3,STN007,2021-10-18 00:52:45,14.4,36.5,57.1,183.8,1668.6,21931.5,368.5,0.8,1,AWS
227,42,5,STN017,2021-03-26 13:45:18,0.4,1.5,1.6,6.1,32.4,458.9,173.3,1.3,0,Manual
228,39,4,STN045,2020-05-11 11:55:21,7.1,8.8,9.9,32.4,99.6,481.1,219.3,6.7,0,Manual
229,20,2,STN029,2023-01-26 20:31:59,6.8,14.4,39.6,83.5,754.4,3326.7,108.4,2.5,0,Radar_Derived
230,10,1,STN019,2024-07-31 07:30:38,6.3,7.0,13.9,43.5,391.2,5364.3,299.9,0.8,0,Manual
231,36,4,STN020,2024-05-20 22:47:26,6.2,11.1,27.1,99.7,547.5,2513.5,338.9,4.0,0,Manual
232,51,6,STN027,2023-06-25 03:09:21,4.5,7.5,21.0,79.6,653.7,5341.5,131.8,1.5,0,IMD
233,25,3,STN020,2019-05-23 04:58:49,42.5,105.1,247.9,543.4,1944.7,7298.5,141.5,7.4,1,Manual
234,61,8,STN008,2020-04-07 08:06:31,23.7,69.0,75.8,152.9,1480.5,10417.8,120.3,1.5,1,Manual
235,23,3,STN023,2024-12-24 10:56:53,4.5,10.4,14.3,19.6,194.8,2819.9,331.8,0.7,0,AWS
236,24,3,STN043,2023-06-05 22:55:48,5.4,13.6,28.8,96.4,467.4,1445.8,494.3,6.7,0,IMD
237,2,1,STN033,2022-09-06 22:03:18,2.2,5.3,9.2,18.3,105.6,723.6,79.3,2.5,0,Radar_Derived
238,38,4,STN015,2020-07-02 12:35:24,21.8,72.7,162.3,632.4,5668.0,62454.3,210.1,1.0,1,Manual
239,42,5,STN044,2018-04-11 02:02:23,4.6,15.1,21.0,25.9,74.2,971.6,86.6,2.7,0,AWS
240,26,3,STN019,2018-07-18 01:39:45,2.1,6.4,9.4,15.5,101.8,602.2,293.7,2.6,0,AWS
241,59,8,STN001,2020-08-25 17:35:40,5.9,8.9,20.6,79.4,514.3,5338.1,264.1,1.5,0,Manual
242,61,8,STN029,2023-10-30 03:48:48,5.3,12.5,22.6,73.3,306.7,4023.9,67.6,1.8,0,IMD
243,35,4,STN015,2021-05-09 16:44:05,2.1,3.3,8.4,19.4,113.4,542.8,408.1,3.6,0,Manual
244,18,2,STN002,2020-11-21 14:41:35,2.2,6.7,8.9,22.1,189.3,1491.2,221.2,1.5,0,Manual
245,34,4,STN006,2024-03-01 15:28:52,19.3,35.1,74.9,144.8,899.5,9863.0,153.0,1.5,1,Manual
246,25,3,STN040,2020-06-08 18:39:45,4.1,5.2,8.6,29.4,153.7,1666.6,98.0,1.8,0,Manual
247,1,1,STN010,2022-04-01 18:48:00,18.8,71.7,187.2,337.9,3257.8,24965.2,209.1,1.4,1,IMD
248,62,8,STN008,2024-01-12 05:53:08,8.6,29.0,43.1,142.9,1006.2,13656.4,68.2,1.0,1,Radar_Derived
249,36,4,STN032,2019-07-17 05:57:03,2.6,4.2,8.3,22.2,92.3,1363.7,337.7,1.6,0,IMD
250,14,2,STN033,2022-08-22 15:58:19,12.3,48.8,142.9,355.4,1406.3,19883.5,393.6,1.8,1,Manual
251,38,4,STN025,2021-08-26 21:49:28,10.9,32.2,75.1,253.3,1260.1,15894.5,251.2,1.6,1,IMD
252,4,1,STN023,2021-10-13 02:54:47,1.4,3.1,7.7,22.8,93.2,565.3,300.8,4.0,0,AWS
253,62,8,STN027,2020-07-07 05:29:02,4.6,6.1,17.8,36.8,333.5,4200.6,88.8,0.9,0,IMD
254,19,2,STN010,2018-12-26 21:32:27,5.9,14.0,16.8,35.4,85.2,588.7,315.8,6.0,0,IMD
255,37,4,STN034,2021-11-24 21:42:01,16.3,36.3,81.8,139.6,632.8,8369.8,159.8,1.7,1,IMD
256,41,5,STN017,2020-02-08 05:53:11,12.4,31.0,88.6,327.6,1731.7,25873.7,93.1,1.3,1,Radar_Derived
257,43,5,STN038,2018-07-15 08:08:13,2.3,3.0,5.4,20.3,161.4,1463.1,485.3,1.4,0,Radar_Derived
258,3,1,STN003,2022-01-29 04:08:38,0.9,1.6,3.1,10.9,89.7,1257.6,290.2,0.9,0,Radar_Derived
259,24,3,STN040,2024-09-17 00:21:54,1.4,1.5,2.0,5.7,31.0,449.2,400.9,1.3,0,AWS
260,21,2,STN033,2020-03-04 01:19:55,0.1,0.2,0.5,1.6,7.9,44.6,214.1,3.6,0,IMD
261,39,4,STN049,2019-09-20 04:06:25,8.0,18.9,31.7,120.7,1036.2,4479.3,499.2,2.7,1,AWS
262,62,8,STN010,2018-06-29 09:15:05,9.4,21.9,32.8,41.4,219.8,1744.1,199.1,2.4,0,IMD
263,12,1,STN015,2020-04-04 12:05:57,5.3,11.0,22.2,50.1,158.5,1338.4,165.9,3.7,0,AWS
264,27,3,STN030,2019-07-23 01:43:15,5.2,19.1,47.7,68.3,532.2,2316.6,3.9,2.9,0,Manual
265,58,7,STN048,2022-11-24 17:31:02,5.6,5.6,10.8,13.3,34.2,175.6,348.9,7.6,0,IMD
266,55,7,STN025,2023-02-02 22:38:12,16.6,65.0,112.4,380.7,2510.6,14450.1,348.1,2.6,1,AWS
267,2,1,STN041,2022-02-26 08:33:18,13.2,41.0,120.4,435.0,2326.7,20188.7,28.0,2.2,1,Radar_Derived
268,38,4,STN019,2020-02-11 04:55:06,12.3,20.7,26.8,41.0,306.2,2433.4,264.2,1.7,0,Manual
269,41,5,STN044,2021-09-17 23:07:36,0.2,0.6,1.0,3.6,26.0,98.2,355.0,3.7,0,IMD
270,50,6,STN021,2019-02-08 01:38:14,2.1,4.6,8.0,13.9,136.8,743.8,119.1,1.9,0,Manual
271,31,3,STN046,2022-02-17 22:19:12,6.3,22.8,22.9,79.2,728.5,3230.3,385.5,2.5,0,Manual
272,15,2,STN029,2023-01-13 01:40:41,1.6,5.4,5.5,21.4,88.9,332.3,409.5,6.4,0,Manual
273,46,5,STN045,2024-12-24 05:35:57,11.4,38.9,106.0,398.7,2799.1,27388.5,235.4,1.5,1,Radar_Derived
274,42,5,STN035,2022-03-13 12:33:06,6.1,17.2,30.1,62.1,171.1,2467.6,118.4,2.5,0,AWS
275,2,1,STN049,2018-10-11 01:43:22,12.8,47.1,102.6,341.0,2336.7,22381.7,123.7,1.5,1,IMD
276,32,3,STN038,2020-05-17 12:18:41,6.9,17.6,42.7,75.7,333.1,2541.0,352.1,3.0,0,Manual
277,60,8,STN023,2019-09-04 23:21:36,2.3,8.1,15.7,47.0,414.5,6170.1,432.5,0.8,0,IMD
278,37,4,STN017,2022-05-25 05:55:00,6.3,22.9,37.6,54.2,516.8,2680.9,55.3,2.0,0,AWS
279,27,3,STN002,2019-06-12 20:42:24,15.5,53.6,60.6,162.6,991.9,13273.0,369.8,1.2,1,IMD
280,39,4,STN015,2022-11-21 00:37:41,0.7,1.3,2.8,9.6,24.4,210.0,24.5,4.6,0,AWS
281,9,1,STN032,2022-07-22 21:10:33,0.2,0.8,2.1,6.3,39.0,334.6,245.5,1.9,0,Radar_Derived
282,51,6,STN004,2018-12-13 08:42:37,6.2,19.2,38.7,141.0,395.4,3858.3,213.4,3.7,1,Radar_Derived
283,20,2,STN028,2018-04-26 15:28:12,10.1,39.2,67.6,208.6,1356.6,5894.2,296.4,3.5,1,AWS
284,10,1,STN003,2021-12-21 03:13:23,5.1,18.2,44.7,121.0,956.9,8147.8,141.2,1.5,1,AWS
285,23,3,STN003,2018-07-19 15:22:06,5.5,17.8,49.1,155.5,828.6,7187.8,181.6,2.2,1,IMD
286,36,4,STN009,2019-04-08 15:46:31,3.0,7.0,20.7,51.7,354.5,2653.7,492.5,1.9,0,Manual
287,42,5,STN036,2021-06-11 06:34:15,4.7,13.2,28.8,93.7,320.4,1517.1,18.0,6.2,0,IMD
288,40,5,STN013,2018-09-10 22:24:57,2.9,8.5,10.6,22.7,134.5,1335.3,284.3,1.7,0,AWS
289,14,2,STN024,2020-09-05 21:02:13,9.9,17.2,36.3,96.9,224.5,2401.4,265.2,4.0,0,Radar_Derived
290,24,3,STN015,2020-08-22 10:53:21,2.0,6.1,6.7,18.7,78.8,755.4,245.5,2.5,0,Radar_Derived
291,33,4,STN008,2019-04-11 05:35:10,5.2,18.5,40.3,75.4,373.0,3142.4,285.3,2.4,0,AWS
292,52,6,STN009,2019-07-17 18:14:05,5.8,13.8,25.7,95.5,197.2,1169.7,325.5,8.2,0,Radar_Derived
293,24,3,STN049,2018-08-16 10:20:30,11.8,29.3,57.6,203.6,535.7,3539.8,37.1,5.8,1,AWS
294,43,5,STN020,2020-05-17 09:41:20,2.3,4.0,11.4,14.0,105.3,941.3,15.8,1.5,0,AWS
295,58,7,STN030,2019-10-09 01:39:17,7.2,23.0,31.7,88.0,777.7,6539.3,176.2,1.3,0,Radar_Derived
296,12,1,STN040,2020-11-16 06:12:36,1.1,2.9,8.1,27.3,267.9,3396.7,268.6,0.8,0,Manual
297,2,1,STN026,2024-06-03 08:14:49,25.6,75.0,115.9,394.7,980.3,11373.7,7.8,3.5,1,AWS
298,55,7,STN032,2024-08-25 15:16:39,2.1,3.9,8.5,11.4,110.1,471.4,262.3,2.4,0,IMD
299,33,4,STN035,2024-11-23 13:39:57,27.8,81.3,116.1,170.3,1495.3,15748.3,122.7,1.1,1,Radar_Derived
300,62,8,STN021,2020-05-10 16:19:50,7.0,20.3,24.4,48.2,289.0,3832.5,149.8,1.3,0,Manual
301,26,3,STN004,2019-01-14 13:18:53,27.0,82.7,146.3,278.8,2656.0,36926.6,141.9,0.8,1,AWS
302,1,1,STN012,2019-05-21 07:21:45,2.9,6.3,15.2,22.9,167.4,1646.4,2.0,1.4,0,IMD
303,49,6,STN029,2020-10-05 21:18:14,3.2,6.9,7.8,30.1,210.5,1491.7,463.1,2.0,0,Radar_Derived
304,44,5,STN004,2018-07-27 13:03:50,15.7,59.3,121.6,481.0,1160.1,11528.0,386.9,4.2,1,IMD
305,26,3,STN013,2021-10-13 04:04:16,10.0,32.1,79.6,79.7,268.1,1740.7,53.3,4.6,0,Manual
306,26,3,STN005,2022-04-18 16:02:57,9.3,21.5,50.1,63.0,494.9,6873.3,134.9,0.9,0,AWS
307,14,2,STN044,2020-03-18 13:25:23,13.1,13.6,27.7,109.2,740.2,10401.5,164.4,1.0,1,Radar_Derived
308,45,5,STN049,2021-08-01 17:07:28,10.4,13.5,23.6,57.1,192.1,713.6,164.6,8.0,0,Manual
309,38,4,STN012,2019-11-29 02:52:37,19.9,58.3,70.3,130.0,853.2,11881.5,135.2,1.1,1,IMD
310,19,2,STN008,2021-03-10 00:48:05,2.4,6.1,10.5,32.7,301.2,3003.9,290.2,1.1,0,Manual
311,55,7,STN011,2022-08-16 10:09:00,23.6,82.3,217.4,237.3,1329.3,18185.3,76.1,1.3,1,Manual
312,45,5,STN020,2022-11-21 19:32:32,32.3,70.2,121.3,229.5,595.1,5659.1,231.7,4.1,1,IMD
313,16,2,STN043,2022-04-29 14:56:42,4.0,11.3,13.6,30.6,295.4,3345.8,288.4,0.9,0,Manual
314,13,2,STN010,2019-04-11 17:41:01,22.3,28.9,32.5,63.2,195.9,828.3,201.3,7.6,0,AWS
315,57,7,STN016,2021-04-02 05:34:16,27.2,106.6,261.7,377.5,2949.1,34850.4,125.9,1.1,1,AWS
316,61,8,STN026,2023-05-07 02:40:15,69.8,102.9,307.7,596.8,5668.6,82820.0,440.6,0.7,1,AWS
317,16,2,STN035,2022-10-03 14:51:02,16.8,40.7,43.1,143.0,994.2,11712.6,325.9,1.2,1,Radar_Derived
318,41,5,STN046,2022-10-14 22:25:58,6.3,7.3,15.2,55.2,492.5,4354.5,67.0,1.3,0,IMD
319,29,3,STN042,2021-10-16 05:50:18,18.5,21.4,31.7,52.5,120.0,1499.6,427.2,3.5,0,IMD
320,45,5,STN044,2024-09-16 22:55:31,34.0,48.8,126.7,432.4,1340.7,8470.7,216.1,5.1,1,Manual
321,57,7,STN005,2022-11-25 23:51:42,44.9,124.7,176.4,270.5,2700.9,22182.0,362.0,1.2,1,AWS
322,38,4,STN036,2021-07-30 22:11:14,8.1,10.6,22.3,75.5,459.8,2431.7,190.7,3.1,0,AWS
323,43,5,STN041,2019-11-13 14:35:41,5.6,6.0,16.6,53.3,123.5,638.2,438.2,8.4,0,Manual
324,58,7,STN030,2020-08-04 02:33:39,9.2,25.2,28.8,35.8,193.7,1926.0,93.5,1.9,0,IMD
325,42,5,STN013,2021-07-29 07:19:45,6.3,7.4,7.5,18.1,160.0,1738.4,247.8,1.0,0,Manual
326,1,1,STN047,2024-04-06 17:58:49,23.3,62.9,145.8,412.4,3439.0,26803.5,391.1,1.5,1,Radar_Derived
327,25,3,STN033,2022-09-01 22:26:08,14.6,25.0,71.7,246.3,2289.5,16715.3,305.4,1.5,1,Manual
328,36,4,STN018,2022-01-10 08:47:10,1.8,3.8,6.3,8.2,70.0,902.6,354.0,0.9,0,Manual
329,40,5,STN005,2021-12-08 09:06:37,5.3,15.8,27.0,101.6,775.4,10856.2,13.0,0.9,1,Radar_Derived
330,32,3,STN020,2021-11-04 03:43:14,37.9,129.6,240.8,531.1,2572.6,26407.4,471.4,2.0,1,Manual
331,47,6,STN002,2020-10-28 02:31:15,6.9,26.0,33.4,57.2,175.9,2356.0,243.4,2.4,0,Radar_Derived
332,56,7,STN003,2020-03-24 21:11:13,10.0,26.3,33.7,41.8,104.7,1309.7,263.2,3.2,0,AWS
333,23,3,STN020,2022-12-21 23:43:54,13.8,50.1,145.7,198.2,1828.4,15166.3,158.6,1.3,1,Radar_Derived
334,16,2,STN049,2023-08-02 06:04:05,3.7,13.0,18.4,73.1,207.7,663.3,267.5,11.0,0,Radar_Derived
335,11,1,STN016,2018-08-09 13:46:49,4.1,16.0,44.4,134.1,296.5,1725.2,463.9,7.8,1,IMD
336,33,4,STN002,2020-09-24 22:26:19,7.9,16.7,19.8,22.0,51.8,197.5,76.5,11.1,0,IMD
337,46,5,STN017,2018-04-08 17:05:28,0.5,1.3,3.8,4.5,31.8,275.0,222.8,1.6,0,AWS
338,12,1,STN049,2018-09-21 09:36:38,8.5,30.5,82.6,134.5,407.1,1321.9,93.9,10.2,1,Manual
339,43,5,STN032,2020-11-13 06:46:13,3.7,5.1,5.5,11.5,103.1,1305.0,147.1,0.9,0,Radar_Derived
340,1,1,STN005,2018-02-19 20:18:07,2.2,3.7,6.4,24.8,139.9,929.2,23.7,2.7,0,Radar_Derived
341,49,6,STN010,2019-06-08 21:14:38,32.2,73.1,198.9,612.1,1863.1,7491.6,188.9,8.2,1,IMD
342,46,5,STN034,2024-09-23 17:37:35,6.9,18.4,49.6,117.1,631.0,7462.6,458.9,1.6,1,IMD
343,14,2,STN033,2023-05-22 14:42:04,1.4,2.3,4.8,12.5,82.4,855.0,321.6,1.5,0,AWS
344,3,1,STN018,2023-09-07 15:14:02,3.2,4.3,6.5,13.2,79.3,1122.3,404.2,1.2,0,IMD
345,42,5,STN048,2023-02-12 23:14:17,1.2,3.2,7.6,19.0,186.1,2026.2,389.4,0.9,0,IMD
346,16,2,STN041,2019-03-15 11:56:31,16.3,41.2,92.3,343.5,978.4,14493.5,318.8,2.4,1,AWS
347,43,5,STN026,2019-07-29 01:23:57,3.3,6.3,8.7,14.8,51.2,203.5,281.8,7.3,0,Manual
348,2,1,STN027,2020-07-22 16:20:54,5.5,13.0,16.6,19.3,110.9,1177.6,383.9,1.6,0,AWS
349,30,3,STN036,2021-02-17 05:03:43,22.6,46.9,107.8,340.3,2738.1,30352.5,133.5,1.1,1,IMD
350,29,3,STN049,2023-10-16 22:37:43,5.3,12.7,37.3,135.2,852.4,10765.7,463.6,1.3,1,AWS
351,42,5,STN046,2019-07-09 03:48:59,0.3,0.3,0.8,2.4,5.0,31.6,384.5,7.6,0,Manual
352,32,3,STN049,2018-10-06 03:50:11,3.5,4.6,8.7,26.2,165.0,525.9,471.8,5.0,0,IMD
353,61,8,STN002,2021-06-26 17:27:26,6.6,16.9,25.6,46.6,451.1,2035.8,146.2,2.3,0,Radar_Derived
354,4,1,STN045,2020-11-25 18:35:26,6.3,8.5,8.8,11.9,67.9,838.1,115.5,1.4,0,AWS
355,21,2,STN030,2018-07-12 22:18:42,3.5,11.8,12.5,21.7,96.9,728.2,211.6,3.0,0,Radar_Derived
356,43,5,STN017,2024-09-26 21:03:48,2.4,8.0,12.2,47.4,289.5,1219.7,232.0,3.9,0,AWS
357,17,2,STN026,2024-06-07 05:18:29,0.2,0.7,0.9,3.4,25.3,93.9,255.8,3.6,0,Manual
358,16,2,STN009,2020-10-10 02:52:16,25.6,78.5,206.5,266.5,2211.2,11039.7,183.6,2.4,1,IMD
359,58,7,STN031,2018-08-21 00:15:17,2.8,9.2,14.2,45.2,146.3,1998.4,403.0,2.3,0,Radar_Derived
360,19,2,STN002,2021-09-16 06:24:08,3.8,13.8,32.3,52.2,134.9,949.5,54.6,5.5,0,IMD
361,8,1,STN038,2018-04-21 20:08:01,4.8,11.8,17.6,38.8,258.6,939.5,16.5,4.1,0,AWS
362,12,1,STN005,2021-06-20 08:10:41,20.0,67.1,125.8,498.0,1969.5,23731.4,408.2,2.1,1,Manual
363,43,5,STN009,2021-07-18 13:07:07,17.9,23.7,56.2,168.8,1176.4,13628.7,155.5,1.2,1,AWS
364,27,3,STN045,2018-12-16 17:17:54,17.5,34.0,63.8,211.9,1912.0,18018.3,77.1,1.2,1,AWS
365,47,6,STN042,2022-02-19 01:34:06,3.1,8.8,23.2,68.9,671.1,3486.8,95.8,2.0,0,AWS
366,23,3,STN036,2022-02-26 18:14:52,4.3,5.0,7.1,21.4,202.5,1417.3,322.4,1.5,0,IMD
367,22,2,STN002,2023-07-24 10:02:55,6.9,20.7,24.3,74.3,678.6,8723.6,404.1,0.9,0,Manual
368,17,2,STN019,2019-06-23 11:11:17,12.2,29.5,58.3,102.6,844.3,5303.6,195.3,1.9,1,AWS
369,3,1,STN020,2022-10-16 09:51:03,0.5,0.5,1.1,4.0,37.6,288.8,273.2,1.4,0,AWS
370,62,8,STN048,2023-02-17 11:51:23,16.2,40.3,88.2,296.0,2523.3,24601.3,451.6,1.2,1,Manual
371,42,5,STN025,2018-03-26 18:06:08,1.3,4.8,7.2,17.3,153.6,927.6,488.9,1.9,0,AWS
372,39,4,STN028,2018-06-28 02:48:27,0.6,2.1,4.7,18.6,70.3,921.6,371.6,2.0,0,Radar_Derived
373,2,1,STN029,2024-04-27 04:25:08,4.5,17.2,44.5,138.8,607.0,2726.9,197.1,5.1,1,IMD
374,14,2,STN009,2022-03-03 01:41:52,2.6,7.9,18.8,51.8,205.8,2184.7,254.3,2.4,0,Manual
375,61,8,STN018,2019-09-26 14:35:36,4.4,13.5,20.1,25.6,225.5,2277.2,132.3,1.1,0,Radar_Derived
376,47,6,STN017,2021-10-08 09:38:44,13.8,28.5,64.0,225.8,1775.8,23991.3,86.7,0.9,1,AWS
377,47,6,STN007,2023-07-13 22:55:18,11.4,40.9,106.4,246.7,703.5,4040.2,425.0,6.1,1,Manual
378,58,7,STN002,2019-10-24 06:38:13,5.0,15.0,18.9,40.9,232.9,3264.7,135.3,1.3,0,IMD
379,50,6,STN043,2021-02-07 01:17:46,25.6,51.4,89.1,110.7,710.6,4105.0,39.7,2.7,1,IMD
380,62,8,STN002,2021-12-05 00:08:45,20.4,28.4,69.2,102.8,597.7,6454.1,339.6,1.6,1,Manual
381,38,4,STN023,2019-11-27 16:45:08,5.8,22.0,40.5,99.0,414.1,2267.3,105.1,4.4,0,Manual
382,14,2,STN049,2020-07-27 20:56:29,2.2,7.4,18.0,46.1,171.8,1377.6,373.1,3.3,0,AWS
383,6,1,STN023,2019-05-06 01:00:08,4.8,11.9,29.9,36.0,127.8,1346.5,125.7,2.7,0,Radar_Derived
384,62,8,STN037,2022-04-17 10:13:55,6.9,14.4,24.7,43.1,420.5,3058.4,2.2,1.4,0,AWS
385,5,1,STN036,2023-01-31 07:01:42,16.6,65.8,72.6,208.2,1817.7,15641.1,425.0,1.3,1,AWS
386,7,1,STN009,2024-11-12 15:12:56,29.3,112.0,278.2,709.9,1713.3,25261.7,80.0,2.8,1,Radar_Derived
387,43,5,STN024,2024-10-20 20:53:57,11.9,30.7,56.0,176.3,353.0,1308.0,75.4,13.5,1,IMD
388,36,4,STN042,2023-05-11 02:55:10,28.8,39.3,85.2,277.6,1175.4,6064.9,298.1,4.6,1,Manual
389,37,4,STN027,2018-06-04 04:15:13,0.8,1.6,3.6,12.0,83.9,978.2,473.0,1.2,0,IMD
390,30,3,STN024,2022-12-30 19:01:12,1.8,1.9,5.5,14.2,34.8,285.6,1.5,5.0,0,Manual
391,61,8,STN005,2023-03-20 10:00:10,31.0,99.3,123.5,205.4,450.3,3748.5,312.6,5.5,1,Radar_Derived
392,32,3,STN042,2021-12-02 16:44:50,6.6,13.3,27.7,106.6,217.4,1536.0,376.5,6.9,1,Manual
393,22,2,STN003,2021-04-30 19:53:58,5.8,21.5,38.3,109.8,814.4,3693.5,89.0,3.0,1,Radar_Derived
394,62,8,STN022,2019-03-04 17:58:07,3.4,10.4,11.2,37.9,354.4,3833.1,135.2,1.0,0,Manual
395,59,8,STN003,2020-11-27 12:09:06,6.7,14.5,33.7,127.6,872.6,4724.5,287.0,2.7,1,Manual
396,7,1,STN028,2022-03-27 14:16:02,5.8,21.4,45.4,164.8,882.6,8057.2,417.0,2.0,1,Manual
397,35,4,STN021,2023-01-03 08:39:04,31.6,39.8,71.3,244.8,1344.9,14381.4,489.2,1.7,1,Manual
398,61,8,STN006,2023-08-27 14:39:15,10.6,24.9,55.3,107.9,608.1,2206.6,483.5,4.9,1,Manual
399,37,4,STN014,2019-03-25 13:47:17,4.4,13.2,27.0,38.9,356.0,5263.9,493.3,0.7,0,Radar_Derived
400,35,4,STN001,2021-01-12 14:00:18,0.4,1.2,1.7,3.5,29.5,385.2,186.6,0.9,0,AWS
401,28,3,STN045,2024-08-11 04:48:03,17.9,59.4,171.1,284.3,2772.6,32448.2,234.8,0.9,1,AWS
402,62,8,STN022,2023-07-26 03:09:23,4.9,12.0,16.4,20.0,176.4,539.5,276.3,3.7,0,Manual
403,30,3,STN043,2023-09-04 18:22:50,8.8,18.5,23.7,45.4,214.4,1642.4,9.9,2.8,0,IMD
404,57,7,STN022,2023-07-05 17:13:26,10.6,12.1,35.2,38.5,354.8,2208.3,410.6,1.7,0,AWS
405,53,6,STN041,2022-07-20 10:41:12,1.3,3.3,6.2,23.6,97.6,1335.2,301.0,1.8,0,Radar_Derived
406,56,7,STN047,2022-12-13 00:47:31,16.2,36.9,38.7,70.3,352.8,4578.9,393.6,1.5,0,AWS
407,56,7,STN029,2018-05-09 01:50:17,13.2,16.3,44.6,109.9,491.4,7076.5,98.5,1.6,1,Radar_Derived
408,6,1,STN043,2022-04-12 07:32:58,12.1,28.0,77.0,286.4,2616.6,30076.4,400.0,1.0,1,IMD
409,48,6,STN021,2020-11-10 11:53:32,5.7,7.8,10.1,33.1,258.0,1726.3,137.0,1.9,0,Radar_Derived
410,33,4,STN024,2020-08-15 20:04:16,1.2,3.8,7.6,18.3,97.8,1125.3,343.0,1.6,0,AWS
411,6,1,STN041,2019-10-22 04:13:45,2.5,9.0,24.0,61.7,538.4,7548.2,61.3,0.8,0,IMD
412,1,1,STN030,2019-05-19 06:55:08,10.8,11.0,26.8,103.0,419.1,5182.9,210.0,2.0,1,Radar_Derived
413,5,1,STN024,2020-12-25 03:46:29,10.5,22.5,22.8,44.4,283.5,3700.8,288.4,1.2,0,IMD
414,26,3,STN044,2021-06-24 11:28:41,5.1,19.2,50.7,194.6,1559.7,12156.3,186.2,1.6,1,Radar_Derived
415,47,6,STN028,2022-04-26 12:55:16,6.6,14.4,30.6,42.1,252.6,2993.0,171.0,1.4,0,AWS
416,38,4,STN028,2021-06-27 10:56:20,26.1,31.6,54.6,101.7,710.4,6559.0,264.6,1.6,1,Radar_Derived
417,10,1,STN030,2022-01-16 09:47:17,1.5,1.5,1.7,5.3,25.9,90.3,445.2,5.9,0,AWS
418,39,4,STN035,2023-03-30 21:14:41,7.5,25.2,39.1,46.3,389.1,1819.6,207.4,2.5,0,Radar_Derived
419,13,2,STN038,2018-06-03 07:10:51,20.2,35.8,39.8,50.4,381.5,5721.7,410.4,0.9,0,AWS
420,16,2,STN002,2018-11-20 03:58:07,16.1,40.7,95.1,209.4,840.3,7883.1,171.6,2.7,1,Radar_Derived
421,21,2,STN024,2019-07-01 22:18:22,1.7,3.7,6.2,11.3,59.9,508.5,126.5,2.2,0,Radar_Derived
422,46,5,STN034,2020-05-14 10:04:59,6.0,16.3,34.1,100.6,568.4,8017.4,328.4,1.3,1,Manual
423,23,3,STN026,2022-10-04 19:27:56,2.8,11.1,29.0,76.2,643.5,4674.9,442.6,1.6,0,Radar_Derived
424,43,5,STN017,2018-10-07 14:41:34,25.7,50.9,120.4,446.9,3369.6,34370.2,375.0,1.3,1,IMD
425,50,6,STN048,2022-11-06 04:16:55,5.5,15.4,34.9,79.0,757.8,7656.0,196.7,1.0,0,Manual
426,9,1,STN028,2023-11-22 11:53:07,6.6,18.3,25.3,61.8,483.0,4962.6,493.3,1.2,0,IMD
427,53,6,STN001,2019-06-22 20:59:52,18.9,65.0,143.9,169.0,1401.5,14634.2,428.0,1.2,1,AWS
428,54,6,STN001,2020-02-09 17:42:29,1.7,6.4,8.0,28.7,141.3,551.5,20.7,5.2,0,Manual
429,58,7,STN023,2022-04-17 05:52:19,16.9,53.6,98.3,152.2,347.8,2674.0,212.5,5.7,1,AWS
430,41,5,STN016,2024-09-30 06:43:22,0.4,0.6,0.8,1.1,3.3,19.4,269.2,5.7,0,Manual
431,1,1,STN016,2018-08-08 20:31:20,3.8,13.5,33.9,119.1,300.7,1889.6,79.8,6.3,1,AWS
432,57,7,STN019,2023-12-08 09:12:48,29.6,34.0,53.0,55.3,533.0,5438.2,368.8,1.0,0,AWS
433,61,8,STN012,2023-10-13 01:54:37,10.2,37.2,82.4,197.5,615.7,3840.7,151.1,5.1,1,AWS
434,6,1,STN002,2024-12-13 00:29:30,1.0,2.7,4.0,7.9,59.4,847.3,64.6,0.9,0,Radar_Derived
435,31,3,STN041,2020-06-22 15:27:22,4.2,9.8,11.1,15.3,74.3,1067.3,168.8,1.4,0,Manual
436,36,4,STN007,2021-03-26 14:06:11,24.0,53.3,64.6,237.3,943.6,5289.7,385.9,4.5,1,AWS
437,39,4,STN018,2020-01-05 14:45:03,17.9,69.5,117.6,447.0,1245.2,16955.2,415.3,2.6,1,AWS
438,41,5,STN016,2024-05-21 01:27:10,6.4,22.8,47.4,134.6,1222.5,11064.8,445.8,1.2,1,Radar_Derived
