building_id,state_id,district_id,lat,lon,use_type,construction_type,num_floors,construction_year,occupancy,footprint_sqm,structural_condition,landslide_exposure,replacement_value_inr
271,49,6,29.35641,98.92852,Institutional,Reinforced Concrete,1,1974,33,31.1,Dilapidated,Negligible,828761.0
272,27,3,25.14168,90.58863,Mixed,Reinforced Concrete,5,1981,47,10.7,Dilapidated,Low,4488286.0
273,9,1,27.66839,93.37273,Residential,Timber,5,1967,28,403.2,Dilapidated,Negligible,2251581.0
274,6,1,26.48224,97.04053,Institutional,Reinforced Concrete,2,1959,29,308.2,Dilapidated,Medium,1179536.0
275,32,3,25.47308,95.85756,Mixed,Masonry,2,1979,35,81.6,Dilapidated,Low,1436611.0
276,53,6,28.06556,91.33403,Mixed,Timber,3,2012,22,398.7,Poor,High,4863064.0
277,22,2,22.38093,96.51565,Industrial,Steel,1,1966,17,245.5,Poor,Medium,1597284.0
278,52,6,28.36731,99.92353,Mixed,Steel,1,1970,14,248.1,Poor,Low,2236905.0
279,36,4,25.20919,90.71462,Mixed,Kutcha,3,2003,40,318.6,Poor,Low,4055595.0
280,41,5,23.07033,94.26332,Mixed,Steel,4,1955,19,203.0,Dilapidated,Low,3982959.0
281,51,6,29.69803,90.93851,Institutional,Masonry,6,2017,13,30.1,Dilapidated,Negligible,2641223.0
282,7,1,26.18285,92.24987,Residential,Kutcha,4,2001,14,203.8,Fair,Negligible,3798262.0
283,52,6,28.46071,99.58802,Institutional,Steel,5,2005,14,237.7,Poor,High,1782728.0
284,11,1,22.84889,90.9645,Commercial,Masonry,6,1962,38,355.5,Fair,Negligible,1359983.0
285,47,6,29.61816,99.37056,Institutional,Kutcha,5,1973,49,77.3,Good,Low,125630.0
286,6,1,26.67029,97.19479,Institutional,Kutcha,2,1968,10,394.8,Good,High,4017097.0
287,50,6,23.73508,92.59649,Residential,Masonry,5,2022,32,269.6,Poor,High,2019907.0
288,56,7,29.26399,97.61402,Residential,Kutcha,1,1987,4,284.9,Poor,Medium,2104357.0
289,19,2,24.38739,96.27836,Residential,Timber,2,1962,50,286.2,Fair,Low,3152905.0
290,50,6,23.99055,92.42394,Commercial,Masonry,4,1970,31,223.8,Dilapidated,Low,2054024.0
291,21,2,24.31157,99.55496,Industrial,Steel,5,1953,16,157.1,Good,High,864746.0
292,11,1,22.56852,90.7875,Residential,Masonry,1,1988,11,248.7,Good,Negligible,2682896.0
293,34,4,25.9818,97.4593,Industrial,Kutcha,3,1981,43,231.5,Fair,Low,1887517.0
294,57,7,23.60973,93.13076,Residential,Masonry,6,1951,6,206.9,Poor,Medium,4880049.0
295,30,3,25.49325,92.53528,Commercial,Kutcha,1,1994,31,435.8,Fair,Medium,2965588.0
296,8,1,24.05861,98.61679,Industrial,Reinforced Concrete,3,2018,5,342.3,Dilapidated,Low,3021640.0
297,30,3,25.60883,92.7018,Mixed,Kutcha,4,2005,40,453.3,Good,Medium,3605692.0
298,41,5,22.77459,94.23876,Mixed,Steel,1,2010,1,90.2,Dilapidated,Medium,1172687.0
299,35,4,23.30208,91.42666,Residential,Kutcha,4,1969,24,260.8,Fair,Low,4122278.0
300,13,2,26.30962,99.80606,Residential,Steel,5,1965,5,442.7,Poor,Medium,4175038.0
301,19,2,24.19955,96.50683,Institutional,Steel,1,1959,17,145.0,Fair,Negligible,1708323.0
302,11,1,22.55904,90.78195,Commercial,Masonry,5,1967,8,376.4,Fair,Negligible,4666489.0
303,52,6,28.45538,99.75389,Industrial,Masonry,2,1982,33,398.4,Good,Low,4737131.0
304,31,3,27.87999,95.39706,Institutional,Reinforced Concrete,2,1967,4,31.3,Dilapidated,High,2006852.0
305,62,8,27.18,92.13656,Industrial,Masonry,1,2002,28,215.2,Poor,Negligible,3088530.0
306,22,2,22.54219,96.31647,Mixed,Masonry,6,1978,32,453.9,Good,Low,1256398.0
307,31,3,28.04718,95.19476,Institutional,Masonry,4,1955,35,214.9,Dilapidated,High,749147.0
308,42,5,21.94328,97.21584,Mixed,Kutcha,1,2014,47,315.2,Dilapidated,High,2972541.0
309,4,1,26.69821,90.29581,Mixed,Timber,2,2019,6,357.8,Dilapidated,Negligible,2635580.0
310,7,1,26.28061,92.34109,Mixed,Steel,4,1975,49,369.6,Fair,Low,912835.0
311,20,2,23.27657,93.47151,Commercial,Kutcha,5,2022,33,271.3,Dilapidated,Low,2994720.0
312,14,2,22.75417,93.12848,Industrial,Kutcha,3,1972,17,254.3,Fair,High,2049388.0
313,33,4,23.7719,100.10286,Industrial,Masonry,4,1955,9,458.5,Poor,Medium,2716543.0
314,56,7,29.55138,97.67219,Mixed,Kutcha,3,1969,8,346.4,Dilapidated,Negligible,2638993.0
315,53,6,28.23267,91.41131,Mixed,Timber,4,1971,25,21.4,Poor,Medium,80286.0
316,9,1,27.49425,93.59243,Industrial,Reinforced Concrete,6,2000,25,185.5,Dilapidated,Low,3415578.0
317,26,3,23.87336,90.1624,Mixed,Steel,6,2008,42,319.4,Good,Negligible,632414.0
318,45,5,28.54368,95.19036,Industrial,Timber,6,2019,2,256.8,Dilapidated,Low,4426175.0
319,40,5,28.08968,97.54535,Institutional,Timber,1,1991,21,41.6,Good,Negligible,1457716.0
320,53,6,27.99247,91.27826,Commercial,Timber,1,2011,43,109.7,Fair,Low,723885.0
321,62,8,27.20831,92.1389,Mixed,Kutcha,4,1951,21,81.8,Good,Medium,2491623.0
322,45,5,28.84068,95.07388,Commercial,Reinforced Concrete,1,1966,30,61.0,Poor,Negligible,2098396.0
323,11,1,22.54441,91.09445,Institutional,Kutcha,1,1980,24,427.1,Dilapidated,Medium,1258023.0
324,36,4,25.30372,90.62103,Mixed,Steel,5,1970,46,150.6,Poor,High,3996456.0
325,22,2,22.60008,96.23194,Mixed,Timber,4,2002,40,238.5,Poor,High,2198641.0
326,23,3,27.80733,91.51852,Residential,Masonry,1,1954,12,73.1,Good,Medium,1431689.0
327,19,2,24.19642,96.48317,Mixed,Masonry,4,2012,23,18.9,Good,Medium,541347.0
328,45,5,28.63143,95.19907,Mixed,Kutcha,6,1990,50,18.9,Good,Negligible,312540.0
329,4,1,26.78793,90.3345,Institutional,Steel,3,1957,32,89.6,Fair,Low,4357770.0
330,32,3,25.37123,95.70297,Mixed,Kutcha,4,2006,23,94.3,Good,High,3623751.0
331,55,7,28.84012,94.41535,Institutional,Timber,5,1984,23,187.3,Dilapidated,Negligible,96306.0
332,50,6,24.03405,92.38044,Commercial,Timber,1,1972,42,115.2,Fair,Medium,1806314.0
333,6,1,26.39815,97.17246,Industrial,Masonry,2,1994,20,201.2,Fair,Low,3239461.0
334,58,7,27.04024,94.48006,Commercial,Timber,5,1955,50,205.7,Fair,Low,3534839.0
335,23,3,27.6768,91.73237,Mixed,Kutcha,2,2000,10,71.6,Poor,Low,3858060.0
336,32,3,25.30546,95.90559,Mixed,Kutcha,3,2011,34,400.0,Dilapidated,Medium,3481414.0
337,19,2,24.2096,96.41706,Institutional,Reinforced Concrete,5,2009,21,231.0,Good,Negligible,4279793.0
338,44,5,29.46361,98.63145,Institutional,Reinforced Concrete,5,2014,20,231.2,Good,Low,1511559.0
339,53,6,28.06931,91.45775,Residential,Reinforced Concrete,5,1950,31,246.1,Dilapidated,Medium,2617277.0
340,11,1,22.92704,90.88086,Industrial,Reinforced Concrete,4,1975,31,345.5,Poor,Negligible,206472.0
341,14,2,22.67825,92.92392,Industrial,Kutcha,6,1969,1,109.2,Dilapidated,Negligible,645631.0
342,58,7,27.19436,94.2387,Mixed,Steel,5,1978,50,431.6,Poor,Negligible,1843.0
343,29,3,25.89295,98.88029,Commercial,Reinforced Concrete,4,1975,46,345.6,Fair,High,3205626.0
344,44,5,29.24682,98.58269,Industrial,Kutcha,3,1968,37,175.5,Fair,High,2243815.0
345,59,8,25.75706,92.54715,Commercial,Reinforced Concrete,2,2006,8,57.0,Fair,Medium,4987983.0
346,41,5,22.97947,94.42648,Mixed,Masonry,4,1953,45,201.4,Dilapidated,Medium,2987648.0
347,39,4,27.41764,91.04783,Institutional,Steel,4,1973,38,499.9,Poor,Negligible,3994880.0
348,11,1,22.80153,90.83538,Industrial,Reinforced Concrete,4,1998,50,26.2,Good,Negligible,1195115.0
349,31,3,27.76742,95.22136,Residential,Masonry,5,1955,9,380.3,Good,Medium,762045.0
350,54,6,29.57794,91.62464,Industrial,Steel,3,1986,46,116.1,Good,Low,1048355.0
351,24,3,24.2845,99.36553,Residential,Reinforced Concrete,4,1987,40,340.7,Dilapidated,High,4340691.0
352,36,4,25.33794,90.71078,Institutional,Timber,4,1960,13,33.4,Poor,Negligible,2100162.0
353,47,6,29.77104,99.18703,Mixed,Timber,3,2007,23,483.6,Dilapidated,Low,4561140.0
354,46,5,23.28232,97.48285,Industrial,Steel,1,1991,20,69.4,Poor,Medium,3638806.0
355,5,1,23.59309,94.93883,Industrial,Steel,2,2004,32,297.0,Good,Low,4434445.0
356,27,3,25.23943,90.50052,Institutional,Kutcha,1,2005,49,490.5,Fair,Medium,3348874.0
357,9,1,27.444,93.39522,Mixed,Masonry,6,1965,45,243.5,Poor,Medium,4775880.0
358,4,1,26.722,90.26662,Institutional,Kutcha,6,1965,32,497.4,Good,Negligible,4786491.0
359,38,4,29.86256,98.55476,Commercial,Steel,4,1954,39,422.4,Poor,High,446992.0
360,24,3,24.20789,99.181,Institutional,Timber,5,2006,5,137.0,Poor,Low,2329681.0
361,41,5,22.92804,94.50888,Industrial,Timber,5,1988,2,36.9,Good,Medium,811714.0
362,47,6,29.53973,99.19213,Mixed,Masonry,3,1983,47,437.4,Poor,Negligible,3558862.0
363,17,2,23.8481,92.96333,Commercial,Kutcha,6,1973,42,469.5,Fair,Negligible,3956403.0
364,39,4,27.30756,91.13178,Commercial,Masonry,2,2012,15,159.5,Good,Medium,3412315.0
365,57,7,23.58157,93.01635,Mixed,Reinforced Concrete,5,1958,35,24.6,Poor,Low,3700081.0
366,53,6,27.96269,91.4585,Mixed,Reinforced Concrete,6,2012,13,199.9,Dilapidated,Medium,1404980.0
367,46,5,23.30825,97.62278,Residential,Timber,3,1998,32,123.2,Poor,High,2518746.0
368,6,1,26.5995,97.26677,Mixed,Kutcha,2,1984,38,394.2,Fair,Medium,346711.0
369,53,6,27.99832,91.32239,Industrial,Masonry,2,1987,48,442.9,Good,Negligible,2596538.0
370,55,7,29.10772,94.24092,Commercial,Kutcha,3,1958,9,454.7,Dilapidated,High,1742071.0
371,18,2,28.92821,98.58592,Mixed,Masonry,5,1969,28,135.3,Good,Medium,1039274.0
372,42,5,22.0219,97.40305,Institutional,Masonry,2,2017,20,464.8,Good,Low,1486337.0
373,18,2,28.98693,98.71301,Residential,Reinforced Concrete,6,2022,49,181.9,Dilapidated,Medium,4923010.0
374,45,5,28.74088,95.05191,Mixed,Steel,2,1959,26,280.8,Dilapidated,Medium,4352021.0
375,26,3,23.64102,90.16947,Commercial,Steel,2,1990,21,364.7,Fair,Medium,4237159.0
376,2,1,23.8496,91.42451,Residential,Steel,5,2019,14,66.5,Fair,Low,3384811.0
377,30,3,25.71976,92.58344,Mixed,Timber,1,2023,46,387.3,Fair,Low,3189912.0
378,2,1,24.03407,91.52587,Commercial,Reinforced Concrete,5,1966,43,37.5,Poor,High,2729352.0
379,58,7,27.26628,94.25718,Commercial,Timber,4,1983,11,186.6,Dilapidated,Low,4630798.0
380,43,5,29.64955,97.62455,Commercial,Steel,4,1971,37,403.8,Poor,High,1104410.0
381,18,2,29.00872,98.78012,Mixed,Masonry,3,1961,3,316.0,Poor,Medium,4396761.0
382,25,3,26.27861,96.75185,Residential,Timber,6,1956,36,350.1,Poor,High,396685.0
383,40,5,27.98055,97.7698,Institutional,Steel,5,1964,8,347.6,Fair,High,4721432.0
384,35,4,23.41165,91.79927,Commercial,Steel,5,1994,47,168.3,Good,Medium,3926440.0
385,32,3,25.45496,95.89971,Residential,Timber,6,2017,41,240.0,Good,Low,2703652.0
386,51,6,29.39308,90.73418,Institutional,Steel,1,1980,40,254.4,Good,Low,3260573.0
387,41,5,23.01732,94.16974,Institutional,Timber,3,1983,1,407.5,Poor,Medium,2869321.0
388,32,3,25.49413,95.83608,Industrial,Reinforced Concrete,5,1956,38,160.1,Dilapidated,High,4512027.0
389,17,2,23.7082,92.86345,Industrial,Masonry,4,1978,15,202.0,Fair,High,4105915.0
390,21,2,24.31893,99.44715,Residential,Steel,4,2021,43,485.5,Fair,High,2110384.0
391,28,3,28.98449,92.95191,Mixed,Reinforced Concrete,5,2018,41,408.8,Good,Low,4167505.0
392,52,6,28.49748,99.88495,Mixed,Reinforced Concrete,6,2011,38,208.1,Poor,Negligible,2503638.0
393,21,2,24.00106,99.45503,Commercial,Steel,1,1975,13,61.2,Dilapidated,Medium,1673948.0
394,37,4,26.85636,94.5944,Mixed,Kutcha,2,1984,50,218.1,Poor,High,4864046.0
395,41,5,23.03215,94.3347,Mixed,Timber,4,2013,1,349.8,Good,Negligible,3606022.0
396,20,2,23.48155,93.41894,Residential,Reinforced Concrete,4,2007,2,195.6,Dilapidated,Low,3635586.0
397,1,1,27.23217,90.33698,Mixed,Reinforced Concrete,6,1968,18,238.4,Good,Negligible,259868.0
398,6,1,26.3652,97.23124,Mixed,Reinforced Concrete,6,2004,10,124.4,Dilapidated,Low,1502846.0
399,46,5,23.18667,97.60411,Commercial,Masonry,2,1981,26,253.9,Poor,High,3512264.0
400,47,6,29.58429,99.083,Commercial,Steel,2,1980,38,126.5,Poor,High,18469.0
401,27,3,25.3526,90.58965,Residential,Timber,2,1999,2,105.1,Dilapidated,Negligible,3954781.0
402,19,2,24.15932,96.35503,Institutional,Steel,6,1974,30,401.9,Fair,Negligible,1835671.0
403,39,4,27.34855,91.07312,Institutional,Masonry,1,1952,9,398.5,Poor,Low,4200466.0
404,5,1,23.79555,95.14372,Residential,Kutcha,4,2013,47,111.0,Dilapidated,Low,2654397.0
405,41,5,23.06313,94.34789,Mixed,Kutcha,1,2021,48,429.4,Fair,Medium,2517778.0
406,13,2,26.28619,99.6213,Mixed,Timber,5,1988,8,188.7,Fair,High,186447.0
407,42,5,22.12102,97.17371,Residential,Masonry,2,1965,12,322.6,Fair,Medium,663611.0
408,32,3,25.25597,96.03338,Commercial,Reinforced Concrete,1,1965,41,257.1,Poor,Low,622847.0
409,36,4,25.49672,90.82234,Residential,Masonry,5,1957,29,218.7,Fair,Negligible,996930.0
410,11,1,22.66388,90.89689,Mixed,Reinforced Concrete,1,1956,30,325.3,Dilapidated,High,3635379.0
411,14,2,22.44246,93.09576,Commercial,Reinforced Concrete,4,1977,34,26.5,Dilapidated,Medium,3805204.0
412,35,4,23.10232,91.41316,Residential,Reinforced Concrete,6,1978,1,140.7,Poor,High,1510728.0
413,49,6,29.58056,98.78115,Mixed,Kutcha,2,2002,8,211.9,Poor,Low,3666846.0
414,59,8,25.7949,92.30193,Institutional,Steel,4,1992,44,444.3,Dilapidated,Negligible,1782580.0
415,13,2,26.09141,99.61382,Commercial,Timber,5,2002,34,81.7,Poor,Negligible,2738754.0
416,46,5,23.27276,97.75655,Industrial,Timber,5,1975,34,50.1,Good,Low,445111.0
417,11,1,22.59956,90.9394,Residential,Timber,2,1964,12,429.5,Dilapidated,Negligible,4690555.0
418,23,3,27.70436,91.73097,Commercial,Reinforced Concrete,1,1975,14,455.7,Poor,Medium,631031.0
419,57,7,23.53099,93.02216,Mixed,Masonry,4,1985,10,355.7,Dilapidated,Medium,1283884.0
420,57,7,23.80325,93.1703,Industrial,Timber,4,1977,47,46.3,Dilapidated,Low,3805251.0
421,58,7,27.17552,94.25547,Institutional,Steel,3,1959,28,463.7,Good,Medium,1443956.0
422,16,2,23.45622,90.76527,Institutional,Timber,6,1968,21,139.0,Good,High,505502.0
423,32,3,25.2583,95.75849,Mixed,Kutcha,6,1986,34,68.8,Poor,Negligible,3287891.0
424,17,2,23.78529,92.70913,Institutional,Masonry,2,1953,43,227.6,Dilapidated,High,286381.0
425,27,3,25.2407,90.62238,Residential,Masonry,6,1956,27,462.5,Good,Low,3938293.0
426,48,6,26.62526,94.85414,Industrial,Timber,4,1958,14,456.8,Good,Medium,2003548.0
427,22,2,22.38365,96.39623,Residential,Timber,3,2016,31,365.6,Poor,Low,2387227.0
428,7,1,26.29205,92.02284,Industrial,Timber,2,1972,19,203.0,Fair,Medium,3253291.0
429,55,7,28.9932,94.32416,Residential,Timber,4,2006,5,215.6,Poor,High,599948.0
430,20,2,23.49608,93.55601,Residential,Steel,6,2021,18,419.5,Fair,Low,2422725.0
431,49,6,29.53483,98.80565,Institutional,Kutcha,5,1971,23,143.6,Good,Negligible,1240637.0
432,47,6,29.74419,99.29215,Commercial,Masonry,4,2004,12,452.6,Good,High,1901830.0
433,31,3,28.06477,95.52929,Institutional,Steel,6,1996,10,164.3,Fair,High,3589047.0
434,2,1,23.79654,91.35925,Industrial,Steel,2,1989,37,11.4,Good,High,992084.0
435,20,2,23.45624,93.68068,Residential,Steel,4,2021,39,373.4,Dilapidated,High,561050.0
436,52,6,28.60314,99.92355,Residential,Steel,2,1955,36,363.6,Poor,Negligible,2296981.0
437,54,6,29.71193,91.84796,Residential,Steel,6,1999,31,97.9,Good,Negligible,3188925.0
438,35,4,23.28582,91.47721,Industrial,Kutcha,6,1972,9,69.3,Dilapidated,Medium,1386751.0
439,45,5,28.55824,95.21206,Mixed,Timber,2,2016,16,288.5,Poor,Negligible,825364.0
440,27,3,25.18819,90.78267,Residential,Reinforced Concrete,4,1962,38,283.6,Fair,High,4495905.0
441,56,7,29.47676,97.58549,Industrial,Steel,3,1992,29,495.8,Good,Medium,4410008.0
442,35,4,23.40419,91.43947,Industrial,Timber,3,1967,9,121.7,Poor,Medium,392784.0
443,42,5,22.0115,97.11585,Mixed,Masonry,6,1960,27,258.0,Good,Low,4274181.0
444,31,3,28.12358,95.4771,Institutional,Timber,5,2008,20,222.4,Poor,Medium,1201835.0
445,59,8,25.42448,92.66666,Residential,Masonry,3,1963,11,438.6,Fair,High,1881433.0
446,45,5,28.70764,95.11271,Institutional,Kutcha,2,1968,38,89.3,Good,High,118548.0
447,55,7,28.94334,94.0376,Commercial,Steel,1,2018,24,330.2,Dilapidated,High,1394231.0
448,7,1,26.2341,92.38038,Mixed,Kutcha,2,1952,20,308.7,Fair,High,529309.0
449,28,3,28.96636,93.18098,Mixed,Timber,6,1974,34,301.5,Good,Negligible,3113148.0
450,18,2,28.77926,98.47064,Institutional,Kutcha,3,1992,42,27.0,Poor,Low,494137.0
451,50,6,23.80483,92.45376,Residential,Reinforced Concrete,4,1966,40,297.4,Poor,Medium,1701821.0
452,32,3,25.54423,95.84221,Commercial,Timber,1,2009,1,485.8,Good,Medium,1107141.0
453,4,1,26.85919,90.16425,Mixed,Kutcha,2,2009,47,289.6,Fair,High,3765624.0
454,22,2,22.4025,96.21033,Institutional,Masonry,4,2007,47,392.0,Fair,High,1468593.0
455,17,2,23.69467,92.75702,Industrial,Reinforced Concrete,5,1966,35,285.4,Good,Negligible,1374910.0
456,12,1,26.87746,98.05017,Commercial,Timber,6,1967,5,247.7,Dilapidated,Negligible,98378.0
457,9,1,27.61618,93.31579,Industrial,Steel,2,1998,13,256.7,Good,Medium,2415014.0
458,59,8,25.62475,92.66131,Industrial,Masonry,2,1960,24,86.7,Poor,High,1049913.0
459,41,5,23.02685,94.19789,Commercial,Timber,5,1993,50,429.9,Poor,Medium,4365856.0
460,3,1,27.32573,98.93041,Commercial,Reinforced Concrete,2,1982,37,282.0,Poor,High,684591.0
461,5,1,23.68506,95.11601,Industrial,Reinforced Concrete,4,2007,11,46.5,Fair,Medium,4195045.0
462,42,5,21.86739,97.30582,Mixed,Masonry,4,2011,38,120.4,Poor,Medium,1238687.0
463,20,2,23.23895,93.71401,Mixed,Steel,6,1951,45,249.6,Dilapidated,Low,4386169.0
464,2,1,24.0001,91.37091,Mixed,Timber,4,2021,23,188.9,Dilapidated,High,1413990.0
465,48,6,26.6234,94.9164,Commercial,Steel,6,2008,39,60.8,Fair,High,4351454.0
466,53,6,28.05001,91.20253,Industrial,Masonry,2,1997,42,381.0,Fair,Medium,1024803.0
467,4,1,26.5339,90.51376,Residential,Reinforced Concrete,1,1951,47,37.5,Good,Medium,2072082.0
468,47,6,29.74605,99.41454,Institutional,Kutcha,1,1972,41,196.2,Fair,Low,2144360.0
469,38,4,29.58182,98.70899,Commercial,Steel,2,1964,31,48.3,Fair,Low,2068416.0
470,48,6,26.86971,94.81207,Industrial,Kutcha,3,1965,40,310.2,Fair,Negligible,1583307.0
471,51,6,29.41634,90.80145,Institutional,Kutcha,4,1955,47,50.3,Good,Low,4609958.0
472,28,3,28.87189,93.13107,Mixed,Masonry,1,1978,29,399.4,Dilapidated,Medium,3363265.0
473,7,1,26.47867,92.16433,Institutional,Reinforced Concrete,5,1990,34,405.3,Dilapidated,Negligible,2517422.0
474,53,6,28.19077,91.26762,Residential,Kutcha,3,1968,4,228.2,Fair,Medium,1514910.0
475,43,5,29.6522,97.73373,Commercial,Masonry,5,1956,29,333.7,Poor,Medium,3914582.0
476,18,2,28.84124,98.75218,Residential,Kutcha,4,2009,29,226.2,Good,Low,2116724.0
477,26,3,23.91746,90.47573,Institutional,Steel,1,1995,9,167.5,Fair,Low,2803149.0
478,14,2,22.45675,93.12847,Commercial,Reinforced Concrete,4,1996,14,129.8,Poor,Medium,296846.0
479,30,3,25.49936,92.63202,Institutional,Steel,2,2013,40,352.8,Fair,Negligible,1601859.0
480,18,2,28.64574,98.65897,Institutional,Kutcha,1,1964,24,332.2,Poor,Medium,2912022.0
481,17,2,23.89706,92.71899,Commercial,Steel,6,1989,6,272.0,Poor,Medium,500755.0
482,11,1,22.82419,90.81038,Residential,Reinforced Concrete,2,1954,22,322.8,Dilapidated,Medium,2654411.0
483,14,2,22.70438,92.79983,Mixed,Kutcha,3,1992,50,329.5,Fair,Low,4034082.0
484,1,1,27.07863,90.31914,Industrial,Kutcha,6,1951,8,332.0,Good,Negligible,2849081.0
485,48,6,26.60074,94.97804,Commercial,Steel,4,1953,18,458.0,Poor,High,3947066.0
486,54,6,29.61436,91.49762,Institutional,Masonry,6,1950,6,64.8,Fair,Negligible,4139009.0
487,20,2,23.13292,93.62736,Industrial,Timber,2,1977,36,321.2,Dilapidated,Negligible,4808740.0
488,28,3,29.03566,93.08453,Industrial,Reinforced Concrete,6,1977,2,192.3,Poor,Low,1660246.0
489,19,2,24.05719,96.49138,Industrial,Reinforced Concrete,5,1957,41,247.5,Fair,Negligible,3019218.0
490,28,3,29.18447,93.15492,Industrial,Kutcha,6,1959,42,335.3,Fair,High,2290334.0
491,21,2,24.05066,99.2318,Institutional,Timber,4,1974,8,428.4,Poor,High,2960225.0
492,21,2,24.26421,99.45412,Commercial,Reinforced Concrete,6,2009,33,389.6,Dilapidated,Low,3520331.0
493,60,8,24.62042,95.73122,Industrial,Timber,2,2019,42,327.1,Fair,Negligible,2057484.0
494,56,7,29.30695,97.74587,Institutional,Timber,5,1980,10,152.9,Poor,Negligible,1946766.0
495,47,6,29.73211,99.28209,Mixed,Kutcha,2,1997,6,411.7,Poor,High,2705815.0
496,53,6,28.30024,91.3402,Commercial,Kutcha,6,2019,31,353.3,Good,High,3116579.0
497,38,4,29.87229,98.71522,Institutional,Masonry,4,1976,10,498.6,Poor,Medium,2750432.0
498,23,3,27.77076,91.49472,Institutional,Steel,6,1975,41,132.0,Fair,Low,2054912.0
499,33,4,23.85954,99.83234,Residential,Timber,3,1993,35,498.3,Dilapidated,Medium,3289289.0
500,50,6,23.84813,92.31587,Commercial,Kutcha,3,2012,38,371.4,Dilapidated,Medium,4864250.0
501,25,3,26.60259,96.95049,Mixed,Masonry,1,1970,33,249.7,Good,Medium,1754308.0
502,52,6,28.49334,99.95965,Residential,Masonry,4,1988,14,131.9,Good,Medium,4197470.0
503,42,5,21.99881,97.19865,Residential,Masonry,4,1998,27,163.1,Good,Negligible,3354518.0
504,14,2,22.81158,93.095,Institutional,Timber,2,1979,43,228.7,Fair,Negligible,2044574.0
505,42,5,21.88532,97.25908,Industrial,Reinforced Concrete,5,1986,41,440.9,Good,Negligible,2475561.0
506,25,3,26.36908,96.72043,Commercial,Kutcha,2,2022,14,117.2,Dilapidated,High,3732534.0
507,8,1,24.11399,98.80118,Industrial,Timber,6,1961,20,264.4,Poor,High,1548798.0
508,36,4,25.3353,90.81596,Mixed,Timber,2,2001,48,440.8,Fair,Low,1745430.0
509,44,5,29.31816,98.64397,Residential,Masonry,6,2012,40,15.5,Fair,Low,3014216.0
510,31,3,28.14163,95.23624,Mixed,Timber,2,2001,35,470.4,Dilapidated,High,1369566.0
511,34,4,26.13712,97.56027,Institutional,Masonry,4,1965,27,484.1,Good,High,2080297.0
512,52,6,28.71016,99.94638,Mixed,Reinforced Concrete,6,1985,27,205.4,Dilapidated,High,1870736.0
513,5,1,23.93409,94.85434,Industrial,Masonry,5,1980,32,49.2,Fair,Negligible,3323162.0
514,21,2,24.08304,99.27711,Mixed,Reinforced Concrete,2,1974,9,404.8,Dilapidated,Medium,643671.0
515,21,2,24.02182,99.34048,Industrial,Reinforced Concrete,4,2010,7,448.5,Poor,Medium,647561.0
516,46,5,23.32769,97.5756,Commercial,Masonry,4,2016,35,164.9,Poor,Low,311318.0
517,8,1,24.0504,98.63977,Institutional,Timber,1,1995,17,84.2,Poor,Negligible,3424371.0
518,54,6,29.57649,91.70346,Institutional,Reinforced Concrete,1,1986,25,292.1,Fair,High,2113653.0
519,46,5,23.21087,97.71012,Mixed,Reinforced Concrete,6,1978,38,413.7,Good,Low,3972846.0
520,17,2,24.01007,92.99483,Residential,Timber,1,1989,43,46.4,Good,Negligible,1508181.0
521,36,4,25.46036,90.44387,Commercial,Masonry,4,1980,45,14.9,Dilapidated,Medium,3445881.0
522,51,6,29.49818,91.04758,Commercial,Masonry,4,1961,41,145.6,Fair,Negligible,2254780.0
523,14,2,22.64014,93.12146,Industrial,Masonry,4,1951,10,369.4,Good,Low,2274822.0
524,46,5,23.31105,97.81799,Industrial,Timber,4,1965,14,360.2,Good,Negligible,1614681.0
