record_id,slope_id,district_id,slope_angle_deg,slope_aspect_sin,slope_aspect_cos,flow_accumulation,topographic_wetness_index,plan_curvature,profile_curvature,elevation_m,relative_relief_m,valley_depth_m,terrain_form,roughness_index,normalized_height,slope_position_index
803,484,10,58.43,-1.6515,-1.9985,44825.0,45.62,-0.2669,0.1001,6576,45.2,9.9,Concave,204.2,0.5307,31.04
804,432,24,31.49,-1.6026,2.378,33477.0,48.27,-0.9694,-0.4589,1053,75.1,1706.2,Planar,308.3,0.7821,23.43
805,396,28,15.36,-2.9062,0.2161,21863.0,10.59,-0.3399,-0.6202,4577,80.1,798.3,Concave,12.7,0.5484,28.27
806,183,43,18.5,0.8048,3.3811,5128.0,8.99,0.2844,-0.7062,6467,52.4,1460.1,Planar,268.1,0.7028,24.54
807,165,26,4.04,-3.1173,-0.0206,44729.0,45.29,1.7744,-0.729,7175,28.9,840.3,Complex,455.1,0.4816,91.32
808,420,62,12.61,-4.5656,-2.0553,13787.0,44.05,1.9846,-0.7908,5351,37.8,501.6,Concave,197.5,0.2606,1.44
809,215,22,15.57,0.9912,-3.6295,23681.0,2.47,0.4355,-0.6083,1664,84.0,1855.5,Planar,319.9,0.0076,81.9
810,129,49,24.25,2.1135,2.5994,13261.0,66.37,-1.3632,-0.355,2288,45.6,1331.7,Convex,8.8,0.381,60.55
811,244,42,16.22,4.2907,-3.6041,1653.0,30.62,1.4433,-0.1397,7740,64.0,1154.9,Complex,459.5,0.0857,94.61
812,109,47,71.32,1.3565,-4.8099,45364.0,24.79,1.6171,0.1768,5277,52.7,629.6,Convex,146.9,0.3551,35.87
813,135,22,61.81,-0.3037,4.1004,10772.0,7.39,-1.6893,1.4127,6475,1.1,1278.5,Concave,34.4,0.3792,85.57
814,441,56,64.96,-2.2477,-1.628,32734.0,57.9,-1.6908,0.6629,6402,55.9,202.6,Concave,491.3,0.6014,85.19
815,55,41,36.72,-3.6837,-4.3174,24103.0,68.77,-1.668,0.0984,7885,24.1,623.8,Planar,346.1,0.0945,24.76
816,395,53,78.47,-2.041,2.978,264.0,31.78,1.9418,0.0723,4312,48.3,1500.1,Planar,257.4,0.6678,94.66
817,122,33,17.68,2.568,-4.4078,539.0,17.29,-1.2065,-1.1168,2882,75.9,277.3,Planar,26.3,0.7719,74.47
818,257,50,65.06,-2.5098,-4.6818,18954.0,2.43,0.3713,1.3129,4499,60.7,689.8,Concave,139.1,0.4128,39.28
819,338,44,39.0,-4.6146,0.1364,11642.0,95.03,-1.4029,-0.5159,293,35.6,220.6,Planar,326.3,0.4882,12.69
820,61,28,3.9,1.5502,-0.8759,8052.0,90.97,1.1735,0.892,7369,67.2,125.0,Complex,153.4,0.5719,31.95
821,463,56,82.25,4.2712,-1.6324,42412.0,75.38,-0.1523,-0.1368,4708,69.8,1916.3,Concave,134.6,0.0021,40.68
822,382,31,36.25,-4.2765,-4.1741,35064.0,95.17,0.0348,-1.7946,468,64.6,578.1,Convex,255.7,0.9844,42.69
823,163,6,8.46,0.516,-1.2153,22328.0,33.98,0.7542,-1.4999,7474,23.2,1547.1,Convex,211.5,0.5676,61.27
824,90,62,85.96,2.3274,-2.5329,8232.0,13.14,1.5858,-1.8336,3989,62.9,1033.5,Complex,377.5,0.8559,90.41
825,75,15,18.87,2.9543,4.9255,49999.0,37.81,-1.984,0.8212,6521,87.5,672.2,Complex,471.2,0.6784,56.68
826,336,47,12.75,3.8441,3.5408,31798.0,58.59,-0.2044,0.6118,3652,88.8,1413.0,Concave,481.3,0.0043,1.07
827,170,32,17.11,0.6089,-4.2001,954.0,63.02,-0.7546,-0.7189,7898,10.5,1642.5,Planar,111.6,0.4602,43.84
828,287,12,53.68,1.7389,2.3248,28751.0,89.94,-0.0897,1.9522,3299,53.7,1490.1,Convex,284.6,0.3638,80.36
829,135,22,56.39,-0.2663,1.4379,20894.0,8.25,-0.5475,0.6968,7744,25.7,658.9,Concave,168.2,0.2089,70.22
830,141,24,17.31,-1.8974,3.0527,46131.0,12.4,-0.6322,-0.3604,5435,64.7,815.7,Concave,354.5,0.1844,71.51
831,76,7,80.39,-1.4079,-4.5383,41163.0,24.25,-0.883,-1.5473,5851,18.4,1140.4,Convex,240.1,0.1705,62.39
832,483,39,71.76,3.2975,2.4051,1385.0,66.61,0.6591,-0.6381,1735,46.4,1425.1,Complex,78.3,0.4708,15.52
833,240,19,65.35,-1.5979,4.6097,43146.0,89.88,-0.3678,0.4746,3544,58.0,458.9,Concave,376.3,0.622,50.1
834,147,29,74.95,-2.6198,-1.5665,27968.0,34.79,1.3078,-1.5351,3762,56.7,190.8,Complex,128.4,0.8965,80.02
835,229,62,81.41,-4.3603,-0.7293,29625.0,11.7,0.9821,0.0297,7783,44.2,595.1,Concave,199.8,0.7079,97.32
836,314,31,48.11,-1.5979,3.5816,42363.0,37.27,-0.9991,-0.3024,6180,9.8,627.9,Convex,217.6,0.1273,93.41
837,305,51,41.37,-0.9568,-4.2438,34731.0,0.93,0.7235,1.0035,7594,52.8,136.1,Concave,217.0,0.628,97.91
838,67,48,64.58,0.4974,2.8926,30328.0,99.73,0.3035,-1.3553,2893,57.4,1269.1,Concave,432.9,0.1269,27.55
839,113,30,75.42,4.9666,-4.1149,18608.0,76.48,-0.6782,-1.8871,5581,27.4,258.9,Planar,143.2,0.8082,37.58
840,269,36,74.8,2.0215,3.408,23267.0,94.85,-0.9978,1.4618,4013,29.6,1576.2,Planar,426.8,0.8083,10.09
841,107,47,45.02,-1.8164,-4.9544,4601.0,47.42,1.2493,0.2905,1384,29.7,988.7,Concave,352.9,0.0492,63.37
842,263,37,72.03,4.2293,-3.7576,19746.0,43.04,0.8157,0.4552,4237,33.4,1424.6,Convex,188.4,0.3598,78.65
843,66,37,51.5,-0.3715,-3.494,48953.0,23.8,-1.1258,1.5717,2898,25.6,1806.7,Convex,315.6,0.8931,43.17
844,34,25,0.84,-1.7442,4.7905,41068.0,97.63,-1.8461,1.057,1279,51.5,1601.8,Convex,314.1,0.0321,5.75
845,154,46,14.99,2.5206,-4.4649,36160.0,43.68,-0.0149,0.3025,497,68.2,1923.5,Complex,417.3,0.5279,28.66
846,64,11,87.67,-4.7339,0.5542,3026.0,44.99,0.1548,1.5813,6273,42.1,1131.7,Concave,491.5,0.9965,60.72
847,35,45,14.13,4.2315,-2.6188,32335.0,36.92,1.2613,1.4822,308,19.5,981.4,Planar,361.0,0.9692,23.38
848,435,55,30.6,1.7574,2.173,24711.0,11.87,-0.9035,0.2558,585,85.9,671.1,Concave,472.3,0.6097,11.12
849,450,35,81.94,3.589,-1.4475,8055.0,94.73,-1.1458,0.1152,3952,55.4,518.1,Convex,188.0,0.9882,91.42
850,412,19,13.55,-1.6949,2.4576,49047.0,77.64,-1.151,1.832,7163,56.7,964.3,Convex,238.6,0.0984,90.25
851,34,25,27.75,3.4413,-3.1294,830.0,92.64,-1.6779,1.8291,7777,70.5,1165.9,Planar,30.6,0.1927,33.33
852,315,31,5.76,-4.1049,4.0498,37255.0,45.49,1.8512,0.5368,6829,71.4,614.3,Convex,374.4,0.6861,27.61
853,398,46,75.5,4.0108,3.4527,31384.0,60.48,-0.5379,-0.1002,4446,4.2,302.6,Planar,258.4,0.9954,92.76
854,146,5,27.47,-1.3938,0.685,6743.0,30.28,1.3211,1.6667,7243,59.5,320.8,Complex,191.3,0.922,31.44
855,301,14,18.47,3.601,-4.0796,26601.0,6.09,1.3894,0.7796,2620,86.5,1967.2,Convex,102.9,0.4434,59.93
856,1,54,62.55,3.0349,2.6761,43383.0,3.19,0.1805,-1.9742,5806,17.6,1142.8,Complex,116.8,0.678,17.72
857,14,37,66.65,-0.2609,-4.485,13391.0,86.68,0.1402,-1.5491,7001,16.4,173.7,Convex,68.7,0.0834,15.0
858,222,50,53.08,0.2753,2.429,25508.0,91.52,0.1912,0.487,4529,72.6,110.3,Planar,32.9,0.8728,20.48
859,99,18,34.88,1.3526,-4.7414,4610.0,79.61,-0.9679,-0.802,6815,43.2,1769.7,Complex,45.5,0.4252,39.05
860,451,41,51.13,-3.0311,-2.684,19086.0,38.57,0.006,0.415,3774,45.2,94.7,Complex,484.3,0.854,25.97
861,454,19,52.38,0.7262,2.3482,21248.0,52.82,-0.3768,-1.9685,245,41.2,1627.6,Complex,134.2,0.0824,81.06
862,471,58,17.97,3.3255,-2.8086,48373.0,48.48,0.8791,1.235,889,4.2,747.4,Concave,472.5,0.9373,69.45
863,493,34,36.44,-2.078,-1.739,15801.0,90.19,-0.0174,0.6386,5091,89.8,1003.7,Concave,50.9,0.1126,78.83
864,458,31,36.87,2.228,4.2207,4022.0,28.34,0.5341,0.6776,5932,26.9,665.0,Complex,17.1,0.8965,39.23
865,174,33,76.37,4.1144,-4.2756,45607.0,94.8,1.9713,-1.7578,2506,81.4,1574.4,Convex,495.9,0.8356,68.61
866,84,9,50.05,2.5405,-2.138,20613.0,8.41,-0.4727,-1.9076,2046,14.5,302.5,Concave,290.6,0.0879,28.66
867,260,51,63.27,4.2498,-4.6196,24920.0,9.1,1.1246,1.0368,6588,80.1,1282.8,Concave,112.1,0.3664,83.95
868,340,31,20.75,-4.7013,-0.4057,35791.0,1.01,-1.3172,1.0738,547,54.4,497.8,Convex,177.2,0.1955,52.1
869,152,25,89.98,-4.1423,-4.3156,16569.0,12.28,-1.434,1.2497,7631,20.2,230.0,Concave,161.9,0.561,61.46
870,153,27,72.58,-2.3707,-2.117,33389.0,11.76,-0.7078,1.2429,1161,18.2,116.0,Convex,156.9,0.0091,68.5
871,314,31,13.74,-1.2885,1.1767,24887.0,82.96,1.3061,-0.7981,251,80.0,79.3,Convex,272.0,0.8106,22.54
872,429,40,75.69,-3.9557,-0.1323,21492.0,27.92,1.2721,0.0705,4298,44.6,564.8,Complex,432.6,0.3715,2.23
873,163,6,32.28,2.7085,0.0278,33864.0,70.76,-1.6923,1.2219,7912,47.5,1553.1,Concave,134.9,0.9307,8.54
874,490,11,38.72,3.5519,3.9064,7739.0,23.24,1.4791,-0.4747,1063,13.8,385.3,Complex,181.2,0.7162,58.13
875,73,29,5.6,-3.0682,-2.7985,15337.0,44.73,1.5212,0.1879,6224,6.9,165.5,Complex,199.4,0.9214,71.22
876,101,61,82.0,4.0564,-2.3753,25225.0,40.87,-1.047,-1.0011,4738,88.2,1716.9,Concave,263.7,0.6184,17.55
877,208,34,64.08,2.7841,-1.3495,42038.0,48.95,-1.7955,-0.1274,7412,35.0,850.1,Convex,153.6,0.9508,55.42
878,425,4,77.72,0.2934,-0.8781,8202.0,94.24,-0.2876,-1.8675,3035,61.3,1262.0,Complex,343.7,0.4765,40.85
879,46,15,15.49,-2.4909,2.9451,15541.0,61.51,0.0157,-0.9944,5074,0.3,949.2,Convex,480.1,0.732,17.42
880,450,35,15.12,-3.3149,-3.1131,8443.0,42.83,0.3013,-1.1795,600,2.6,1641.9,Complex,329.7,0.8985,83.94
881,435,55,81.46,2.0649,-0.5368,43069.0,13.04,-0.8318,1.6838,637,30.9,1171.8,Planar,121.5,0.032,69.98
882,394,62,59.97,0.907,4.7752,28015.0,35.61,-1.2962,-0.617,4220,81.6,1226.0,Convex,475.9,0.7544,52.86
883,226,5,53.92,-2.4749,-0.3254,5098.0,97.04,-1.3539,-1.6429,4553,28.0,65.8,Convex,238.9,0.4791,66.77
884,460,49,71.68,2.6313,-2.9619,10101.0,73.07,-0.8075,-1.5627,4614,84.4,778.9,Concave,446.5,0.0356,63.64
885,408,59,59.93,0.827,3.8898,766.0,77.01,0.117,0.6868,7789,75.2,843.2,Complex,341.8,0.0304,36.58
886,299,45,88.32,-3.9626,-1.8434,4454.0,27.9,1.4743,1.2928,7746,7.3,1462.0,Complex,318.8,0.483,24.03
887,403,60,23.5,4.4011,4.8537,46443.0,20.03,0.5108,-0.1264,6471,43.0,1359.3,Concave,361.7,0.4835,65.25
888,160,34,21.16,2.3618,0.2975,45723.0,74.85,0.4026,1.2755,2689,84.4,1260.6,Convex,367.6,0.4137,83.91
889,272,61,36.99,-3.6119,0.0154,13825.0,11.11,-1.2343,1.0923,5072,48.3,1346.8,Planar,470.5,0.0947,64.67
890,183,43,65.37,-0.168,-1.2978,49746.0,30.99,-0.0649,-0.3267,5018,67.4,564.8,Planar,224.4,0.2895,41.47
891,241,16,62.39,-2.4519,4.9595,26744.0,78.13,0.2579,-1.5104,6743,55.1,1186.4,Convex,293.5,0.2959,62.5
892,261,20,87.59,-1.0393,-0.9874,29336.0,47.46,1.3333,0.7766,7881,60.8,1280.8,Convex,315.6,0.8652,11.33
893,352,17,55.78,-1.0959,-3.9125,9630.0,51.26,-1.4572,0.5892,3817,55.1,462.2,Complex,277.1,0.5516,59.94
894,44,60,26.69,-4.6396,0.2196,15202.0,59.43,0.6875,1.4472,4641,6.2,1550.7,Planar,65.4,0.5061,81.84
895,426,27,24.71,-2.0052,-1.4184,42725.0,12.16,1.4276,-0.2184,6579,77.9,1105.4,Convex,402.7,0.6003,12.48
896,374,13,83.93,-3.298,-4.263,39251.0,12.23,-1.3945,-1.9444,4825,41.8,858.1,Complex,7.8,0.5632,4.4
897,415,9,54.89,-2.1816,1.0862,45781.0,21.56,1.9302,-1.5432,3150,68.1,680.6,Concave,102.7,0.4507,32.72
898,222,50,7.88,1.4931,2.8347,20450.0,34.93,0.7165,-1.1189,4216,39.3,1054.4,Complex,218.7,0.904,24.06
899,369,35,0.19,-0.7048,2.2649,9768.0,56.15,-1.3866,1.0763,5720,41.0,1534.6,Complex,238.4,0.9102,7.61
900,292,43,31.15,-1.5194,-0.7113,19983.0,52.94,-0.5567,1.7969,6429,17.0,751.0,Complex,315.9,0.2577,66.37
901,14,37,71.1,1.395,1.9721,33990.0,90.26,1.4539,-0.2813,5544,55.9,1359.6,Planar,343.3,0.894,90.18
902,353,3,40.52,4.2928,-4.1412,40110.0,7.68,1.5175,-1.5326,1543,85.7,1167.2,Concave,224.0,0.4367,36.26
903,388,43,38.49,4.469,-2.9797,3800.0,43.09,-0.2621,-1.4384,7373,47.0,1885.4,Convex,3.5,0.6281,71.72
904,477,40,88.37,0.0678,4.5944,31952.0,36.91,0.7616,-1.4711,3929,76.4,1505.3,Planar,427.1,0.0486,96.3
905,413,7,39.21,-4.3976,-4.3412,27647.0,25.04,1.3641,-0.2784,7640,62.2,1451.9,Planar,290.4,0.0048,24.7
906,316,9,21.37,-1.9778,-1.4366,770.0,3.7,1.2717,-0.1514,403,38.0,97.8,Planar,96.2,0.4491,51.35
907,460,49,66.33,-2.7759,-4.8735,26346.0,14.19,-1.2334,1.0612,6435,0.8,1446.8,Complex,31.0,0.386,41.85
908,330,35,38.52,-1.8439,-0.7535,32301.0,30.32,0.1257,1.7933,6207,77.2,93.0,Planar,330.2,0.2955,56.22
909,455,18,20.34,3.5282,3.5189,33122.0,6.01,1.177,-1.1389,5899,85.1,1006.5,Convex,260.6,0.268,48.83
910,89,1,37.96,1.6883,-2.4911,40054.0,11.07,0.8022,1.855,3749,35.7,407.9,Complex,89.9,0.9291,82.68
911,361,43,1.29,0.588,-2.983,34062.0,29.63,-1.78,-1.5622,969,4.7,1633.5,Complex,78.0,0.5428,6.18
912,306,45,87.79,3.3232,2.3467,2455.0,71.48,1.7962,-1.8646,5046,78.1,1512.8,Convex,127.4,0.4816,74.54
913,257,50,50.05,-2.4328,4.56,36435.0,90.85,1.2099,1.0482,7194,15.7,1693.5,Convex,115.7,0.2703,7.02
914,181,10,41.05,1.5365,-0.2922,31208.0,82.76,1.9166,1.3758,4888,12.1,429.4,Convex,457.0,0.0191,88.84
915,376,55,74.77,2.2885,-3.557,18161.0,66.09,-1.2973,-0.7499,1280,30.8,851.1,Complex,91.6,0.602,87.05
916,299,45,37.04,-4.8622,4.6106,27801.0,74.96,-0.7538,-1.3904,7564,68.6,448.4,Convex,38.9,0.8929,4.59
917,209,48,51.11,0.697,-2.1004,1663.0,39.85,0.1909,-1.7204,106,54.8,1818.5,Complex,262.4,0.6204,37.4
918,191,18,87.52,-4.9975,-3.3838,38276.0,5.47,0.7895,-1.6749,1218,22.0,436.6,Convex,77.9,0.4514,77.49
919,413,7,38.17,-2.7034,0.7174,22593.0,53.11,-0.37,0.171,1221,13.0,1344.1,Planar,217.4,0.5193,31.12
920,376,55,42.02,2.2594,-0.5241,35342.0,5.33,0.9498,-0.3816,5977,28.1,1878.5,Concave,285.1,0.0994,37.68
921,255,6,86.25,-1.3624,2.3122,39042.0,5.28,-0.7482,0.0591,509,30.9,112.3,Planar,466.2,0.9314,73.39
922,467,57,80.22,1.7042,-2.8953,39193.0,58.51,-0.5646,-0.4587,5105,28.5,943.9,Convex,365.1,0.4402,79.98
923,232,47,21.88,-0.4962,-4.2198,36886.0,9.39,0.7311,-1.2494,6637,71.4,1970.0,Complex,114.9,0.8019,7.97
924,88,36,9.13,-0.0225,-1.8958,28653.0,58.46,-1.9511,1.3883,4506,10.4,469.6,Planar,309.6,0.5603,26.71
925,469,21,35.12,-1.6965,-3.5914,38632.0,72.28,0.7438,-0.5003,3018,20.6,540.9,Concave,8.8,0.1074,88.81
926,385,6,80.84,4.3427,1.4251,17288.0,85.02,1.8211,1.6456,3568,1.6,1804.8,Concave,419.7,0.5115,97.73
927,78,21,64.89,1.479,1.244,36477.0,67.39,1.3654,-1.4844,2045,48.5,1307.3,Complex,203.0,0.5294,75.19
928,445,22,33.38,1.9639,0.6429,19377.0,21.38,1.363,-0.1846,4705,7.0,480.5,Convex,257.5,0.136,38.09
929,113,30,40.85,0.5756,-4.5687,35163.0,85.05,-0.3006,0.8643,4612,51.8,801.2,Planar,201.7,0.2511,83.91
930,466,40,12.52,-3.3727,-3.7287,48777.0,79.08,1.7696,-1.8706,2403,23.9,871.7,Concave,487.3,0.7064,45.65
931,30,26,24.94,-1.158,1.9749,17143.0,73.86,-1.6983,1.3706,2745,17.1,546.2,Complex,297.7,0.2538,37.9
932,226,5,46.6,-4.0308,-3.8748,32028.0,98.98,0.3183,0.9879,3661,35.0,1305.2,Planar,93.6,0.1364,77.1
933,364,17,20.1,-2.6329,-2.841,20798.0,44.07,0.8084,-0.6371,7744,6.9,1703.2,Concave,462.5,0.5597,35.34
934,218,28,21.81,1.397,4.2084,9571.0,54.63,1.432,-0.4762,4386,57.9,1983.2,Complex,358.9,0.1652,90.63
935,462,13,3.75,-2.8088,-4.013,10398.0,32.28,-0.8661,1.0341,4235,27.2,1313.4,Concave,184.2,0.7897,64.72
936,323,27,61.48,-2.3937,0.453,5954.0,57.73,0.6044,-0.2963,2983,66.4,1121.5,Convex,14.1,0.1885,1.22
937,482,6,65.15,-1.5304,-4.0234,46224.0,78.91,1.3887,-0.6906,4172,32.5,1177.8,Convex,448.8,0.2046,62.16
938,463,56,69.86,2.0381,-0.6897,44207.0,20.93,-0.2804,0.2124,1325,27.8,1074.2,Planar,222.0,0.6895,89.76
939,431,6,23.33,2.7421,3.0821,22217.0,71.36,-0.5582,0.5867,6630,85.2,1110.4,Planar,335.5,0.724,74.76
940,207,34,72.41,-2.4669,-4.4466,25286.0,94.35,-1.457,-0.1603,6700,84.5,443.8,Convex,83.6,0.7402,31.63
941,439,51,29.2,2.6213,-1.9817,8650.0,81.6,1.3088,1.651,1567,8.5,1486.5,Complex,135.5,0.0635,26.57
942,165,26,56.49,-3.6392,2.1937,28340.0,67.0,-0.663,-1.5274,4953,46.6,256.5,Planar,127.8,0.7813,1.39
943,220,47,80.24,0.2111,1.4566,25699.0,36.54,1.641,1.921,7878,17.8,508.9,Complex,325.8,0.7344,33.06
944,84,9,23.6,-1.1139,0.8049,9729.0,58.12,-0.4885,1.2137,6679,60.5,1194.3,Concave,247.6,0.6502,98.49
945,492,16,76.86,-2.8271,3.1836,1486.0,67.81,-0.4936,1.1477,4018,34.7,1907.4,Convex,457.0,0.0638,18.1
946,106,23,18.6,4.2478,4.4593,28821.0,10.36,0.2411,1.9852,414,23.3,209.9,Convex,182.6,0.8574,25.68
947,343,43,41.86,-2.7304,-2.7307,20560.0,33.82,-1.4707,1.9654,7747,23.0,1553.9,Concave,446.6,0.862,19.19
948,452,34,66.4,-1.2828,-2.317,27428.0,21.93,-1.8437,0.4693,4727,57.0,1079.7,Planar,383.9,0.012,33.51
949,500,17,52.72,1.947,4.721,6065.0,98.07,-1.9764,1.2408,4897,78.8,161.6,Complex,180.3,0.8875,29.69
950,269,36,30.93,2.6508,-4.1281,35874.0,4.53,-1.4412,-1.9443,5737,64.1,1012.9,Planar,307.7,0.7835,11.28
951,223,44,11.25,3.32,-1.6171,25708.0,7.28,1.3405,0.5556,641,31.1,104.9,Complex,433.6,0.1596,97.23
952,122,33,2.96,-4.5274,-0.2212,49095.0,96.69,-1.947,-1.7885,2659,7.0,673.2,Complex,224.8,0.3259,36.88
953,267,8,58.91,-1.2682,1.9764,28571.0,14.97,-1.2131,-0.9846,5924,53.1,1060.5,Complex,365.7,0.51,99.47
954,282,32,80.74,2.1029,4.6565,16474.0,37.83,1.8219,-0.799,7270,6.7,1436.9,Complex,96.9,0.7482,55.41
955,58,19,79.35,-3.6191,2.0469,20742.0,16.27,0.7571,-0.4932,7813,13.0,593.7,Concave,216.1,0.4629,66.09
956,266,47,76.02,-3.4668,0.895,47297.0,9.24,1.1783,-1.2867,1855,82.4,1366.1,Convex,15.0,0.8412,21.64
957,54,13,17.65,3.3095,-0.9985,9003.0,11.11,-1.7868,1.7325,5251,88.5,566.9,Convex,187.7,0.4004,3.79
958,252,46,52.17,-4.3263,-4.4185,32010.0,45.62,-1.4759,-1.7848,2925,38.4,993.8,Planar,220.3,0.2912,44.8
959,317,51,69.98,-4.7022,2.7094,34595.0,13.59,-1.1576,-1.6389,7622,32.3,1650.2,Convex,124.2,0.2584,83.52
960,33,36,55.58,3.2495,2.5086,46263.0,7.22,1.235,-1.2277,2896,0.3,1379.2,Complex,368.7,0.9767,62.09
961,500,17,87.94,-0.8021,3.9978,49557.0,29.0,-0.932,0.0581,225,50.5,1801.4,Convex,337.2,0.1293,25.29
962,53,12,35.78,-0.7149,2.3552,32582.0,69.69,-0.2326,-1.7061,7587,4.6,1993.7,Convex,457.5,0.7171,19.63
963,7,33,44.83,-2.2199,-2.3348,5818.0,92.21,-1.5918,1.5112,461,66.2,1291.2,Planar,292.0,0.4166,27.97
964,407,21,40.95,2.9222,-1.1461,24758.0,47.27,1.6255,1.7133,3992,71.6,701.2,Concave,15.3,0.3339,48.06
965,26,28,68.67,-2.8472,-3.3614,39092.0,77.59,-0.0715,1.2164,4123,15.4,831.1,Planar,268.8,0.6428,48.2
966,64,11,43.45,0.0077,4.9184,37094.0,54.46,0.8596,-0.7576,2304,2.9,1033.6,Convex,91.0,0.9163,65.69
967,393,48,89.09,1.3238,0.9475,12645.0,63.27,1.3532,0.2595,4925,27.7,555.9,Convex,66.0,0.6065,66.14
968,241,16,42.26,-4.1958,-3.1576,26538.0,68.91,-0.8935,-0.4066,4850,79.3,1895.5,Convex,345.7,0.0768,36.91
969,12,46,52.99,1.2353,-4.236,32600.0,80.82,0.087,1.3398,271,62.9,546.7,Planar,103.6,0.7898,79.97
970,232,47,81.66,0.5757,4.2938,36833.0,6.19,1.3616,1.0355,3609,24.4,1483.8,Concave,101.2,0.2906,37.55
971,175,3,11.06,-0.6791,4.7248,1497.0,75.11,-1.1259,1.6671,7113,82.7,228.5,Planar,301.3,0.7714,63.54
972,33,36,52.8,1.3566,-1.2164,35957.0,32.29,0.5619,1.7382,4564,72.3,116.0,Concave,230.9,0.2559,40.18
973,122,33,4.1,4.9128,-3.7417,11934.0,96.34,-1.8717,-1.319,1910,15.9,189.3,Complex,214.2,0.2553,26.09
974,372,26,48.97,-4.7939,2.0347,49749.0,80.52,1.8677,-1.9639,2840,25.8,63.2,Concave,151.6,0.9202,0.87
975,259,40,43.58,-1.3412,3.622,1237.0,49.6,-0.0349,1.3516,3217,50.8,1853.4,Convex,390.7,0.5277,2.81
976,343,43,48.03,-2.1959,4.8051,1018.0,71.19,-0.4452,-0.9001,241,85.7,1770.1,Complex,341.3,0.2958,20.96
977,342,3,27.73,0.4773,-2.0187,20925.0,17.59,-0.7523,-1.7024,5366,53.2,296.6,Complex,20.4,0.1683,7.81
978,122,33,40.2,-4.9627,-4.5442,8762.0,62.43,0.0057,1.2329,3642,30.1,900.6,Concave,257.0,0.2169,74.75
979,46,15,5.29,-3.3082,1.597,23257.0,7.76,0.8011,1.9041,841,44.8,1326.4,Concave,413.6,0.2479,15.79
980,72,18,85.74,2.0764,-2.2792,8334.0,7.67,1.6512,1.1172,5017,49.0,685.2,Complex,261.8,0.5794,68.24
981,130,31,59.57,-2.3802,-1.3005,20452.0,83.71,1.5109,-1.5006,5484,81.9,102.7,Complex,410.6,0.8359,48.54
982,343,43,53.51,-0.5487,3.4141,27884.0,85.43,-0.8043,-0.9914,7209,68.9,665.1,Convex,412.7,0.3134,82.25
983,357,2,3.31,1.628,-2.5535,31362.0,97.09,-0.0596,0.542,6863,54.6,1008.4,Planar,254.5,0.2268,64.7
984,141,24,8.35,1.2246,-2.1151,19380.0,94.64,-1.4617,-1.346,1396,89.2,642.2,Concave,128.5,0.9803,34.77
985,210,17,56.53,0.0226,-1.2268,44379.0,26.25,0.2615,-1.6508,746,24.0,1040.0,Concave,247.5,0.155,83.37
986,418,51,5.09,4.8121,2.5971,16017.0,52.6,0.1739,-1.5109,2044,33.2,1613.1,Convex,35.6,0.5824,42.99
987,288,37,17.16,-2.8596,-3.4055,20923.0,58.7,-0.7172,-0.2358,135,28.0,1461.8,Planar,252.6,0.818,37.61
988,450,35,36.7,-2.7765,3.0869,40495.0,79.23,1.2416,-0.0145,4720,13.2,747.7,Complex,287.7,0.1226,88.48
989,95,4,18.16,-2.4415,-1.8397,5363.0,32.36,1.7529,-0.8544,5708,86.4,1522.3,Concave,39.9,0.4984,52.76
990,395,53,82.4,-1.7958,2.7898,10932.0,4.32,0.8719,-1.9857,7347,89.9,950.8,Concave,258.1,0.6073,57.36
991,113,30,60.06,-4.2108,-0.7592,25692.0,58.25,1.9909,1.3163,4037,18.6,58.2,Complex,364.6,0.1763,46.94
992,182,2,50.78,-4.8855,-2.7611,1958.0,35.32,-0.8403,1.8441,6752,15.1,1468.4,Concave,421.4,0.4365,60.61
993,89,1,34.0,-2.2533,-4.4917,2662.0,68.5,0.6573,0.7395,1499,34.8,386.2,Convex,229.9,0.4688,2.18
994,219,16,40.86,0.505,-2.9686,11211.0,14.7,0.3213,0.6677,7828,4.5,277.6,Convex,111.9,0.5694,40.74
995,404,11,33.75,-2.549,-0.177,23050.0,89.07,1.5282,-0.5831,6177,55.8,4.3,Complex,354.1,0.6859,98.48
996,100,35,62.7,4.1107,-0.7543,6679.0,61.56,-0.5591,-1.4869,3710,40.8,1455.4,Convex,444.0,0.7184,12.14
997,139,3,46.81,2.8675,1.6098,25075.0,31.4,1.7698,-1.0594,2936,66.0,1576.9,Complex,181.8,0.9824,15.22
998,55,41,2.51,-4.7595,-3.7516,40971.0,31.36,-0.2096,-0.9484,4105,70.1,836.0,Convex,389.2,0.7301,87.07
999,14,37,11.97,2.5481,3.9912,28978.0,49.36,0.1032,-0.5909,4491,43.0,841.5,Concave,136.2,0.3891,26.37
1000,324,43,20.83,0.4858,4.8333,24046.0,97.77,-0.2038,1.837,3135,87.2,1530.0,Planar,69.0,0.9491,65.69
