record_id,slope_id,district_id,measurement_date,depth_m,moisture_content_pct,saturation_ratio,porosity_pct,cohesion_kpa,friction_angle_deg,permeability_cm_s,bulk_density_g_cc,sand_pct,silt_pct,clay_pct,hydrological_group,drainage_class
229,314,31,2024-11-30,1.33,51.1,0.592,45.8,45.8,24.2,4.74,1.39,73,17,10,D,Well Drained
230,157,27,2020-09-30,2.59,59.9,0.379,26.2,2.2,22.4,33.269,2.03,73,9,18,A,Poorly Drained
231,177,17,2020-08-03,1.35,14.3,0.816,39.1,27.8,33.0,13.89,1.83,61,21,18,D,Poorly Drained
232,16,7,2020-07-04,2.76,15.4,0.846,29.1,71.5,31.9,14.239,1.31,46,49,5,D,Moderately Drained
233,401,51,2022-11-24,0.22,59.0,0.177,19.9,31.7,41.1,7.27,1.55,28,31,41,D,Moderately Drained
234,387,6,2021-03-12,0.86,19.1,0.761,39.8,2.3,39.9,19.705,1.61,50,34,16,C,Moderately Drained
235,337,59,2022-02-22,2.5,6.5,0.484,56.1,17.7,35.5,19.452,0.82,74,21,5,D,Moderately Drained
236,328,58,2021-05-20,2.9,26.2,0.852,35.3,38.3,37.1,40.865,2.18,77,18,5,D,Moderately Drained
237,139,3,2019-12-27,1.43,13.9,0.659,29.6,38.8,33.1,24.023,0.91,11,5,84,C,Poorly Drained
238,204,25,2018-03-10,2.68,57.1,0.105,55.0,69.5,18.2,49.063,1.04,26,42,32,A,Poorly Drained
239,441,56,2021-03-15,0.61,35.0,0.302,13.9,15.0,41.7,42.029,1.27,28,24,48,C,Moderately Drained
240,192,15,2022-05-21,1.52,56.7,0.475,36.3,74.0,37.9,5.392,1.71,29,40,31,D,Moderately Drained
241,331,24,2024-08-05,2.23,46.7,0.306,18.7,67.2,31.8,31.443,2.03,33,41,26,D,Well Drained
242,300,25,2021-12-05,1.48,39.5,0.455,29.3,67.2,23.8,36.296,1.65,42,46,12,B,Moderately Drained
243,66,37,2020-08-09,1.46,16.8,0.664,67.5,27.9,40.8,7.359,1.32,64,17,19,D,Well Drained
244,397,54,2018-02-10,2.95,8.1,0.949,61.0,30.9,36.7,11.798,1.71,9,22,69,B,Poorly Drained
245,127,21,2019-10-09,1.79,48.2,0.247,24.3,20.4,41.1,44.277,2.1,67,28,5,B,Moderately Drained
246,153,27,2022-04-14,2.39,19.8,0.183,50.5,78.0,32.6,26.187,1.69,79,16,5,D,Poorly Drained
247,81,61,2019-09-29,1.11,56.4,0.378,51.1,59.5,30.9,16.308,1.94,19,7,74,B,Well Drained
248,341,45,2018-06-12,1.77,48.3,0.364,65.9,68.2,17.0,7.252,1.04,51,42,7,B,Moderately Drained
249,116,34,2020-03-23,0.2,5.4,0.432,58.6,63.7,31.7,21.963,2.18,14,55,31,C,Poorly Drained
250,220,47,2021-12-08,0.69,34.6,0.159,11.3,43.6,27.9,32.298,1.34,9,59,32,A,Poorly Drained
251,77,47,2021-03-24,2.99,25.2,0.895,14.8,78.4,36.4,21.653,1.58,71,24,5,B,Poorly Drained
252,30,26,2019-09-08,2.62,30.5,0.306,25.4,56.8,17.5,27.08,0.87,31,22,47,D,Moderately Drained
253,350,18,2019-11-20,2.28,55.6,0.492,79.8,30.9,29.3,21.669,1.89,24,52,24,B,Well Drained
254,460,49,2018-06-29,0.17,22.5,0.619,78.2,53.3,38.5,23.697,1.02,13,26,61,B,Poorly Drained
255,81,61,2021-06-19,2.18,59.4,0.756,16.2,17.3,35.9,39.738,1.49,75,20,5,D,Poorly Drained
256,178,33,2021-05-31,1.63,42.7,0.571,58.6,73.2,42.3,14.8,1.15,21,37,42,A,Moderately Drained
257,500,17,2021-09-19,2.72,56.3,0.304,46.2,20.2,24.7,21.294,1.21,11,10,79,D,Poorly Drained
258,15,17,2021-12-10,0.94,45.9,0.89,79.0,49.6,25.7,25.222,1.45,69,26,5,C,Well Drained
259,83,6,2020-07-11,2.09,13.0,0.775,17.9,17.0,41.4,38.866,1.61,76,22,2,B,Poorly Drained
260,223,44,2022-01-29,1.5,8.0,0.214,73.4,75.9,31.4,44.192,2.05,17,22,61,C,Poorly Drained
261,189,17,2022-05-30,2.58,23.1,0.309,42.4,51.1,34.0,13.03,1.46,38,29,33,A,Well Drained
262,163,6,2018-05-23,1.27,47.8,0.809,42.6,28.1,29.7,14.424,1.3,25,7,68,D,Poorly Drained
263,392,54,2020-05-07,2.62,32.2,0.128,58.8,36.0,25.5,3.435,1.36,20,32,48,C,Moderately Drained
264,376,55,2020-09-27,1.06,10.4,0.669,50.3,0.3,21.5,30.131,1.33,77,18,5,C,Moderately Drained
265,295,50,2024-03-09,0.35,46.2,0.188,44.0,78.6,17.1,20.276,1.92,19,58,23,A,Poorly Drained
266,205,21,2019-12-27,0.25,34.9,0.319,55.4,74.9,42.1,6.027,1.49,36,33,31,D,Moderately Drained
267,259,40,2018-02-06,0.28,25.1,0.736,78.7,50.2,28.9,41.638,2.08,53,26,21,B,Well Drained
268,350,18,2023-01-22,2.94,44.7,0.138,29.5,30.2,19.0,43.937,1.01,31,16,53,A,Moderately Drained
269,350,18,2024-02-07,1.22,11.3,0.632,38.8,30.6,27.6,48.987,1.4,7,36,57,A,Well Drained
270,362,55,2022-03-28,1.19,39.5,0.811,11.8,16.6,35.8,16.436,1.53,8,37,55,A,Well Drained
271,97,59,2023-01-04,0.59,23.1,0.617,60.9,64.5,19.7,28.43,1.47,70,25,5,A,Well Drained
272,481,6,2018-04-02,0.52,39.3,0.175,39.0,62.8,29.5,25.051,2.12,54,33,13,C,Well Drained
273,175,3,2020-08-06,2.28,20.5,0.421,35.5,44.5,26.1,48.434,1.02,53,42,5,D,Poorly Drained
274,194,8,2018-05-14,2.75,34.2,0.228,16.9,56.6,32.2,1.319,1.37,47,31,22,A,Poorly Drained
275,109,47,2024-11-26,2.32,40.0,0.386,28.9,69.9,25.9,43.099,1.83,20,21,59,B,Poorly Drained
276,196,48,2022-03-28,2.63,24.9,0.611,47.7,55.8,24.8,6.648,2.04,7,41,52,D,Moderately Drained
277,463,56,2021-01-21,2.21,16.9,0.689,31.1,49.4,38.9,0.291,2.17,33,6,61,D,Well Drained
278,193,62,2020-11-17,0.87,33.2,0.346,25.0,71.7,20.7,41.035,1.41,64,31,5,D,Well Drained
279,3,47,2024-11-28,1.67,30.3,0.897,68.7,50.5,43.1,40.61,2.08,53,12,35,A,Poorly Drained
280,81,61,2022-02-11,0.52,40.5,0.549,44.7,45.0,28.2,41.494,1.26,32,37,31,D,Well Drained
281,63,21,2024-05-24,2.39,14.1,0.9,50.5,42.0,22.1,12.869,1.3,69,26,5,A,Well Drained
282,55,41,2023-04-20,0.88,40.4,0.281,35.6,45.4,24.2,40.557,1.67,52,34,14,C,Moderately Drained
283,495,40,2018-08-03,0.9,14.3,0.673,46.0,38.2,30.2,14.293,1.7,50,24,26,A,Well Drained
284,437,26,2022-10-29,0.64,33.3,0.985,59.6,19.9,38.3,39.545,1.39,34,56,10,D,Poorly Drained
285,202,36,2024-07-15,0.68,45.4,0.297,54.9,60.6,32.3,13.846,1.65,61,17,22,A,Moderately Drained
286,162,25,2018-03-15,1.88,8.1,0.931,57.8,73.9,24.3,37.223,1.43,65,28,7,C,Moderately Drained
287,113,30,2024-02-16,2.9,36.3,0.573,34.0,38.6,28.6,46.706,1.9,17,8,75,B,Poorly Drained
288,3,47,2022-06-10,2.03,14.6,0.281,44.8,61.5,40.3,37.15,0.93,73,13,14,C,Well Drained
289,82,20,2023-04-19,0.69,46.7,0.289,47.5,29.8,23.8,15.175,0.81,24,7,69,C,Moderately Drained
290,24,8,2024-05-20,0.6,35.0,0.15,41.4,13.9,18.8,18.05,1.76,9,47,44,A,Poorly Drained
291,301,14,2023-02-18,1.56,19.0,0.81,52.5,15.1,38.8,15.24,1.21,67,16,17,B,Poorly Drained
292,399,2,2024-04-03,2.59,43.9,0.453,66.1,61.6,39.0,34.939,1.07,30,51,19,B,Moderately Drained
293,228,36,2021-08-13,2.25,49.0,0.926,28.6,33.5,36.4,16.007,1.12,21,10,69,B,Poorly Drained
294,492,16,2019-09-23,0.68,58.7,0.784,22.0,44.6,35.8,38.812,0.85,49,5,46,A,Poorly Drained
295,498,11,2020-11-21,0.49,20.4,0.455,57.7,17.2,31.7,16.609,1.66,57,20,23,A,Well Drained
296,261,20,2018-06-18,0.11,41.2,0.439,16.1,6.0,19.1,47.785,1.76,61,34,5,C,Well Drained
297,165,26,2018-08-26,2.62,55.2,0.991,55.5,25.8,44.1,11.6,2.02,6,41,53,D,Poorly Drained
298,365,43,2020-04-11,0.36,20.4,0.381,57.4,74.1,39.9,29.012,0.99,25,14,61,C,Well Drained
299,387,6,2024-12-06,1.58,32.1,0.245,40.5,28.9,37.1,24.851,1.83,46,20,34,C,Moderately Drained
300,188,26,2021-09-24,1.42,31.3,0.505,19.8,67.0,44.1,27.972,2.01,41,34,25,C,Poorly Drained
301,421,51,2018-02-10,1.62,50.8,0.297,76.3,53.0,17.0,11.638,2.01,6,33,61,B,Moderately Drained
302,156,3,2018-06-26,0.53,12.2,0.372,30.1,22.6,36.2,25.861,1.69,27,9,64,D,Poorly Drained
303,285,41,2022-07-05,0.89,31.3,0.702,47.9,0.0,43.6,49.711,1.96,65,10,25,B,Poorly Drained
304,448,12,2019-09-04,1.2,39.7,0.461,18.8,32.9,31.0,13.166,2.0,65,22,13,B,Poorly Drained
305,455,18,2021-04-03,2.33,9.9,0.763,29.8,21.7,38.9,12.46,2.16,61,36,3,C,Moderately Drained
306,61,28,2024-12-08,0.48,42.0,0.264,63.2,29.6,42.1,32.264,1.26,19,6,75,A,Well Drained
307,445,22,2019-05-18,0.3,52.1,0.594,52.6,4.4,44.5,27.406,1.25,51,18,31,A,Moderately Drained
308,215,22,2020-11-16,1.24,16.3,0.353,17.2,77.3,43.2,25.937,1.45,40,13,47,A,Well Drained
309,175,3,2021-05-03,2.48,18.0,0.775,75.2,40.0,15.4,12.923,1.78,40,52,8,C,Well Drained
310,89,1,2023-10-21,2.36,30.0,0.396,71.9,34.7,15.2,39.673,1.43,39,50,11,A,Moderately Drained
311,264,39,2022-08-15,2.13,22.9,0.794,60.1,45.6,33.3,24.175,1.04,56,36,8,B,Poorly Drained
312,271,46,2020-03-09,2.24,24.9,0.238,15.6,76.1,28.0,19.279,1.05,51,26,23,C,Poorly Drained
313,217,47,2018-02-11,1.89,16.9,0.23,74.5,5.8,22.8,28.33,1.51,80,15,5,C,Well Drained
314,259,40,2020-01-15,2.09,56.6,0.112,72.0,56.9,32.0,16.427,1.27,47,24,29,D,Well Drained
315,344,53,2019-01-26,1.49,54.6,0.889,65.7,17.0,42.7,46.715,1.24,71,14,15,A,Poorly Drained
316,184,38,2020-11-09,2.41,24.6,0.474,19.6,50.7,17.9,38.156,0.87,80,15,5,A,Poorly Drained
317,23,48,2019-03-06,0.28,20.1,0.651,60.7,76.4,34.8,45.153,1.88,47,31,22,A,Poorly Drained
318,371,53,2023-04-28,2.84,57.0,0.377,39.1,63.9,29.4,7.658,1.24,74,14,12,A,Well Drained
319,420,62,2022-03-24,1.22,7.5,0.935,26.4,69.6,38.2,15.6,0.81,71,24,5,B,Well Drained
320,18,60,2022-04-27,0.39,37.5,0.897,62.9,51.0,39.6,26.591,1.72,76,19,5,D,Moderately Drained
321,80,56,2018-05-06,0.77,10.3,0.721,69.0,48.5,42.7,11.759,2.0,14,33,53,C,Moderately Drained
322,397,54,2024-11-23,0.53,38.5,0.123,68.5,49.0,33.5,38.889,1.06,12,52,36,C,Moderately Drained
323,323,27,2019-04-13,2.72,37.8,0.995,26.0,25.9,24.3,10.45,1.12,56,38,6,C,Poorly Drained
324,290,18,2019-05-04,1.66,55.0,0.535,13.2,31.2,36.5,34.064,1.93,20,53,27,C,Well Drained
325,180,62,2024-08-21,1.83,47.2,0.253,32.3,24.5,31.3,27.46,2.2,49,46,5,A,Well Drained
326,318,57,2024-05-11,0.36,39.8,0.174,76.5,18.1,33.7,6.113,1.35,18,46,36,A,Moderately Drained
327,6,1,2019-03-14,2.24,46.9,0.189,29.5,8.2,18.9,49.381,1.05,27,39,34,D,Poorly Drained
328,215,22,2024-09-30,2.01,48.4,0.83,59.4,26.2,20.6,35.284,1.43,23,56,21,C,Well Drained
329,448,12,2019-03-25,1.2,32.1,0.691,34.7,2.8,16.3,7.586,2.12,48,42,10,B,Poorly Drained
330,206,9,2024-09-18,1.79,44.7,0.208,78.2,33.7,41.6,34.478,0.86,16,18,66,B,Moderately Drained
331,159,55,2021-10-13,2.06,14.5,0.613,20.0,79.2,38.6,43.67,1.11,21,57,22,A,Poorly Drained
332,256,59,2019-06-09,0.76,57.8,0.463,16.9,62.2,33.5,45.215,0.94,60,29,11,C,Moderately Drained
333,85,33,2022-11-21,1.98,53.2,0.727,13.0,20.6,28.4,41.362,1.28,37,16,47,C,Poorly Drained
334,242,17,2020-06-19,0.31,6.5,0.519,78.8,31.4,36.8,17.419,1.22,6,30,64,C,Moderately Drained
335,99,18,2019-03-10,2.88,14.5,0.988,41.5,19.6,44.5,12.055,2.08,72,10,18,A,Well Drained
336,480,56,2021-12-16,0.65,42.0,0.254,47.8,2.5,37.4,15.458,1.39,33,25,42,A,Moderately Drained
337,149,8,2024-09-12,2.83,14.1,0.913,50.8,63.4,19.4,35.333,1.11,26,57,17,C,Moderately Drained
338,64,11,2023-09-12,2.71,30.8,0.309,58.7,58.8,31.0,30.018,1.13,36,19,45,C,Well Drained
339,241,16,2023-05-13,0.94,56.0,0.916,60.7,60.8,22.9,21.059,1.85,21,53,26,D,Poorly Drained
340,374,13,2019-02-14,1.67,52.1,0.732,31.4,49.3,34.6,35.675,1.84,31,45,24,A,Poorly Drained
341,151,43,2022-05-19,2.53,48.3,0.535,51.9,34.9,33.1,22.666,2.16,79,16,5,A,Well Drained
342,57,1,2023-11-12,2.18,54.0,0.444,60.3,74.7,37.1,7.216,1.12,69,20,11,D,Poorly Drained
343,480,56,2020-11-19,0.14,58.0,0.186,27.0,51.6,40.8,24.277,1.53,77,18,5,C,Moderately Drained
344,493,34,2024-09-08,1.96,26.4,0.561,50.2,77.0,36.6,25.695,2.16,7,47,46,C,Poorly Drained
345,137,29,2020-10-06,2.93,17.4,0.357,12.4,7.6,32.7,29.056,1.92,52,43,5,B,Moderately Drained
346,382,31,2022-04-12,0.39,6.1,0.878,61.2,12.5,18.5,38.86,1.37,30,23,47,B,Moderately Drained
347,146,5,2022-12-14,2.05,35.5,0.462,78.0,62.4,29.0,18.243,1.34,28,22,50,C,Poorly Drained
348,197,62,2018-06-13,1.32,5.1,0.306,79.5,74.9,30.6,48.555,0.86,36,23,41,A,Well Drained
349,19,30,2024-01-05,2.42,56.9,0.475,11.2,61.2,22.7,46.68,1.07,78,17,5,B,Poorly Drained
350,67,48,2023-10-01,1.45,36.1,0.2,57.8,42.0,15.0,48.804,1.95,60,23,17,C,Well Drained
351,127,21,2022-02-08,1.04,39.2,0.714,64.9,25.4,21.5,17.89,1.01,37,14,49,B,Poorly Drained
352,30,26,2018-01-05,2.45,55.2,0.791,58.2,31.3,39.9,14.505,1.32,63,5,32,C,Well Drained
353,361,43,2018-01-28,1.6,18.8,0.774,64.1,16.7,42.8,11.042,2.09,52,39,9,C,Moderately Drained
354,398,46,2018-04-29,1.87,14.5,0.839,12.0,63.3,17.4,11.393,1.26,25,58,17,D,Poorly Drained
355,387,6,2023-06-08,0.99,50.3,0.644,25.9,10.3,32.3,32.243,0.98,79,16,5,C,Well Drained
356,42,44,2020-04-26,1.56,15.3,0.249,60.7,64.5,33.7,38.239,1.46,24,35,41,B,Poorly Drained
357,441,56,2020-10-07,0.9,36.5,0.491,60.4,71.0,28.7,13.221,1.8,56,39,5,A,Moderately Drained
358,122,33,2021-01-20,2.56,46.5,0.532,45.8,65.0,31.6,48.849,1.98,60,6,34,C,Moderately Drained
359,203,36,2020-06-12,0.79,40.4,0.874,76.5,18.4,44.1,31.306,1.18,10,21,69,A,Well Drained
360,460,49,2021-01-26,1.89,37.4,0.754,28.7,42.7,22.8,45.326,1.58,38,59,3,B,Poorly Drained
361,125,58,2022-09-02,0.74,19.3,0.191,30.6,1.2,41.9,13.678,1.85,44,18,38,A,Well Drained
362,416,37,2020-05-17,2.94,13.8,0.293,35.9,53.6,27.8,43.313,1.97,11,49,40,B,Moderately Drained
363,262,52,2018-04-03,0.14,6.2,0.242,64.1,69.7,31.4,24.146,2.09,68,21,11,A,Well Drained
364,130,31,2022-09-12,1.18,50.3,0.759,53.7,65.8,18.8,18.553,1.37,66,29,5,B,Well Drained
365,2,16,2022-08-08,2.2,19.6,0.528,64.4,74.5,28.8,24.612,1.19,80,15,5,C,Moderately Drained
366,44,60,2022-08-29,2.54,6.5,0.113,57.4,71.3,39.6,49.4,1.42,50,45,5,A,Poorly Drained
367,232,47,2020-09-01,1.14,56.8,0.93,16.9,69.4,43.3,7.109,1.42,53,42,5,D,Poorly Drained
368,436,18,2019-05-14,1.32,49.8,0.319,36.6,61.5,40.2,14.493,0.88,33,52,15,D,Moderately Drained
369,333,36,2023-07-18,2.8,49.7,0.255,60.5,64.2,20.2,19.774,1.92,32,36,32,D,Well Drained
370,145,47,2020-02-23,2.57,9.3,0.706,19.1,78.5,33.0,40.171,1.82,50,42,8,C,Well Drained
371,211,39,2023-09-25,2.28,49.2,0.522,56.5,47.1,19.7,11.871,1.1,79,20,1,B,Well Drained
372,315,31,2024-07-08,2.41,34.7,0.403,59.6,47.5,26.4,38.105,1.56,50,11,39,C,Moderately Drained
373,139,3,2024-11-11,1.45,5.4,0.452,50.2,21.0,20.5,33.779,1.36,24,33,43,D,Poorly Drained
374,355,23,2020-06-07,2.73,19.5,0.821,71.2,66.5,25.3,33.491,1.58,22,23,55,C,Moderately Drained
375,124,27,2024-09-10,0.31,26.2,0.953,50.5,3.9,36.1,23.53,1.74,69,26,5,B,Well Drained
376,329,8,2024-04-15,1.29,14.8,0.274,63.8,67.1,38.7,33.37,2.16,7,34,59,A,Moderately Drained
377,111,24,2018-02-11,2.66,55.4,0.716,28.1,56.5,38.5,48.762,0.87,72,23,5,A,Moderately Drained
378,419,15,2018-10-28,1.5,28.5,0.42,71.0,17.7,31.9,27.393,1.64,26,51,23,C,Moderately Drained
379,142,53,2021-10-08,0.11,33.8,0.161,42.4,73.1,23.8,15.08,2.2,21,39,40,A,Poorly Drained
380,387,6,2023-07-16,2.66,58.7,0.151,40.7,24.2,25.2,25.403,1.17,54,37,9,B,Well Drained
381,173,36,2024-09-15,1.97,41.9,0.795,67.6,33.9,31.3,4.062,1.77,49,27,24,C,Well Drained
382,79,42,2019-09-05,1.82,34.6,0.644,22.8,12.8,37.8,35.004,1.24,28,11,61,A,Moderately Drained
383,25,29,2019-12-30,1.05,5.3,0.854,21.9,56.7,23.0,33.704,1.01,28,13,59,C,Well Drained
384,200,32,2023-07-19,1.55,7.0,0.842,28.9,9.3,19.9,3.104,1.26,76,19,5,B,Poorly Drained
385,348,34,2022-10-22,2.36,35.3,0.356,42.9,43.6,39.4,28.404,0.83,24,43,33,B,Poorly Drained
386,31,57,2022-05-07,0.32,7.3,0.342,27.2,21.1,31.5,12.26,1.77,9,26,65,D,Poorly Drained
387,489,48,2020-05-16,2.64,8.6,0.433,51.8,74.7,39.0,47.804,2.13,73,22,5,C,Poorly Drained
388,339,14,2019-03-11,2.65,40.2,0.894,18.5,23.4,31.4,1.68,1.77,10,48,42,C,Moderately Drained
389,206,9,2024-04-25,2.67,26.7,0.998,45.7,13.4,23.0,2.425,1.48,74,12,14,D,Poorly Drained
390,279,26,2024-08-19,0.96,8.5,0.493,63.8,34.8,19.8,22.552,1.37,13,30,57,A,Poorly Drained
391,401,51,2020-08-05,0.17,18.0,0.751,15.1,19.5,34.3,22.041,1.68,48,43,9,D,Moderately Drained
392,383,6,2020-07-12,0.4,52.8,0.558,51.4,21.4,17.3,2.524,1.73,65,30,5,B,Poorly Drained
393,495,40,2019-06-04,1.19,46.2,0.104,25.0,37.8,27.9,43.399,1.31,41,10,49,B,Well Drained
394,346,34,2020-01-22,2.08,17.9,0.907,23.1,14.9,17.8,24.026,1.34,6,42,52,D,Well Drained
395,464,31,2019-12-10,0.5,57.1,0.817,48.1,40.6,23.4,34.862,0.92,25,37,38,B,Poorly Drained
396,462,13,2018-05-02,2.03,32.3,0.824,11.8,28.4,17.4,29.249,1.36,63,22,15,C,Poorly Drained
397,42,44,2022-02-21,2.96,9.5,0.903,51.9,35.7,40.8,8.411,1.01,5,12,83,C,Poorly Drained
398,290,18,2020-02-13,1.92,22.1,0.657,76.6,21.9,31.8,5.653,1.99,59,36,5,B,Poorly Drained
399,86,16,2022-08-23,2.12,19.1,0.928,17.8,0.6,20.3,17.51,1.96,35,28,37,D,Moderately Drained
400,400,48,2022-04-14,2.58,56.2,0.442,27.1,53.4,29.6,33.194,1.54,49,15,36,B,Poorly Drained
401,223,44,2024-03-06,0.39,39.1,0.896,41.5,42.3,41.6,2.811,1.72,65,10,25,A,Moderately Drained
402,429,40,2018-03-15,1.26,28.7,0.826,73.7,57.4,23.1,2.873,1.95,45,5,50,D,Moderately Drained
403,360,52,2021-02-13,0.23,10.7,0.763,10.6,65.3,42.1,10.016,1.71,25,16,59,A,Well Drained
404,487,39,2018-08-18,2.89,53.8,0.791,57.2,11.3,16.7,4.094,1.05,28,31,41,B,Poorly Drained
405,172,39,2021-01-05,0.26,52.7,0.329,32.9,73.7,30.4,25.652,0.93,52,42,6,C,Moderately Drained
406,234,19,2019-06-12,0.66,9.3,0.321,56.5,42.1,19.4,43.019,1.09,61,34,5,B,Poorly Drained
407,181,10,2022-03-18,1.43,8.2,0.688,75.9,49.8,36.7,43.182,1.77,71,15,14,D,Poorly Drained
408,11,53,2020-12-23,1.27,8.3,0.424,33.3,51.0,20.2,8.134,1.52,34,19,47,D,Well Drained
409,171,46,2022-01-29,1.85,49.2,0.769,31.4,65.6,31.5,35.113,1.82,55,35,10,B,Poorly Drained
410,53,12,2018-03-01,0.72,53.6,0.145,49.5,48.3,25.0,13.161,1.81,6,31,63,D,Well Drained
411,322,11,2024-01-30,2.13,44.5,0.604,72.1,11.7,38.7,0.983,1.21,57,9,34,A,Well Drained
412,74,43,2023-01-26,0.3,19.3,0.586,31.6,59.8,34.3,42.077,1.55,67,28,5,B,Well Drained
413,262,52,2018-10-21,2.97,6.0,0.833,40.6,54.0,39.8,15.36,1.2,18,41,41,D,Well Drained
414,122,33,2019-07-11,0.47,39.0,0.967,37.0,34.7,24.9,11.103,1.61,57,38,5,D,Moderately Drained
415,14,37,2020-11-28,2.18,10.3,0.77,17.5,52.7,16.2,14.517,1.19,16,45,39,C,Well Drained
416,112,20,2019-06-27,1.64,49.2,0.304,47.6,51.5,40.3,22.481,1.63,65,30,5,B,Poorly Drained
417,421,51,2021-05-25,2.03,51.9,0.231,19.3,37.1,18.7,25.257,1.13,23,29,48,B,Moderately Drained
418,437,26,2024-03-28,0.56,21.8,0.348,44.6,0.4,16.2,7.542,1.06,18,42,40,A,Well Drained
419,228,36,2024-03-21,1.96,35.9,0.87,78.3,38.0,26.2,45.823,2.17,19,6,75,D,Moderately Drained
420,113,30,2024-11-04,1.32,41.4,0.323,13.6,4.4,38.6,14.822,0.99,67,19,14,C,Moderately Drained
421,472,50,2024-07-31,0.34,46.4,0.114,14.0,26.7,28.7,17.855,1.24,74,21,5,B,Moderately Drained
422,436,18,2024-10-08,1.68,7.1,0.509,12.6,65.9,17.7,44.856,1.73,35,56,9,C,Poorly Drained
423,148,62,2021-07-07,0.16,25.0,0.59,12.9,62.3,44.3,4.221,2.13,72,23,5,A,Poorly Drained
424,354,36,2018-12-18,1.5,10.8,0.977,61.7,62.3,24.2,12.02,1.76,34,59,7,D,Moderately Drained
425,346,34,2018-03-28,1.33,32.5,0.794,73.7,23.4,34.6,8.155,1.86,46,22,32,D,Well Drained
426,237,13,2018-05-25,0.91,58.3,0.898,27.3,34.0,44.0,7.044,1.96,57,38,5,A,Poorly Drained
427,476,22,2019-07-04,2.04,37.9,0.308,47.0,76.4,24.0,1.851,1.62,9,41,50,B,Moderately Drained
428,41,34,2020-09-05,0.58,45.7,0.599,38.1,61.5,16.9,3.467,1.66,33,40,27,A,Moderately Drained
429,405,16,2022-09-22,0.8,33.5,0.473,31.6,21.7,27.1,10.635,2.01,80,5,15,C,Moderately Drained
430,64,11,2018-02-24,0.51,8.8,0.655,19.4,7.9,17.2,31.058,1.76,60,6,34,C,Poorly Drained
431,440,51,2020-05-07,2.41,39.4,0.758,22.8,29.9,21.9,41.185,1.09,73,22,5,A,Moderately Drained
432,483,39,2023-08-13,2.27,32.9,0.813,11.0,25.6,30.4,41.893,1.75,53,18,29,C,Well Drained
433,108,42,2023-08-02,0.97,23.0,0.661,75.3,75.5,24.8,11.274,1.05,18,18,64,B,Well Drained
434,377,24,2020-07-26,2.06,42.8,0.363,19.4,60.0,34.7,3.052,2.01,61,27,12,C,Poorly Drained
435,81,61,2019-08-03,2.23,33.8,0.838,21.1,60.6,38.6,10.26,1.85,31,22,47,B,Poorly Drained
436,398,46,2023-09-04,1.89,32.2,0.101,44.4,78.0,21.0,29.809,1.36,62,33,5,B,Well Drained
437,384,16,2021-08-22,2.65,22.3,0.6,51.3,69.0,33.6,36.461,1.15,10,30,60,D,Poorly Drained
438,60,36,2020-08-02,1.83,11.4,0.884,39.7,49.2,31.0,48.105,1.12,65,24,11,B,Poorly Drained
439,214,18,2018-02-10,1.48,57.5,0.157,58.5,48.2,21.7,45.736,1.95,37,37,26,D,Well Drained
440,178,33,2023-09-07,2.95,25.2,0.582,35.5,11.1,42.8,40.023,1.4,61,39,0,A,Well Drained
441,196,48,2018-02-09,2.19,24.7,0.602,40.1,62.4,20.4,5.357,1.12,34,52,14,B,Poorly Drained
442,131,9,2018-05-01,1.15,45.6,0.664,18.3,66.6,40.5,48.533,1.24,23,54,23,D,Well Drained
443,34,25,2024-11-15,2.86,20.4,0.559,69.5,52.2,18.4,36.825,1.21,29,15,56,A,Poorly Drained
444,129,49,2024-10-30,1.74,42.8,0.684,34.8,4.3,43.0,45.876,1.06,35,35,30,B,Moderately Drained
445,247,49,2022-04-16,2.5,32.4,0.674,34.2,68.0,16.4,44.575,2.05,72,23,5,B,Moderately Drained
446,384,16,2024-03-09,1.27,14.3,0.767,64.6,37.6,15.0,28.041,1.53,5,42,53,C,Moderately Drained
447,18,60,2023-08-12,2.68,45.2,0.705,15.8,62.8,39.3,15.33,1.8,57,38,5,A,Poorly Drained
448,80,56,2019-09-06,2.4,26.2,0.728,36.4,65.2,25.4,13.015,1.17,31,49,20,D,Poorly Drained
449,168,14,2019-04-11,1.58,22.5,0.542,62.8,26.8,15.8,6.801,1.44,37,16,47,A,Well Drained
450,266,47,2018-05-06,2.61,18.8,0.328,45.8,4.2,22.3,38.865,1.73,7,29,64,D,Poorly Drained
451,433,62,2020-10-31,1.18,59.4,0.32,58.9,24.0,19.0,6.706,0.97,7,30,63,D,Poorly Drained
452,39,4,2018-11-03,0.45,8.7,0.715,67.5,17.5,26.1,6.372,1.41,66,13,21,C,Moderately Drained
453,366,16,2021-04-09,1.75,6.9,0.395,52.9,65.5,32.4,0.429,1.93,19,29,52,B,Well Drained
454,57,1,2021-02-20,1.8,28.6,0.805,26.4,22.6,16.3,1.606,1.32,19,17,64,A,Moderately Drained
455,342,3,2021-07-30,0.43,28.4,0.771,60.5,7.4,33.2,46.304,1.23,13,18,69,A,Well Drained
456,116,34,2020-08-17,1.8,32.8,0.489,50.0,53.2,41.1,11.124,2.15,31,26,43,A,Moderately Drained
457,252,46,2018-11-19,2.11,30.2,0.329,23.5,8.9,15.9,14.409,0.95,42,14,44,D,Well Drained
